case,key_file,panel_pid,impact_element_id,impact_x,impact_y,impact_z,ball_center_x,ball_center_y,ball_center_z,velocity_vx,velocity_vy,velocity_vz,impact_speed,mass_ratio,impactor_mass,impactor_density,theta_deg,phi_deg,material_index,material_name,material_young_mpa,material_poisson,min_boundary_distance_mm,lhs_u_x,lhs_u_y,lhs_u_v,lhs_u_m,lhs_u_theta,lhs_u_phi,lhs_u_material
case124,cases_floorfrontR_lhs_500\case124\case124.key,2000395,3368787,-2094.19725000,-488.21760000,290.23477500,-2096.07557556,-489.50002213,272.88319621,437.10926860,298.43527156,4037.92402181,4072.46344734,0.75614638,0.0075614638,3.9357419032E-05,7.46747903,34.32321073,1,titanium_rigid,110000.0,0.3400,205.93775094,0.5883653106,0.3106214920,0.6756194819,0.0122927582,0.4978319350,0.0953422520,0.4426743642
case125,cases_floorfrontR_lhs_500\case125\case125.key,2000395,3373072,-1810.89425000,-323.19365000,301.44920000,-1807.39529191,-324.93224222,284.39092959,-826.74576292,410.80050536,4030.58636688,4134.95974256,0.83443418,0.0083443418,4.3432299049E-05,12.90074042,153.57774450,2,steel_rigid,210000.0,0.3000,197.70286023,0.8529106567,0.7082852792,0.6936606168,0.1688683592,0.8600493612,0.4266048458,0.9065245169
case126,cases_floorfrontR_lhs_500\case126\case126.key,2000395,3371167,-2662.96025000,-231.81837500,319.41632500,-2661.56707803,-233.83510147,302.08883568,-258.54340290,374.26199617,3215.61741354,3247.63176534,1.05369056,0.0105369056,5.4844593601E-05,8.05163366,124.63704974,0,aluminum_rigid,70000.0,0.3300,92.86248526,0.0572604346,0.9284753663,0.4375109741,0.6073811182,0.5367755775,0.3462140271,0.0625346114
case127,cases_floorfrontR_lhs_500\case127\case127.key,2000395,3365988,-1698.08900000,-403.37255000,299.09125000,-1695.16382974,-405.46393548,281.96467750,-394.56276522,282.09737023,2310.12460820,2360.49452603,1.03849030,0.0103849030,5.4053420178E-05,11.85760736,144.43667404,2,steel_rigid,210000.0,0.3000,124.39267560,0.9582470064,0.5150754753,0.1814163927,0.5769806024,0.7905071574,0.4012129835,0.9977911632
case128,cases_floorfrontR_lhs_500\case128\case128.key,2000395,3371596,-2343.59800000,-288.28925000,308.37940000,-2345.63038616,-290.72988585,291.17002165,344.10374891,413.22459269,2913.72363590,2962.92885174,1.15678027,0.0115678027,6.0210412797E-05,10.45647861,50.21489875,0,aluminum_rigid,70000.0,0.3300,165.56658393,0.3554775271,0.7923955911,0.3553242839,0.8135605302,0.6970985738,0.1394858299,0.1215324695
case129,cases_floorfrontR_lhs_500\case129\case129.key,2000395,3376647,-1705.54000000,-389.41437500,292.19195000,-1703.89077696,-386.19166266,275.07049596,-269.43730282,-526.50181238,2797.17071234,2859.01462265,1.16608541,0.0116608541,6.0694745747E-05,11.93888847,242.89890359,0,aluminum_rigid,70000.0,0.3300,131.93298103,0.9512893414,0.5487109611,0.3253268158,0.8321708260,0.7959258981,0.6747191766,0.2274355998
case130,cases_floorfrontR_lhs_500\case130\case130.key,2000395,3365716,-2236.85750000,-243.65882500,312.85600000,-2235.56498802,-240.52976714,295.68659670,-334.77204559,-810.45368895,4447.02745909,4532.65493131,0.94426160,0.0094426160,4.9148816086E-05,11.15459843,247.55607292,0,aluminum_rigid,70000.0,0.3300,118.22529492,0.4551506774,0.8999430339,0.8084653824,0.3885231925,0.7436398956,0.6876557581,0.1319955825
case131,cases_floorfrontR_lhs_500\case131\case131.key,2000395,3376393,-1993.95750000,-344.49792500,290.81105000,-1993.56807129,-344.61245195,273.31575838,-106.28500545,31.25732052,4774.91036244,4776.19539925,0.90548263,0.0090548263,4.7130370877E-05,1.32911974,163.61193584,0,aluminum_rigid,70000.0,0.3300,219.87098673,0.6819681293,0.6569476481,0.8787694926,0.3109652594,0.0886079828,0.4544775996,0.2427299933
case132,cases_floorfrontR_lhs_500\case132\case132.key,2000395,3377368,-2684.68350000,-443.47417500,300.32787500,-2686.02021813,-442.53496856,282.90429684,167.56695994,-117.73609063,2184.16728871,2193.74730043,0.84165887,0.0084165887,4.3808344060E-05,5.35655444,324.90731124,1,titanium_rigid,110000.0,0.3400,120.39542192,0.0369754934,0.4184412348,0.1332805925,0.1833177353,0.3571036294,0.9025203090,0.5482821620
case133,cases_floorfrontR_lhs_500\case133\case133.key,2000395,3366428,-2313.27200000,-440.47020000,290.49550000,-2313.95009932,-440.05876043,273.01348356,180.43157958,-109.47760637,4651.68999335,4656.47513635,0.82153686,0.0082153686,4.2760993487E-05,2.59772782,328.75254465,2,steel_rigid,210000.0,0.3000,247.57534073,0.3837956252,0.4256800148,0.8442092135,0.1430737171,0.1731818544,0.9132015129,0.9594303557
case134,cases_floorfrontR_lhs_500\case134\case134.key,2000395,3373193,-1847.47925000,-243.39177500,306.66397500,-1844.88711268,-245.75129859,289.51861200,-486.28720916,442.64867299,3216.48497422,3283.01518225,0.99307469,0.0099307469,5.1689537622E-05,11.55438353,137.68960127,2,steel_rigid,210000.0,0.3000,118.19798379,0.8187479705,0.9005865533,0.4477252915,0.4861493803,0.7702922355,0.3824711146,0.6800742036
case135,cases_floorfrontR_lhs_500\case135\case135.key,2000395,3367216,-2653.73625000,-558.90577500,299.87402500,-2655.01485121,-559.99521898,282.45483183,184.64690853,157.33010495,2515.56165381,2527.23122743,1.11070118,0.0111070118,5.7811996661E-05,5.50820240,40.43296389,2,steel_rigid,210000.0,0.3000,88.58183492,0.0658737082,0.1402818087,0.2295491549,0.7214023693,0.3672134935,0.1123137886,0.9184187525
case136,cases_floorfrontR_lhs_500\case136\case136.key,2000395,3368045,-2358.83450000,-547.19205000,291.45572500,-2359.16094179,-546.87193071,273.96169861,43.56397211,-42.72022799,2334.59472154,2335.39190531,1.07542351,0.0107542351,5.5975793473E-05,1.49709488,315.56025826,0,aluminum_rigid,70000.0,0.3300,146.77357969,0.3412498445,0.1685087676,0.1741698869,0.6508470115,0.0998063250,0.8765562730,0.3242949696
case137,cases_floorfrontR_lhs_500\case137\case137.key,2000395,3372505,-2419.95775000,-222.66377500,312.45930000,-2420.45217606,-223.34145495,294.97941748,137.12774713,187.95272535,4847.99876371,4853.57829430,1.00640468,0.0100640468,5.2383363480E-05,2.74755918,53.88601921,2,steel_rigid,210000.0,0.3000,101.05145393,0.2841735999,0.9505355151,0.9011080206,0.5128093556,0.1831706118,0.1496833867,0.7939437678
case138,cases_floorfrontR_lhs_500\case138\case138.key,2000395,2488053,-2318.41100000,-261.23472500,305.72657500,-2322.77364460,-260.61403876,288.79045736,555.69033907,-79.05969348,2157.23209602,2229.05641565,1.18044083,0.0118044083,6.1441945389E-05,14.58431241,351.90270372,2,steel_rigid,210000.0,0.3000,138.64182730,0.3789968814,0.8575897939,0.1434734608,0.8608816672,0.9722874940,0.9775075103,0.9833211414
case139,cases_floorfrontR_lhs_500\case139\case139.key,2000395,3373730,-1714.67550000,-309.18340000,299.46022500,-1714.09040915,-312.02537044,282.20244783,-99.58194941,483.70087584,2937.25853803,2978.48465182,0.89584711,0.0089584711,4.6628841834E-05,9.54395439,101.63323343,2,steel_rigid,210000.0,0.3000,142.30312128,0.9427587081,0.7420462519,0.3598148586,0.2916942107,0.6362636263,0.2823145373,0.7606621061
case140,cases_floorfrontR_lhs_500\case140\case140.key,2000395,3372950,-1932.83075000,-331.75767500,294.04530000,-1932.07995634,-331.44801972,276.56415523,-93.19336840,-38.43641788,2169.87282523,2172.21325837,1.17766075,0.0117766075,6.1297242016E-05,2.65995029,202.41307559,1,titanium_rigid,110000.0,0.3400,207.02337909,0.7390476422,0.6876482589,0.1270642471,0.8553214992,0.1773300194,0.5622585433,0.3800445021
case141,cases_floorfrontR_lhs_500\case141\case141.key,2000395,3367920,-2458.67600000,-578.82365000,294.87195000,-2456.90499952,-581.50589642,277.66965040,-524.30046861,794.07265671,5092.69977035,5180.83326469,0.98691043,0.0098691043,5.1368687879E-05,10.58341708,123.43549104,1,titanium_rigid,110000.0,0.3400,80.23068476,0.2480189074,0.0922850325,0.9955784373,0.4738208599,0.7055611384,0.3428763640,0.5052540774
case142,cases_floorfrontR_lhs_500\case142\case142.key,2000395,3367918,-2450.24025000,-571.12340000,294.56332500,-2450.54022652,-574.29694788,277.35609954,68.30578573,722.62883275,3918.15019844,3984.81606700,0.89914570,0.0089914570,4.6800533579E-05,10.49524557,84.60021616,1,titanium_rigid,110000.0,0.3400,86.84136084,0.2558961215,0.1108405850,0.6503178508,0.2982913959,0.6996830381,0.2350006004,0.6221744750
case143,cases_floorfrontR_lhs_500\case143\case143.key,2000395,3367790,-2450.50900000,-515.75427500,294.33502500,-2450.08766417,-515.39686462,276.84374906,-103.06930046,-87.43153464,4278.80432416,4280.93844834,1.20138724,0.0120138724,6.2532205993E-05,1.80923935,220.30724577,0,aluminum_rigid,70000.0,0.3300,91.90186966,0.2556451656,0.2442654360,0.7358010590,0.9027744858,0.1206159565,0.6119645716,0.1006290733
case144,cases_floorfrontR_lhs_500\case144\case144.key,2000395,3373125,-1791.63375000,-318.62437500,302.04982500,-1792.33740873,-317.15981381,284.62541899,181.65405183,-378.08594568,4498.22312035,4517.73819708,1.12337757,0.0112337757,5.8471802341E-05,5.32744150,295.66228461,2,steel_rigid,210000.0,0.3000,193.07505134,0.8708959079,0.7192960156,0.8041592902,0.7467551332,0.3551627666,0.8212841239,0.9735079155
case145,cases_floorfrontR_lhs_500\case145\case145.key,2000395,3371472,-2314.50450000,-278.60542500,306.72292500,-2313.14250383,-279.62582986,289.30587185,-193.92009715,145.28455676,2479.82828754,2491.63820451,1.17371432,0.0117371432,6.1091830560E-05,5.58072023,143.15952098,0,aluminum_rigid,70000.0,0.3300,155.90766664,0.3826447298,0.8157310313,0.2192743294,0.8474286479,0.3720480150,0.3976653360,0.2995216996
case146,cases_floorfrontR_lhs_500\case146\case146.key,2000395,3368236,-2311.35525000,-561.71342500,287.31870000,-2313.28590928,-561.80106404,269.92574527,316.41324288,14.36304784,2850.50876542,2868.05227623,1.04845870,0.0104845870,5.4572275434E-05,6.34050689,2.59906151,0,aluminum_rigid,70000.0,0.3300,131.88205646,0.3855854661,0.1335161197,0.3279357629,0.5969174038,0.4227004593,0.0072196153,0.2529729717
case147,cases_floorfrontR_lhs_500\case147\case147.key,2000395,3371822,-2129.82175000,-333.98010000,297.46922500,-2130.06912950,-338.06253442,280.45386333,70.94817700,1170.83783729,4879.98757767,5018.98133522,0.92704037,0.0092704037,4.8252451117E-05,13.51558603,86.53234080,0,aluminum_rigid,70000.0,0.3300,209.61612858,0.5550995291,0.6822928063,0.9488557880,0.3540807346,0.9010390685,0.2403676133,0.2121570567
case148,cases_floorfrontR_lhs_500\case148\case148.key,2000395,3369477,-1801.07825000,-521.93597500,297.82535000,-1800.62436369,-522.70664103,280.34822034,-92.91711156,157.76651619,3577.82195400,3582.50384477,0.96503259,0.0096503259,5.0229946466E-05,2.92955897,120.49609886,0,aluminum_rigid,70000.0,0.3300,82.12612029,0.8620767337,0.2293691847,0.5341802618,0.4300651860,0.1953039315,0.3347113857,0.1349112309
case149,cases_floorfrontR_lhs_500\case149\case149.key,2000395,3372683,-2030.16050000,-215.12565000,312.06767500,-2030.25282390,-216.04048158,294.59184714,12.20845185,120.97276480,2310.91631048,2314.11271336,1.13367854,0.0113367854,5.9007968230E-05,3.01180005,84.23727748,0,aluminum_rigid,70000.0,0.3300,88.94299703,0.6481621507,0.9687003896,0.1680271105,0.7673570886,0.2007866697,0.2339924374,0.0808065823
case150,cases_floorfrontR_lhs_500\case150\case150.key,2000395,3366281,-1704.17600000,-425.74800000,292.55432500,-1704.48100969,-425.15205506,275.06713487,89.67269787,-175.20752009,5141.22529348,5144.99138835,0.96295438,0.0096295438,5.0121775276E-05,2.19238805,297.10375245,0,aluminum_rigid,70000.0,0.3300,113.63378674,0.9525630302,0.4611565975,0.9852317740,0.4259087522,0.1461592037,0.8252882013,0.3062745026
case151,cases_floorfrontR_lhs_500\case151\case151.key,2000395,3368268,-2158.65575000,-607.78517500,290.98467500,-2159.44641476,-604.31127660,273.85117334,160.63048875,-705.75296187,3480.82130265,3555.27865829,0.82730489,0.0082730489,4.3061219633E-05,11.74668931,282.82218119,2,steel_rigid,210000.0,0.3000,86.17475342,0.5281746448,0.0224954673,0.5263210237,0.1546097842,0.7831126208,0.7856171700,0.8011401372
case152,cases_floorfrontR_lhs_500\case152\case152.key,2000395,3371695,-2256.81700000,-318.98427500,298.39045000,-2258.24115436,-316.84437387,281.08026203,316.84692163,-476.08679418,3851.18348771,3893.41300960,1.10965493,0.0110965493,5.7757539114E-05,8.44644196,303.64469607,1,titanium_rigid,110000.0,0.3400,194.17125819,0.4365127074,0.7184287524,0.6239320486,0.7193098603,0.5630961304,0.8434574891,0.5083872509
case153,cases_floorfrontR_lhs_500\case153\case153.key,2000395,3366703,-1789.10350000,-470.20447500,290.58030000,-1788.43065944,-470.04366293,273.09397892,-161.44389457,-38.58585348,4195.73362891,4199.01579944,1.14344571,0.0114344571,5.9516349386E-05,2.26554524,193.44180176,2,steel_rigid,210000.0,0.3000,100.15951397,0.8732586286,0.3540283279,0.7121520162,0.7868914269,0.1510363496,0.5373383382,0.7546646013
case154,cases_floorfrontR_lhs_500\case154\case154.key,2000395,3370493,-2713.95100000,-489.62572500,305.58467500,-2715.98602115,-489.51477016,288.20375506,275.09320133,-14.99882298,2349.54458315,2365.64176965,1.11678867,0.0111678867,5.8128850181E-05,6.68782194,356.87916964,1,titanium_rigid,110000.0,0.3400,91.12665971,0.0096458113,0.3072282856,0.1829022747,0.7335773364,0.4458547961,0.9913310268,0.3338072040
case155,cases_floorfrontR_lhs_500\case155\case155.key,2000395,3375991,-1776.55150000,-368.38682500,290.65467500,-1776.35799499,-368.14726473,273.15738473,-37.37597272,-46.27165933,3379.64496199,3380.16835363,0.95094313,0.0095094313,4.9496589715E-05,1.00829464,231.07042608,1,titanium_rigid,110000.0,0.3400,181.75656614,0.8849795535,0.5993817587,0.4757710094,0.4018862523,0.0672196430,0.6418622947,0.3771076142
case156,cases_floorfrontR_lhs_500\case156\case156.key,2000395,3365942,-1882.69025000,-402.69502500,299.04837500,-1881.89018028,-403.00515465,281.56942457,-221.48728987,85.85473755,4838.78500209,4844.61226023,1.18287092,0.0118287092,6.1568431443E-05,2.81050129,158.81226035,1,titanium_rigid,110000.0,0.3400,212.00299183,0.7858683109,0.5167081302,0.8985197483,0.8657418422,0.1873667525,0.4411451676,0.4773255995
case157,cases_floorfrontR_lhs_500\case157\case157.key,2000395,3371297,-2570.22675000,-242.17502500,319.83900000,-2571.17227656,-242.40946450,302.36613482,277.51866593,68.80963604,5128.40829799,5136.37255725,1.09520214,0.0109520214,5.7005271351E-05,3.19108372,13.92542581,2,steel_rigid,210000.0,0.3000,119.04675233,0.1438539964,0.9035185969,0.9827437306,0.6904042786,0.2127389150,0.0386817384,0.9525791811
case158,cases_floorfrontR_lhs_500\case158\case158.key,2000395,3372093,-2529.89550000,-240.97387500,315.27962500,-2529.94162451,-237.52493108,298.12291616,8.22080382,-614.70773394,3057.85245020,3119.03747765,0.94819555,0.0094819555,4.9353578485E-05,11.36743371,270.76620036,2,steel_rigid,210000.0,0.3000,118.21239274,0.1815148913,0.9064130486,0.4003889835,0.3963911041,0.7578289139,0.7521283343,0.6856266312
case159,cases_floorfrontR_lhs_500\case159\case159.key,2000395,3039428,-2165.03400000,-380.27535000,290.39702500,-2162.86918900,-380.24979369,273.03145734,-229.19545293,-2.70572800,1838.54810172,1852.78088261,0.95667866,0.0095667866,4.9795124359E-05,7.10638757,180.67636418,0,aluminum_rigid,70000.0,0.3300,254.81735387,0.5222187024,0.5707335784,0.0348520200,0.4133573241,0.4737591710,0.5018787894,0.1973645040
case160,cases_floorfrontR_lhs_500\case160\case160.key,2000395,3376599,-1898.35475000,-395.99217500,296.01690000,-1898.96005888,-396.22973824,278.52898518,128.68687532,50.50524191,3717.87890329,3720.44817608,1.18970472,0.0118970472,6.1924130440E-05,2.12946303,21.42832649,0,aluminum_rigid,70000.0,0.3300,220.62498413,0.7712409665,0.5328602142,0.5740013787,0.8794094309,0.1419642022,0.0595231291,0.0345578935
case161,cases_floorfrontR_lhs_500\case161\case161.key,2000395,3377409,-2624.36525000,-447.55942500,299.12880000,-2627.52544001,-448.66426435,281.95199794,552.05574364,193.00513731,3000.62724479,3057.08691229,0.86750395,0.0086750395,4.5153580649E-05,11.02868076,19.27022292,2,steel_rigid,210000.0,0.3000,114.39821727,0.0933000375,0.4085968699,0.3825053873,0.2350079020,0.7352453841,0.0535283970,0.7404167018
case162,cases_floorfrontR_lhs_500\case162\case162.key,2000395,3369479,-1816.44425000,-524.39815000,297.10117500,-1816.09285243,-523.66241296,279.62017930,-42.80942173,-89.63202870,2129.64283624,2131.95805707,1.05293874,0.0105293874,5.4805461225E-05,2.67044614,244.47025278,2,steel_rigid,210000.0,0.3000,89.36883915,0.8477281253,0.2234359984,0.1154435660,0.6058774726,0.1780297425,0.6790840355,0.8923139559
case163,cases_floorfrontR_lhs_500\case163\case163.key,2000395,3369074,-2095.96775000,-591.25175000,289.72540000,-2095.94207656,-591.06552813,272.22640968,-5.63575268,-40.87884388,3841.32373852,3841.54537988,1.14132990,0.0114132990,5.9406221265E-05,0.61547744,262.15041216,0,aluminum_rigid,70000.0,0.3300,103.06627309,0.5867120364,0.0623366200,0.6089591466,0.7826597988,0.0410318295,0.7281955893,0.1116324224
case164,cases_floorfrontR_lhs_500\case164\case164.key,2000395,3371367,-2521.28925000,-299.67407500,315.20172500,-2521.73888296,-295.56970795,298.19578482,103.08743209,-941.00900020,3898.95507738,4012.22826526,0.90951744,0.0090951744,4.7340382840E-05,13.64694543,276.25181614,1,titanium_rigid,110000.0,0.3400,177.46852672,0.1895513165,0.7649611936,0.6582310745,0.3190348834,0.9097963622,0.7673661559,0.6431226219
case165,cases_floorfrontR_lhs_500\case165\case165.key,2000395,3376177,-1745.22375000,-375.20222500,290.62452500,-1745.45739885,-374.79776998,273.13075970,52.30690683,-90.54524067,3916.32469671,3917.72045751,0.76984175,0.0076984175,4.0070263208E-05,1.52946415,300.01451451,1,titanium_rigid,110000.0,0.3400,166.88387486,0.9142330752,0.5829584591,0.6309490077,0.0396835046,0.1019642764,0.8333736514,0.5567770968
case166,cases_floorfrontR_lhs_500\case166\case166.key,2000395,3371434,-2481.17525000,-335.76942500,300.21062500,-2483.56133510,-332.90187006,283.11285536,377.17347670,-453.28042434,2702.68031360,2766.26171071,0.99831106,0.0099831106,5.1962090643E-05,12.30811084,309.76375501,0,aluminum_rigid,70000.0,0.3300,213.62701895,0.2270093456,0.6779810094,0.2985513440,0.4966221189,0.8205407226,0.8604548750,0.2500008819
case167,cases_floorfrontR_lhs_500\case167\case167.key,2000395,3367884,-2449.99200000,-556.16610000,294.53192500,-2449.18592769,-558.23590507,277.17346440,-134.13797753,344.43493937,2888.61033758,2912.16381868,0.82058277,0.0082058277,4.2711333122E-05,7.29206329,111.27810699,1,titanium_rigid,110000.0,0.3400,85.19083269,0.2561279348,0.1468836961,0.3406696743,0.1411655378,0.4861375524,0.3091058527,0.5306444067
case168,cases_floorfrontR_lhs_500\case168\case168.key,2000395,3366573,-2143.19875000,-462.57232500,290.14680000,-2145.18117732,-464.75071774,272.89644966,521.88433755,573.47325726,4541.24474674,4606.96632160,0.86946959,0.0086946959,4.5255892035E-05,9.68950834,47.69651185,2,steel_rigid,210000.0,0.3000,231.36665304,0.5426082279,0.3724197776,0.8299172430,0.2389391752,0.6459672225,0.1324903107,0.8989011154
case169,cases_floorfrontR_lhs_500\case169\case169.key,2000395,3369482,-1832.35925000,-525.18725000,296.99515000,-1832.22468219,-525.43119278,279.49736776,-14.57799808,26.42680675,1895.56956120,1895.80981522,1.21082436,0.0121082436,6.3023407918E-05,0.91217920,118.88274359,2,steel_rigid,210000.0,0.3000,88.92090983,0.8328668666,0.2215344775,0.0472734087,0.9216487192,0.0608119468,0.3302298433,0.7865960895
case170,cases_floorfrontR_lhs_500\case170\case170.key,2000395,3373365,-1929.34425000,-223.88860000,308.96962500,-1929.13975892,-223.87227948,291.47082741,-42.04344881,-3.35550604,3597.75987539,3598.00709171,1.01076041,0.0101076041,5.2610079466E-05,0.67165720,184.56312904,1,titanium_rigid,110000.0,0.3400,99.10630570,0.7423032990,0.9475840130,0.5386556657,0.5215208248,0.0447771468,0.5126753584,0.6615523128
case171,cases_floorfrontR_lhs_500\case171\case171.key,2000395,3371903,-2237.79975000,-266.62885000,312.75910000,-2241.11316864,-266.93402768,295.57835137,940.74736949,86.64618884,4877.96617998,4968.60817818,0.84316240,0.0084316240,4.3886602827E-05,10.96093100,5.26229906,1,titanium_rigid,110000.0,0.3400,141.18884093,0.4542708143,0.8445913887,0.9343143033,0.1863247964,0.7307287336,0.0146174974,0.4925308869
case172,cases_floorfrontR_lhs_500\case172\case172.key,2000395,3368872,-2021.90875000,-478.92937500,290.43510000,-2021.87917794,-478.80276930,272.93558296,-4.81332406,-20.60709348,2848.32495654,2848.40356664,0.78192588,0.0078192588,4.0699242302E-05,0.42567392,256.85278833,1,titanium_rigid,110000.0,0.3400,206.70882394,0.6558675476,0.3330036416,0.3222636664,0.0638517695,0.0283782611,0.7134799676,0.5364746645
case173,cases_floorfrontR_lhs_500\case173\case173.key,2000395,3369091,-1936.58400000,-548.47277500,292.16177500,-1932.91316149,-550.94185754,275.23018984,-617.34279576,415.23763984,2847.46716118,2943.06025406,1.10176532,0.0110176532,5.7346884908E-05,14.64312921,146.07440035,1,titanium_rigid,110000.0,0.3400,96.94719331,0.7355428970,0.1654225613,0.3495887111,0.7035306401,0.9762086139,0.4057622232,0.6348284600
case174,cases_floorfrontR_lhs_500\case174\case174.key,2000395,3371686,-2257.01025000,-304.01280000,304.13110000,-2259.66075045,-302.22847479,286.92525707,719.23296559,-484.18988601,4668.93316501,4748.75486878,1.23325619,0.0123325619,6.4190984701E-05,10.52006617,326.05143657,0,aluminum_rigid,70000.0,0.3300,179.23542661,0.4363322525,0.7545060214,0.8708480901,0.9665123804,0.7013377448,0.9056984349,0.2655452120
case175,cases_floorfrontR_lhs_500\case175\case175.key,2000395,2991355,-2600.39000000,-289.19317500,315.78347500,-2602.74637690,-290.29689785,298.47800524,607.10386604,284.36639804,4458.63206467,4508.75140595,1.01441881,0.0101441881,5.2800498927E-05,8.55096810,25.09831019,2,steel_rigid,210000.0,0.3000,167.40164394,0.1156878725,0.7902173724,0.8015650258,0.5288376149,0.5700645401,0.0697175283,0.9900042178
case176,cases_floorfrontR_lhs_500\case176\case176.key,2000395,3366599,-1919.79675000,-441.09072500,290.85002500,-1918.04211211,-442.79362447,273.52168465,-200.62055028,194.70491901,1981.27556069,2000.90266082,0.98275657,0.0098275657,5.1152479563E-05,8.03171635,135.85730730,1,titanium_rigid,110000.0,0.3400,181.74037230,0.7512186536,0.4241847148,0.0776111142,0.4655131436,0.5354477568,0.3773814092,0.3928846109
case177,cases_floorfrontR_lhs_500\case177\case177.key,2000395,3376042,-1832.65450000,-347.22182500,291.18295000,-1829.47609837,-348.92633396,274.05862776,-469.06112483,251.54747020,2527.16767486,2582.60932497,0.78075712,0.0078075712,4.0638407975E-05,11.89340890,151.79629041,0,aluminum_rigid,70000.0,0.3300,222.00296605,0.8325911653,0.6503837742,0.2455354421,0.0615142353,0.7928939263,0.4216563623,0.0778781182
case178,cases_floorfrontR_lhs_500\case178\case178.key,2000395,3366114,-2275.06400000,-417.85412500,297.08332500,-2276.28987990,-417.77455954,279.62649574,347.93699562,-22.58277141,4954.70780071,4966.96079358,0.91036597,0.0091036597,4.7384548812E-05,4.02534098,356.28643926,1,titanium_rigid,110000.0,0.3400,275.74812529,0.4194738517,0.4801787348,0.9338387441,0.3207319428,0.2683560656,0.9896845535,0.5471264329
case179,cases_floorfrontR_lhs_500\case179\case179.key,2000395,3367932,-2433.55675000,-562.82142500,293.95150000,-2434.55314512,-564.14680019,276.53023204,271.01023239,360.48976162,4738.42334013,4759.83772460,0.87956827,0.0087956827,4.5781528579E-05,5.43697471,53.06476089,2,steel_rigid,210000.0,0.3000,102.05618945,0.2714749974,0.1308461346,0.8740474364,0.2591365448,0.3624649803,0.1474021136,0.7693402327
case180,cases_floorfrontR_lhs_500\case180\case180.key,2000395,3369093,-1945.90275000,-554.29670000,293.03850000,-1945.91784463,-554.38275163,275.53871808,2.92565396,16.67859746,3391.82200655,3391.86427487,0.76102284,0.0076102284,3.9611238875E-05,0.28603974,80.05075895,1,titanium_rigid,110000.0,0.3400,99.90184434,0.7268411468,0.1513884525,0.4791473326,0.0220456820,0.0190693160,0.2223632193,0.3831521224
case181,cases_floorfrontR_lhs_500\case181\case181.key,2000395,3376478,-2372.07775000,-390.07857500,293.77760000,-2368.34477330,-391.27140272,276.72204234,-800.13335963,255.67297415,3655.72082529,3750.98344643,0.99990276,0.0099990276,5.2044938869E-05,12.94046156,162.27934599,1,titanium_rigid,110000.0,0.3400,226.95693001,0.3288834376,0.5471104159,0.5828161561,0.4998055281,0.8626974375,0.4507759611,0.5516601191
case182,cases_floorfrontR_lhs_500\case182\case182.key,2000395,3367778,-2458.83450000,-515.90437500,294.59817500,-2457.83025643,-519.12161209,277.42578785,-212.24375970,679.95306872,3629.33069919,3698.57065814,0.94672909,0.0094672909,4.9277248972E-05,11.10398674,107.33547771,0,aluminum_rigid,70000.0,0.3300,84.01490604,0.2478709017,0.2439037350,0.5676858804,0.3934581738,0.7402657827,0.2981541048,0.0120747320
case183,cases_floorfrontR_lhs_500\case183\case183.key,2000395,3371841,-2180.54875000,-273.38692500,319.21610000,-2177.53235506,-272.76342581,301.98930081,-500.63580176,-103.48313913,2859.15889542,2904.50246262,0.97562273,0.0097562273,5.0781163189E-05,10.13739151,191.67875811,1,titanium_rigid,110000.0,0.3400,147.63970768,0.5077311928,0.8283062270,0.3384580303,0.4512454636,0.6758261008,0.5324409947,0.6210998559
case184,cases_floorfrontR_lhs_500\case184\case184.key,2000395,3367450,-2615.13750000,-479.26030000,300.14555000,-2614.62278442,-479.11855712,282.65369541,-88.70459104,-24.42755620,3014.49550228,3015.89925946,1.23189175,0.0123189175,6.4119965417E-05,1.74820379,195.39654249,2,steel_rigid,210000.0,0.3000,83.97270499,0.1019168129,0.3322062004,0.3706155306,0.9637834934,0.1165469194,0.5427681736,0.7425938848
case185,cases_floorfrontR_lhs_500\case185\case185.key,2000395,3369584,-1782.36850000,-484.41945000,295.33880000,-1780.66126830,-486.03385984,277.99725910,-193.80444817,183.26733737,1968.60670357,1986.59493466,1.05465801,0.0105465801,5.4894949493E-05,7.71623503,136.60068964,0,aluminum_rigid,70000.0,0.3300,85.20184087,0.8795477004,0.3197740224,0.0734808275,0.6093160228,0.5144156684,0.3794463601,0.0407919252
case186,cases_floorfrontR_lhs_500\case186\case186.key,2000395,3365793,-2484.37425000,-410.91497500,304.20975000,-2487.60649070,-413.96812447,287.28400339,856.03452432,808.60356495,4482.65608790,4634.74275818,1.00535624,0.0100535624,5.2328792357E-05,14.71855565,43.36789827,2,steel_rigid,210000.0,0.3000,142.00251027,0.2240221532,0.4969002389,0.8379356133,0.5107124825,0.9812370435,0.1204663841,0.8285623137
case187,cases_floorfrontR_lhs_500\case187\case187.key,2000395,3367866,-2449.91675000,-548.44995000,294.50872500,-2448.09454402,-547.56275085,277.12647995,-189.57753545,-92.30187415,1808.40322432,1820.65414059,1.14292026,0.0114292026,5.9488999384E-05,6.65046506,205.96061329,2,steel_rigid,210000.0,0.3000,85.30530357,0.2561982024,0.1654775635,0.0255778241,0.7858405143,0.4433643371,0.5721128147,0.9944876208
