case,key_file,panel_pid,impact_element_id,impact_x,impact_y,impact_z,ball_center_x,ball_center_y,ball_center_z,velocity_vx,velocity_vy,velocity_vz,impact_speed,mass_ratio,impactor_mass,impactor_density,theta_deg,phi_deg,material_index,material_name,material_young_mpa,material_poisson,min_boundary_distance_mm,lhs_u_x,lhs_u_y,lhs_u_v,lhs_u_m,lhs_u_theta,lhs_u_phi,lhs_u_material
case259,cases_floorfrontR_lhs_500\case259\case259.key,2000395,3368324,-2279.52575000,-601.31895000,293.35077500,-2281.15132849,-600.04152989,275.97332719,465.45496187,-365.76611398,4975.71747669,5010.80807650,0.91864222,0.0091864222,4.7815327375E-05,6.78473538,321.83885388,1,titanium_rigid,110000.0,0.3400,92.69920667,0.4153075167,0.0380773481,0.9464963703,0.3372844332,0.4523156923,0.8939968163,0.6312255046
case260,cases_floorfrontR_lhs_500\case260\case260.key,2000395,3371826,-2214.26075000,-266.16792500,318.28997500,-2212.97685849,-265.50207234,300.84984132,-239.97393975,-124.45544248,3259.75952384,3270.94922036,0.89882821,0.0089882821,4.6784008308E-05,4.74060498,207.41218737,0,aluminum_rigid,70000.0,0.3300,140.18001106,0.4762512837,0.8457020952,0.4442421467,0.2976564191,0.3160403322,0.5761449649,0.0230160640
case261,cases_floorfrontR_lhs_500\case261\case261.key,2000395,3369615,-1895.11400000,-499.08810000,295.69790000,-1898.80943898,-501.69223399,278.79191831,537.16282225,378.53255648,2457.42519053,2543.77069741,0.85104280,0.0085104280,4.4296777939E-05,14.97113442,35.17191943,2,steel_rigid,210000.0,0.3000,119.06393334,0.7742671445,0.2844264810,0.2343236908,0.2020856077,0.9980756280,0.0976997762,0.8852235488
case262,cases_floorfrontR_lhs_500\case262\case262.key,2000395,3367690,-2476.68775000,-457.08765000,294.45547500,-2477.65638642,-460.77818764,277.37649156,245.93679785,937.02755162,4336.35409897,4443.25020820,1.18511781,0.0118511781,6.1685382255E-05,12.59339286,75.29358012,1,titanium_rigid,110000.0,0.3400,106.35752259,0.2311997257,0.3856363842,0.7826564499,0.8702356294,0.8395595239,0.2091488337,0.5016788804
case263,cases_floorfrontR_lhs_500\case263\case263.key,2000395,3373430,-1854.50300000,-215.20147500,306.80507500,-1858.07596005,-215.89701714,289.68782704,552.41681612,107.53805424,2646.50471183,2705.68216196,0.88644053,0.0088644053,4.6139229462E-05,12.00527509,11.01590022,1,titanium_rigid,110000.0,0.3400,89.86953246,0.8121892670,0.9685176715,0.2810635264,0.2728810552,0.8003516727,0.0305997228,0.4094281812
case264,cases_floorfrontR_lhs_500\case264\case264.key,2000395,3366624,-1911.32675000,-448.62175000,290.85107500,-1914.42559214,-446.91158558,273.71274034,876.21332745,-483.55766047,4845.95101756,4948.21372525,0.83130107,0.0083130107,4.3269220511E-05,11.66871005,331.10692084,2,steel_rigid,210000.0,0.3000,172.04165831,0.7591278500,0.4060369494,0.9284269291,0.1626021330,0.7779140031,0.9197414468,0.6962878574
case265,cases_floorfrontR_lhs_500\case265\case265.key,2000395,3366623,-1887.53350000,-441.18820000,290.81157500,-1887.79205567,-443.08714658,273.41683008,45.03983429,330.79235447,3030.12663914,3048.46184455,1.16036771,0.0116036771,6.0397139214E-05,6.28721126,82.24643381,0,aluminum_rigid,70000.0,0.3300,174.31744477,0.7813457353,0.4239498260,0.3800155436,0.8207354165,0.4191474173,0.2284623161,0.1702377695
case266,cases_floorfrontR_lhs_500\case266\case266.key,2000395,3368531,-2238.62825000,-477.24720000,291.66010000,-2239.20091067,-481.14413243,274.60911829,154.00960091,1048.02902996,4585.63861902,4706.39621675,0.97393736,0.0097393736,5.0693439712E-05,13.00719406,81.64012427,2,steel_rigid,210000.0,0.3000,216.47547380,0.4534971698,0.3370572355,0.8586201948,0.4478747247,0.8671462705,0.2267781230,0.6732338550
case267,cases_floorfrontR_lhs_500\case267\case267.key,2000395,3373406,-1905.12125000,-235.79395000,308.10660000,-1905.33928159,-235.66534701,290.60843085,58.21708616,-34.33856204,4672.22387879,4672.71273881,1.23903519,0.0123903519,6.4491781412E-05,0.82879885,329.46634480,2,steel_rigid,210000.0,0.3000,110.93151746,0.7649224803,0.9188952889,0.8488966077,0.9780703712,0.0552532565,0.9151842911,0.7198986469
case268,cases_floorfrontR_lhs_500\case268\case268.key,2000395,3372903,-1854.13350000,-326.74885000,297.11822500,-1855.31369292,-325.54077782,279.69990975,252.47244830,-258.43651056,3726.20832555,3743.68271259,0.77534400,0.0077534400,4.0356655309E-05,5.53806646,314.33119185,2,steel_rigid,210000.0,0.3000,201.41442776,0.8125343022,0.6997181937,0.5807086148,0.0506880042,0.3692044305,0.8731421996,0.8487388667
case269,cases_floorfrontR_lhs_500\case269\case269.key,2000395,3367024,-2404.24775000,-374.86952500,292.90410000,-2407.67335316,-376.14256442,275.78993588,605.13166728,224.88199402,3023.21144051,3091.36922091,0.91910913,0.0091910913,4.7839630393E-05,12.05371977,20.38631953,0,aluminum_rigid,70000.0,0.3300,215.86988817,0.2988434318,0.5837601775,0.3924018420,0.3382182668,0.8035813182,0.0566286654,0.2355400813
case270,cases_floorfrontR_lhs_500\case270\case270.key,2000395,3368520,-2286.28525000,-477.58425000,291.57065000,-2283.99116114,-475.62751073,274.33236912,-476.21229603,-406.18448433,3578.36240186,3632.69066468,0.89041023,0.0089041023,4.6345852580E-05,9.92153969,220.46246487,0,aluminum_rigid,70000.0,0.3300,216.38502801,0.4089955671,0.3362450347,0.5486679555,0.2808204642,0.6614359790,0.6123957357,0.0984498086
case271,cases_floorfrontR_lhs_500\case271\case271.key,2000395,3377586,-2239.74250000,-577.64915000,287.35735000,-2236.86620285,-580.57319430,270.34479935,-749.02200965,761.45593732,4430.27066653,4557.20827856,0.86471737,0.0086471737,4.5008539077E-05,13.55490943,134.52836419,1,titanium_rigid,110000.0,0.3400,116.06765845,0.4524566949,0.0951152648,0.8155533266,0.2294347388,0.9036606286,0.3736899005,0.6143131602
case272,cases_floorfrontR_lhs_500\case272\case272.key,2000395,3371430,-2498.14475000,-311.40282500,308.36645000,-2497.23239493,-310.08004847,290.94038130,-238.60102850,-345.93531585,4557.30235606,4576.63702494,0.84053837,0.0084053837,4.3750022295E-05,5.26848537,235.40491115,2,steel_rigid,210000.0,0.3000,190.92793235,0.2111634059,0.7366980285,0.8211619252,0.1810767452,0.3512323580,0.6539025310,0.9047117377
case273,cases_floorfrontR_lhs_500\case273\case273.key,2000395,3370059,-2722.60425000,-498.43992500,305.70610000,-2721.64551583,-500.97610396,288.41741511,-210.95409058,558.04553578,3804.09804235,3850.59454684,1.24720385,0.0124720385,6.4916960572E-05,8.91295824,110.70774904,1,titanium_rigid,110000.0,0.3400,82.60283982,0.0015654980,0.2859884101,0.6115714174,0.9944077069,0.5941972161,0.3075215251,0.4265409212
case274,cases_floorfrontR_lhs_500\case274\case274.key,2000395,3368647,-1989.96975000,-470.64115000,290.39485000,-1990.66499364,-474.47029046,273.33307050,124.53740873,685.90520276,3056.23767213,3134.73511192,0.94385755,0.0094385755,4.9127785257E-05,12.84917997,79.70911287,2,steel_rigid,210000.0,0.3000,190.59326510,0.6856918481,0.3529760574,0.4049205023,0.3877150915,0.8566119979,0.2214142024,0.9516684174
case275,cases_floorfrontR_lhs_500\case275\case275.key,2000395,3372132,-2467.10500000,-248.88642500,313.67512500,-2466.86091882,-249.39036429,296.18408531,-32.53308924,67.16905405,2331.34549871,2332.53979989,1.08366824,0.0108366824,5.6404931717E-05,1.83357451,115.84306009,1,titanium_rigid,110000.0,0.3400,127.98560239,0.2401479963,0.8873459096,0.1733465546,0.6673364733,0.1222383004,0.3217862780,0.4687632092
case276,cases_floorfrontR_lhs_500\case276\case276.key,2000395,2887800,-1766.68800000,-287.91835000,302.69782500,-1766.01399668,-287.62853471,285.21321100,-170.50964098,-73.31759243,4423.26494638,4427.15730384,0.80975819,0.0080975819,4.2147913672E-05,2.40277628,203.26726434,0,aluminum_rigid,70000.0,0.3300,162.17211507,0.8941899855,0.7932893613,0.7780108264,0.1195163755,0.1601850855,0.5646312898,0.0286214740
case277,cases_floorfrontR_lhs_500\case277\case277.key,2000395,3367288,-2641.21150000,-605.13502500,300.22792500,-2640.61097029,-602.46354636,282.94346476,-109.30959381,-486.26777406,3146.15130143,3185.38426989,1.00114447,0.0100114447,5.2109569825E-05,9.00179380,257.33090551,0,aluminum_rigid,70000.0,0.3300,89.48396050,0.0775691874,0.0288816233,0.4195416616,0.5022889462,0.6001195864,0.7148080709,0.0053090924
case278,cases_floorfrontR_lhs_500\case278\case278.key,2000395,3371513,-2453.54750000,-289.79155000,311.23542500,-2453.50990282,-287.57672604,293.87618708,-10.39884798,-612.58904610,4801.32019770,4840.25300126,1.12671608,0.0112671608,5.8645571904E-05,7.27198499,269.02748362,0,aluminum_rigid,70000.0,0.3300,168.65950292,0.2528078464,0.7887754480,0.8972613381,0.7534321577,0.4847989995,0.7472985656,0.0182172298
case279,cases_floorfrontR_lhs_500\case279\case279.key,2000395,3368133,-2339.64325000,-598.88237500,290.47220000,-2340.73693039,-597.41943021,273.06778517,206.78142343,-276.59799887,3290.64113536,3308.71335896,0.82933738,0.0082933738,4.3167010399E-05,5.99117118,306.78135930,0,aluminum_rigid,70000.0,0.3300,94.98444944,0.3591704308,0.0439488452,0.4551437196,0.1586747512,0.3994114120,0.8521704425,0.1652746496
case280,cases_floorfrontR_lhs_500\case280\case280.key,2000395,3377502,-2717.90050000,-392.83625000,303.74692500,-2717.51370378,-392.62644409,286.25245816,-87.95383057,-47.70789512,3978.07754953,3979.33573724,1.14826192,0.0114826192,5.9767032740E-05,1.44084247,208.47627872,1,titanium_rigid,110000.0,0.3400,87.13003565,0.0059578100,0.5404651533,0.6487358151,0.7965238324,0.0960561647,0.5791007742,0.4258632890
case281,cases_floorfrontR_lhs_500\case281\case281.key,2000395,3371387,-2566.65975000,-289.07995000,319.72747500,-2565.45181026,-289.19456935,302.26959013,-138.22658388,13.11608590,1997.73523422,2002.55454014,0.90713959,0.0090713959,4.7216615435E-05,3.97580282,174.57953012,0,aluminum_rigid,70000.0,0.3300,165.79004979,0.1471848233,0.7904902146,0.0780879709,0.3142791714,0.2650535210,0.4849431392,0.2364256240
case282,cases_floorfrontR_lhs_500\case282\case282.key,2000395,3376865,-2114.95850000,-217.36670000,314.32090000,-2114.00820918,-220.91206806,297.21016323,-271.06829547,1011.30817475,4880.79874462,4991.83519666,1.06881374,0.0106881374,5.5631754936E-05,12.10733684,105.00470902,0,aluminum_rigid,70000.0,0.3300,93.47332793,0.5689786748,0.9633000557,0.9410193691,0.6376274711,0.8071557896,0.2916797473,0.2049542223
case283,cases_floorfrontR_lhs_500\case283\case283.key,2000395,3367038,-2347.13225000,-343.77542500,291.42620000,-2345.70149037,-345.41788659,274.06229356,-250.89726212,288.02120756,3044.92557710,3068.79087300,0.78531539,0.0078531539,4.0875666081E-05,7.15021742,131.05934741,1,titanium_rigid,110000.0,0.3400,221.08269641,0.3521772818,0.6586886807,0.3858840314,0.0706307812,0.4766811616,0.3640537428,0.6501845875
case284,cases_floorfrontR_lhs_500\case284\case284.key,2000395,3377303,-1658.38725000,-206.25810000,302.22150000,-1657.77499058,-206.60419237,284.73563833,-166.49501768,94.11477245,4755.02501833,4758.86972991,0.79792630,0.0079792630,4.1532063815E-05,2.30328059,150.52179171,2,steel_rigid,210000.0,0.3000,80.55214869,0.9953200808,0.9900688244,0.8737680003,0.0958525961,0.1535520395,0.4181160881,0.9740451617
case285,cases_floorfrontR_lhs_500\case285\case285.key,2000395,3368281,-2173.91675000,-595.84672500,294.83117500,-2174.93266744,-595.50417777,277.36404664,163.85085407,-55.24726194,2817.16189274,2822.46355021,0.75145022,0.0075145022,3.9112984123E-05,3.51234604,341.36691290,0,aluminum_rigid,70000.0,0.3300,98.08486069,0.5139240843,0.0512639536,0.3147754251,0.0029004466,0.2341564024,0.9482414247,0.0495675846
case286,cases_floorfrontR_lhs_500\case286\case286.key,2000395,3376535,-2156.00250000,-396.04667500,295.83802500,-2152.95812763,-398.87796958,278.83903774,-661.45163698,615.15616463,3693.37471533,3802.22989346,1.03054405,0.0103054405,5.3639817955E-05,13.74309667,137.07688947,1,titanium_rigid,110000.0,0.3400,270.73124669,0.5306522216,0.5327288837,0.5976097380,0.5610881058,0.9162064444,0.3807691374,0.4065052601
case287,cases_floorfrontR_lhs_500\case287\case287.key,2000395,3376149,-1968.98400000,-352.67250000,290.68082500,-1969.17241506,-352.24369488,273.18709395,28.83669343,-65.62809714,2677.39406718,2678.35352278,0.93037526,0.0093037526,4.8426032520E-05,1.53365999,293.72047262,0,aluminum_rigid,70000.0,0.3300,228.03321268,0.7052881196,0.6372490985,0.2731744242,0.3607505291,0.1022439991,0.8158902017,0.0787553640
case288,cases_floorfrontR_lhs_500\case288\case288.key,2000395,3366091,-2379.77675000,-418.14035000,298.69517500,-2378.94725365,-418.85808264,281.22958610,-215.32503869,186.31282394,4533.80968446,4542.74229904,1.08275026,0.0108275026,5.6357150788E-05,3.59367723,139.13157089,2,steel_rigid,210000.0,0.3000,202.69803657,0.3216941928,0.4794890087,0.8113773560,0.6655005106,0.2395784821,0.3864765858,0.9982498954
case289,cases_floorfrontR_lhs_500\case289\case289.key,2000395,3367145,-2631.37750000,-478.70122500,299.87400000,-2630.74589290,-478.34840332,282.38896099,-87.03314046,-48.61753212,2409.37420094,2411.43576985,0.97678262,0.0097678262,5.0841535586E-05,2.36935237,209.18813694,1,titanium_rigid,110000.0,0.3400,95.84789470,0.0867520726,0.3335534224,0.1961218700,0.4535652483,0.1579568249,0.5810781582,0.6407927639
case290,cases_floorfrontR_lhs_500\case290\case290.key,2000395,3376000,-1775.80575000,-347.11492500,291.22537500,-1776.20017153,-344.99675701,273.85851587,101.00016740,-542.40275088,4447.16010387,4481.25370487,0.84837684,0.0084837684,4.4158014587E-05,7.07212667,280.54817103,2,steel_rigid,210000.0,0.3000,201.65558857,0.8856759270,0.6506413747,0.7936271196,0.1967536825,0.4714751113,0.7793004751,0.7892674507
case291,cases_floorfrontR_lhs_500\case291\case291.key,2000395,3369118,-1969.15325000,-597.21637500,289.83845000,-1965.49548807,-598.50611730,272.77365166,-500.69311534,176.54650710,2335.91666626,2395.48928961,1.02437132,0.0102437132,5.3318527355E-05,12.80465952,160.57713447,2,steel_rigid,210000.0,0.3000,97.01739849,0.7051300757,0.0479634617,0.1915185155,0.5487426457,0.8536439681,0.4460475957,0.7174681070
case292,cases_floorfrontR_lhs_500\case292\case292.key,2000395,3376992,-2084.16125000,-256.89475000,313.44172500,-2085.78256523,-260.91721036,296.48763553,194.70119161,483.05092755,2035.98989580,2101.54743188,1.20443170,0.0120443170,6.2690669766E-05,14.34877537,68.04733392,0,aluminum_rigid,70000.0,0.3300,132.97753392,0.5977368213,0.8680479783,0.1066647706,0.9088633916,0.9565850246,0.1890203720,0.0112373738
case293,cases_floorfrontR_lhs_500\case293\case293.key,2000395,3369507,-1966.42000000,-489.22627500,290.93660000,-1963.47366836,-488.23154618,273.71511213,-316.46905414,-106.84502855,1849.78089540,1879.69622102,1.18788860,0.0118788860,6.1829601383E-05,10.23571850,198.65550722,2,steel_rigid,210000.0,0.3000,161.39293821,0.7076823557,0.3081908538,0.0426218126,0.8757771905,0.6823812334,0.5518208534,0.9157032414
case294,cases_floorfrontR_lhs_500\case294\case294.key,2000395,3372140,-2495.83250000,-280.96607500,314.11487500,-2492.50267650,-283.58142252,297.13482103,-702.50906614,551.77259167,3582.36460629,3692.06015028,0.87277101,0.0087277101,4.5427731001E-05,14.00164071,141.85280066,0,aluminum_rigid,70000.0,0.3300,160.44721267,0.2133225605,0.8100424932,0.5658064577,0.2455420173,0.9334427140,0.3940355574,0.1189606508
case295,cases_floorfrontR_lhs_500\case295\case295.key,2000395,3376358,-2046.98625000,-351.61090000,290.40890000,-2044.65900031,-349.79414467,273.15974614,-352.93293284,-275.51525226,2615.87507446,2653.91648597,0.90448560,0.0090448560,4.7078475634E-05,9.71275539,217.97719265,2,steel_rigid,210000.0,0.3000,224.92774702,0.6324504432,0.6398072719,0.2661200560,0.3089712059,0.6475170259,0.6054922018,0.8710699403
case296,cases_floorfrontR_lhs_500\case296\case296.key,2000395,3377455,-2654.77125000,-353.92955000,300.17797500,-2658.26116696,-351.95065530,283.14405427,1015.93211458,-576.06605112,4958.65870355,5094.33668842,1.07076792,0.0107076792,5.5733470027E-05,13.25308934,330.44537456,0,aluminum_rigid,70000.0,0.3300,150.39058437,0.0649072362,0.6342199427,0.9706090149,0.6415358320,0.8835392896,0.9179038182,0.0338415861
case297,cases_floorfrontR_lhs_500\case297\case297.key,2000395,3367150,-2622.67075000,-487.17370000,299.81390000,-2622.32761102,-484.32139921,282.55132094,-71.64152855,-595.51143885,3604.13015596,3653.69957215,1.01280693,0.0101280693,5.2716600607E-05,9.44866266,263.14013997,0,aluminum_rigid,70000.0,0.3300,83.69946390,0.0948823437,0.3131370131,0.5547327075,0.5256138562,0.6299108438,0.7309448332,0.1856384394
case298,cases_floorfrontR_lhs_500\case298\case298.key,2000395,3376920,-2054.28375000,-208.98362500,312.70470000,-2054.78733386,-207.23976009,295.29908773,65.88223016,-228.14414517,2277.11934703,2289.46778528,1.17420327,0.0117420327,6.1117280244E-05,5.95349198,286.10737323,1,titanium_rigid,110000.0,0.3400,82.52253687,0.6256361149,0.9835010347,0.1609127292,0.8484065415,0.3968994650,0.7947427034,0.3974720529
case299,cases_floorfrontR_lhs_500\case299\case299.key,2000395,3377008,-2066.96725000,-273.46055000,312.46650000,-2069.26634145,-271.31650361,295.25117998,333.36145149,-310.88037690,2496.17041511,2537.44816841,0.77056922,0.0077056922,4.0108127965E-05,10.34874218,316.99854805,1,titanium_rigid,110000.0,0.3400,147.88960551,0.6137923967,0.8281288104,0.2324985331,0.0411384424,0.6899161453,0.8805515224,0.3685591206
case300,cases_floorfrontR_lhs_500\case300\case300.key,2000395,3377105,-2054.38975000,-336.47162500,292.20595000,-2055.35060372,-337.07100717,274.74263127,126.13014659,78.68019870,2292.38948249,2297.20458971,1.06318598,0.0106318598,5.5338830423E-05,3.71036524,31.95598453,2,steel_rigid,210000.0,0.3000,209.93222722,0.6255371332,0.6762888943,0.1631461533,0.6263719663,0.2473576824,0.0887666237,0.7333198721
case301,cases_floorfrontR_lhs_500\case301\case301.key,2000395,3081352,-2485.27575000,-480.85472500,296.07287500,-2484.60473299,-481.55538013,278.59978659,-99.88555475,104.29739423,2600.99087522,2604.99685287,1.04925653,0.0104925653,5.4613802247E-05,3.17792732,133.76218629,0,aluminum_rigid,70000.0,0.3300,82.81528714,0.2231803421,0.3283640607,0.2519981677,0.5985130546,0.2118618213,0.3715616286,0.1391615221
case302,cases_floorfrontR_lhs_500\case302\case302.key,2000395,2781205,-2101.66000000,-524.58545000,290.32835000,-2103.56435788,-522.98611233,273.00595005,479.26696323,-402.50297265,4359.50306416,4404.19940869,1.22180837,0.0122180837,6.3595125430E-05,8.16973784,319.97543803,2,steel_rigid,210000.0,0.3000,169.96761953,0.5813966735,0.2229846553,0.7713834499,0.9436167312,0.5446491892,0.8888206612,0.9686069277
case303,cases_floorfrontR_lhs_500\case303\case303.key,2000395,3367204,-2654.16475000,-535.84527500,299.81032500,-2653.31411830,-536.59865833,282.34725427,-98.89055023,87.58489985,2030.17671839,2034.46994657,1.22920349,0.0122920349,6.3980041516E-05,3.72289149,138.46948683,1,titanium_rigid,110000.0,0.3400,90.51525821,0.0654735795,0.1958514746,0.0873011595,0.9584069747,0.2481927661,0.3846374634,0.3717126312
case304,cases_floorfrontR_lhs_500\case304\case304.key,2000395,3366194,-1954.08925000,-417.84387500,297.29700000,-1950.32010736,-419.25089787,280.26573903,-715.37158285,267.04857730,3232.48050702,3321.44572023,0.92378671,0.0092378671,4.8083098012E-05,13.29102096,159.52937104,2,steel_rigid,210000.0,0.3000,215.99955919,0.7191966796,0.4802034345,0.4588192374,0.3475734106,0.8860680638,0.4431371418,0.9850197681
case305,cases_floorfrontR_lhs_500\case305\case305.key,2000395,3371980,-2297.30100000,-210.73247500,311.00325000,-2296.50436288,-208.18057309,293.70865067,-180.27516270,-577.48317481,3913.68496441,3960.16615209,0.84442978,0.0084442978,4.3952570302E-05,8.78709324,252.66299991,0,aluminum_rigid,70000.0,0.3300,87.43390524,0.3987091762,0.9792867718,0.6432020300,0.1888595697,0.5858062157,0.7018416664,0.0274363916
case306,cases_floorfrontR_lhs_500\case306\case306.key,2000395,3376217,-1674.35500000,-359.37110000,290.73780000,-1675.11764069,-357.80995455,273.32426492,98.50837098,-201.64921249,2249.26232155,2260.43077647,0.88221042,0.0088221042,4.5919052346E-05,5.69793577,296.03613552,1,titanium_rigid,110000.0,0.3400,101.68229499,0.9804095647,0.6211072558,0.1525304629,0.2644208394,0.3798623850,0.8223225987,0.4656976272
case307,cases_floorfrontR_lhs_500\case307\case307.key,2000395,3372138,-2488.02575000,-272.14525000,314.10522500,-2485.95024138,-272.36631839,296.73014535,-311.12538452,33.13885976,2604.58004754,2623.30600826,0.84242225,0.0084242225,4.3848077885E-05,6.85005234,173.92018437,1,titanium_rigid,110000.0,0.3400,151.51727648,0.2206124211,0.8312983332,0.2572835681,0.1848444913,0.4566701561,0.4831116232,0.5741707621
case308,cases_floorfrontR_lhs_500\case308\case308.key,2000395,3371403,-2505.18675000,-317.03280000,309.01042500,-2506.96233389,-319.57567629,291.78744378,302.62856945,433.40504370,2935.46601363,2982.68079086,0.87649692,0.0087649692,4.5621664716E-05,10.20816727,55.07501800,0,aluminum_rigid,70000.0,0.3300,196.68514035,0.2045876608,0.7231312876,0.3610261802,0.2529938412,0.6805444849,0.1529861611,0.0603371769
case309,cases_floorfrontR_lhs_500\case309\case309.key,2000395,3372428,-2368.77550000,-280.59227500,310.28655000,-2369.54973046,-283.85357974,293.11056506,112.04207647,471.95683405,2485.60748276,2532.49703622,1.11316640,0.0111316640,5.7940311375E-05,11.04265687,76.64526002,1,titanium_rigid,110000.0,0.3400,158.24378336,0.3319670438,0.8109432517,0.2310692637,0.7263328098,0.7361771247,0.2129035001,0.4975397276
case310,cases_floorfrontR_lhs_500\case310\case310.key,2000395,2988827,-1752.44175000,-422.37840000,294.35462500,-1753.58187356,-422.61278621,276.89337701,145.36967317,29.88504736,2226.36914410,2231.31015857,0.89259187,0.0089259187,4.6459406700E-05,3.81369446,11.61699498,2,steel_rigid,210000.0,0.3000,122.85280400,0.9074929832,0.4692764365,0.1441240607,0.2851837349,0.2542462974,0.0322694305,0.7077920415
case311,cases_floorfrontR_lhs_500\case311\case311.key,2000395,3369668,-1809.19475000,-514.98720000,298.55657500,-1810.03768927,-511.65636754,281.39717499,194.05714812,-766.80713816,3950.34892436,4028.76010555,0.78830474,0.0078830474,4.1031261846E-05,11.32264355,284.20176349,0,aluminum_rigid,70000.0,0.3300,91.95831654,0.8544976318,0.2461138826,0.6630034080,0.0766094850,0.7548429036,0.7894493430,0.2388309439
case312,cases_floorfrontR_lhs_500\case312\case312.key,2000395,3366801,-1658.86050000,-470.55250000,290.52932500,-1662.60478318,-471.88709988,273.48675516,688.11718955,245.27020875,3132.05083735,3216.11647638,0.91612818,0.0091612818,4.7684471991E-05,13.12899759,19.61793226,1,titanium_rigid,110000.0,0.3400,82.98145770,0.9948781650,0.3531896803,0.4284132896,0.3322563685,0.8752665057,0.0544942563,0.3384231260
case313,cases_floorfrontR_lhs_500\case313\case313.key,2000395,3368292,-2212.97950000,-602.81760000,293.92930000,-2215.04147804,-601.81550599,276.58011978,408.44588911,-198.49929027,3436.60368230,3466.47874388,1.20331948,0.0120331948,6.2632778768E-05,7.52766292,334.08086221,1,titanium_rigid,110000.0,0.3400,90.98479008,0.4774477014,0.0344660006,0.5006866845,0.9066389536,0.5018441948,0.9280023950,0.5387216188
case314,cases_floorfrontR_lhs_500\case314\case314.key,2000395,3366600,-1943.47950000,-448.34642500,290.73870000,-1940.33586538,-449.11028598,273.54032572,-348.27484547,84.62610851,1905.36174746,1938.77805200,0.85993143,0.0085993143,4.4759430957E-05,10.65316261,166.34257871,1,titanium_rigid,110000.0,0.3400,183.89193210,0.7291039520,0.4067004094,0.0596772761,0.2198628610,0.7102108410,0.4620627186,0.6398094078
case315,cases_floorfrontR_lhs_500\case315\case315.key,2000395,3368490,-2271.50700000,-521.93225000,297.97125000,-2271.44036102,-521.92221100,280.47137976,-14.23769940,-2.14487525,3738.92113095,3738.94885442,0.88741852,0.0088741852,4.6190134093E-05,0.22064140,188.56705044,2,steel_rigid,210000.0,0.3000,171.63291453,0.4227953407,0.2293781610,0.5793420670,0.2748370449,0.0147094266,0.5237973623,0.8860330840
case316,cases_floorfrontR_lhs_500\case316\case316.key,2000395,3368146,-2325.70775000,-613.47320000,290.36885000,-2325.42661925,-614.95965259,272.93436050,-79.94157686,422.68362648,4957.62415330,4976.25254074,0.79993104,0.0079993104,4.1636410444E-05,4.95917722,100.70977332,2,steel_rigid,210000.0,0.3000,80.27399100,0.3721832534,0.0087888413,0.9365210418,0.0998620728,0.3306118146,0.2797493703,0.7501627966
case317,cases_floorfrontR_lhs_500\case317\case317.key,2000395,3366797,-1687.35775000,-433.38347500,290.57247500,-1687.42529977,-431.98677938,273.12843079,18.94675090,-391.75326891,4892.80644745,4908.50125143,1.13862772,0.0113862772,5.9265573078E-05,4.58307446,272.76889493,2,steel_rigid,210000.0,0.3000,107.48791371,0.9682677342,0.4427571355,0.9169629201,0.7772554497,0.3055382976,0.7576913748,0.6700212921
case318,cases_floorfrontR_lhs_500\case318\case318.key,2000395,3377217,-1735.61475000,-210.13600000,304.17152500,-1735.35509573,-210.17850584,286.67350303,-44.64318396,7.30816458,3008.49048197,3008.83057071,1.09978505,0.0109978505,5.7243812036E-05,0.86146767,170.70304623,0,aluminum_rigid,70000.0,0.3300,84.13345521,0.9232058578,0.9807241178,0.3685749749,0.6995701071,0.0574311778,0.4741751284,0.2893844416
case319,cases_floorfrontR_lhs_500\case319\case319.key,2000395,3082152,-1946.02650000,-574.11392500,293.34402500,-1946.53546412,-572.41169035,275.93444853,72.67356607,-243.05733302,2485.86481505,2498.77613904,0.87361181,0.0087361181,4.5471494739E-05,5.82702021,286.64654009,2,steel_rigid,210000.0,0.3000,88.78196377,0.7267255903,0.1036342159,0.2213348746,0.2472236211,0.3884680139,0.7962403892,0.6684757004
case320,cases_floorfrontR_lhs_500\case320\case320.key,2000395,3366621,-1895.60900000,-441.16737500,290.83555000,-1898.03036145,-442.62001594,273.56485682,259.20011247,155.50123448,1848.78041425,1873.32708098,1.18367218,0.0118367218,6.1610136719E-05,9.28543926,30.96069540,1,titanium_rigid,110000.0,0.3400,175.64609122,0.7738049188,0.4240000087,0.0407831994,0.8673443504,0.6190292839,0.0860019317,0.3511966782
case321,cases_floorfrontR_lhs_500\case321\case321.key,2000395,3371735,-2229.42350000,-310.88005000,301.87302500,-2231.62933009,-312.35180450,284.57509876,356.31014800,237.73411458,2794.15295874,2826.79415375,0.91245616,0.0091245616,4.7493343215E-05,8.71550092,33.71166096,1,titanium_rigid,110000.0,0.3400,185.19775427,0.4620924680,0.7379577771,0.3160255633,0.3249123233,0.5810333946,0.0936435027,0.5938568697
case322,cases_floorfrontR_lhs_500\case322\case322.key,2000395,3376548,-2092.16450000,-396.29992500,295.96950000,-2091.85577157,-396.20937201,278.47245777,-35.55370566,-10.42824058,2014.98994056,2015.33056216,1.19888914,0.0119888914,6.2402179833E-05,1.05343244,196.34691559,2,steel_rigid,210000.0,0.3000,272.34758073,0.5902634710,0.5321186187,0.0817760925,0.8977782837,0.0702288295,0.5454080989,0.7021902097
