case,impact_x,impact_y,impact_z,velocity_x,velocity_y,velocity_z,impact_speed,mass_ratio,impactor_mass,impactor_density,theta_deg,phi_deg,material_young_mpa,material_poisson,material_index,material_name
case018,-2148.95263671875,-283.11663818359375,314.6619873046875,-514.8861694335938,188.1724853515625,4433.2021484375,4466.96728515625,1.2000668048858643,0.012000667862594128,6.24634776613675e-05,7.049208641052246,159.92445373535156,70000.0,0.33000001311302185,0,aluminum_rigid
case019,-1824.4129638671875,-524.7825317382812,297.055419921875,102.820556640625,169.93089294433594,4108.49169921875,4113.28955078125,1.0408074855804443,0.010408075526356697,5.417403008323163e-05,2.767693042755127,58.8230094909668,210000.0,0.30000001192092896,2,steel_rigid
case020,-2231.148681640625,-266.701416015625,313.3533630371094,370.1954040527344,162.28564453125,3174.142578125,3199.775390625,1.1343739032745361,0.011343738995492458,5.904415957047604e-05,7.257150650024414,23.67160415649414,70000.0,0.33000001311302185,0,aluminum_rigid
case021,-2017.1802978515625,-235.29327392578125,310.3641357421875,96.40386199951172,7.816741943359375,4569.13037109375,4570.15380859375,0.881389856338501,0.008813899010419846,4.587634248309769e-05,1.2126671075820923,4.635589122772217,210000.0,0.30000001192092896,2,steel_rigid
case022,-1872.021484375,-527.6571655273438,296.49676513671875,-77.06288146972656,-532.968994140625,2896.657470703125,2946.2890625,1.1062754392623901,0.011062754318118095,5.758163388236426e-05,10.53150749206543,261.77252197265625,210000.0,0.30000001192092896,2,steel_rigid
case023,-1950.218505859375,-314.72930908203125,298.1606140136719,-379.16473388671875,7.809432029724121,3276.890869140625,3298.763427734375,0.9925053119659424,0.00992505345493555,5.1659899327205494e-05,6.601655006408691,178.82008361816406,110000.0,0.3400000035762787,1,titanium_rigid
case024,-2046.990966796875,-455.2810363769531,290.16534423828125,-21.115278244018555,91.82360076904297,2175.293212890625,2177.332763671875,0.767272412776947,0.007672724314033985,3.9936530811246485e-05,2.480144739151001,102.95030212402344,110000.0,0.3400000035762787,1,titanium_rigid
case025,-2674.337158203125,-300.54345703125,314.4792785644531,-481.43310546875,136.20352172851562,2156.948486328125,2214.216796875,0.9810281991958618,0.009810281917452812,5.1062517741229385e-05,13.059460639953613,164.203125,210000.0,0.30000001192092896,2,steel_rigid
case026,-1658.1514892578125,-213.65769958496094,302.1173400878906,-211.6282196044922,-800.323486328125,3467.277099609375,3564.73193359375,0.8688976764678955,0.008688976988196373,4.522612289292738e-05,13.428285598754883,255.18838500976562,110000.0,0.3400000035762787,1,titanium_rigid
case027,-2371.993408203125,-374.86297607421875,291.9837341308594,202.052734375,-151.3875274658203,2887.34326171875,2898.36083984375,1.1147534847259521,0.011147534474730492,5.8022917073685676e-05,4.997339725494385,323.15771484375,110000.0,0.3400000035762787,1,titanium_rigid
case028,-1692.239013671875,-307.48223876953125,295.2521057128906,62.63371658325195,0.8457058668136597,2111.031494140625,2111.96044921875,1.1614069938659668,0.011614070273935795,6.045123518561013e-05,1.69960618019104,0.7735838890075684,70000.0,0.33000001311302185,0,aluminum_rigid
case029,-2018.39404296875,-274.29083251953125,306.51361083984375,-228.18963623046875,-348.11419677734375,2385.75927734375,2421.797119140625,0.9343571066856384,0.009343571029603481,4.863328649662435e-05,9.896650314331055,236.75506591796875,210000.0,0.30000001192092896,2,steel_rigid
case030,-2475.82666015625,-614.0592041015625,295.46343994140625,967.9328002929688,546.204833984375,4905.607421875,5029.93212890625,1.105829119682312,0.011058291420340538,5.7558409025659785e-05,12.765387535095215,29.436054229736328,210000.0,0.30000001192092896,2,steel_rigid
case031,-2648.51220703125,-568.3789672851562,300.09228515625,160.47274780273438,-0.8549814224243164,2078.752197265625,2084.93701171875,0.7717291712760925,0.007717291358858347,4.016850289190188e-05,4.414351463317871,359.6947326660156,110000.0,0.3400000035762787,1,titanium_rigid
case032,-1879.4639892578125,-441.17034912109375,290.7857360839844,7.735291004180908,-120.63699340820312,3082.080078125,3084.449951171875,1.1501471996307373,0.011501472443342209,5.986516407574527e-05,2.2460923194885254,273.6687927246094,210000.0,0.30000001192092896,2,steel_rigid
case033,-1984.9451904296875,-239.0123748779297,310.8070068359375,1071.24560546875,162.62109375,4805.5517578125,4926.18896484375,1.0607374906539917,0.010607374832034111,5.521138882613741e-05,12.706136703491211,8.631916046142578,210000.0,0.30000001192092896,2,steel_rigid
case034,-1950.581787109375,-506.280029296875,293.0900573730469,-3.024803400039673,-33.35146713256836,2146.532958984375,2146.794189453125,1.0590626001358032,0.010590625926852226,5.512420830200426e-05,0.8938066959381104,264.8177490234375,110000.0,0.3400000035762787,1,titanium_rigid
case035,-2123.48095703125,-403.17401123046875,299.0517883300781,1.8045930862426758,-0.5038329362869263,2593.0849609375,2593.085693359375,0.8496190309524536,0.008496190421283245,4.422267011250369e-05,0.04139848053455353,344.4005432128906,210000.0,0.30000001192092896,2,steel_rigid
case036,-1867.7509765625,-312.8288879394531,306.2903137207031,123.57810974121094,-190.32568359375,3039.932373046875,3048.390380859375,1.2300487756729126,0.012300487607717514,6.40240396023728e-05,4.269118785858154,302.9955749511719,210000.0,0.30000001192092896,2,steel_rigid
case037,-2450.7900390625,-607.007080078125,294.27142333984375,54.20759201049805,-275.74224853515625,3069.806640625,3082.642578125,0.8471311926841736,0.008471312001347542,4.409317989484407e-05,5.230462551116943,281.121826171875,210000.0,0.30000001192092896,2,steel_rigid
case038,-2160.9404296875,-558.64111328125,288.3167419433594,600.5751342773438,66.69999694824219,4180.041015625,4223.49169921875,0.8162601590156555,0.008162601850926876,4.2486342863412574e-05,8.225707054138184,6.337310791015625,70000.0,0.33000001311302185,0,aluminum_rigid
case039,-2598.237548828125,-257.05340576171875,317.6214904785156,-223.73243713378906,450.9710998535156,1988.1357421875,2050.88134765625,1.1635404825210571,0.011635405011475086,6.0562284488696605e-05,14.209310531616211,116.38658905029297,210000.0,0.30000001192092896,2,steel_rigid
case040,-2568.812255859375,-220.57643127441406,316.50592041015625,181.18690490722656,-83.3212661743164,1821.0068359375,1831.8944091796875,0.901170015335083,0.009011700749397278,4.6905901399441063e-05,6.249823093414307,335.30401611328125,70000.0,0.33000001311302185,0,aluminum_rigid
case041,-1821.7322998046875,-462.97052001953125,290.3529357910156,195.2033233642578,-72.95893859863281,2742.1103515625,2750.017578125,1.1596535444259644,0.011596535332500935,6.0359965573297814e-05,4.345955848693848,339.50634765625,210000.0,0.30000001192092896,2,steel_rigid
case042,-1797.885986328125,-455.8338623046875,290.4063720703125,-152.30992126464844,-354.42474365234375,4290.310546875,4307.619140625,0.938898503780365,0.009388985112309456,4.8869664169615135e-05,5.137966156005859,246.7449493408203,110000.0,0.3400000035762787,1,titanium_rigid
case043,-2451.3046875,-232.02764892578125,313.5453186035156,-106.08540344238281,-423.05340576171875,2726.664306640625,2761.326904296875,1.193573236465454,0.011935732327401638,6.212548760231584e-05,9.087928771972656,255.92271423339844,70000.0,0.33000001311302185,0,aluminum_rigid
case044,-2090.13671875,-217.28294372558594,313.79888916015625,365.48931884765625,-144.9129638671875,1783.2861328125,1826.1138916015625,0.8559207320213318,0.008559207431972027,4.455067391972989e-05,12.433357238769531,338.3721618652344,210000.0,0.30000001192092896,2,steel_rigid
case045,-1710.6395263671875,-258.2397766113281,301.8255615234375,-111.17292785644531,-382.65570068359375,5178.09375,5193.4033203125,0.8362294435501099,0.008362294174730778,4.352574251242913e-05,4.400500297546387,253.79983520507812,70000.0,0.33000001311302185,0,aluminum_rigid
case046,-2242.914306640625,-365.53692626953125,290.1233215332031,437.47479248046875,-501.8057556152344,3744.9833984375,3803.69482421875,0.8286911249160767,0.008286911062896252,4.3133371946169063e-05,10.079896926879883,311.0819396972656,210000.0,0.30000001192092896,2,steel_rigid
case047,-1953.841796875,-599.3570556640625,290.88983154296875,414.7437744140625,206.9001007080078,1899.522216796875,1955.2506103515625,0.8635852336883545,0.008635852485895157,4.494961103773676e-05,13.712333679199219,26.51288604736328,210000.0,0.30000001192092896,2,steel_rigid
case048,-2459.13671875,-614.1250610351562,294.60064697265625,-580.7324829101562,478.7698974609375,3790.953857421875,3864.945068359375,1.0334112644195557,0.010334111750125885,5.378905188990757e-05,11.229280471801758,140.49700927734375,210000.0,0.30000001192092896,2,steel_rigid
case049,-2138.975830078125,-209.6792755126953,314.72064208984375,-741.8079833984375,-182.50839233398438,2894.256103515625,2993.377197265625,0.9312589168548584,0.009312589652836323,4.8472025810042396e-05,14.785826683044434,193.8220672607422,70000.0,0.33000001311302185,0,aluminum_rigid
case050,-2288.322265625,-447.46868896484375,289.9074401855469,-9.952364921569824,-26.011594772338867,2695.85791015625,2696.001953125,0.8887948989868164,0.008887948468327522,4.6261771785793826e-05,0.5918937921524048,249.06251525878906,110000.0,0.3400000035762787,1,titanium_rigid
case051,-1909.843505859375,-318.0846252441406,301.37530517578125,78.97091674804688,95.89290618896484,2115.091796875,2118.73681640625,0.9258337020874023,0.009258337318897247,4.818964589503594e-05,3.3612732887268066,50.52743911743164,70000.0,0.33000001311302185,0,aluminum_rigid
case052,-2394.69677734375,-222.76007080078125,311.6106872558594,364.986572265625,-472.0127868652344,3562.808349609375,3612.425048828125,1.0225642919540405,0.010225643403828144,5.32244703208562e-05,9.50715160369873,307.71319580078125,110000.0,0.3400000035762787,1,titanium_rigid
case053,-1680.5472412109375,-231.82269287109375,300.95654296875,-857.279541015625,-223.01547241210938,4370.44287109375,4459.30859375,0.7822874784469604,0.007822874933481216,4.071806324645877e-05,11.457646369934082,194.5819091796875,70000.0,0.33000001311302185,0,aluminum_rigid
case054,-2386.507568359375,-304.7567138671875,304.30206298828125,477.9035339355469,134.80052185058594,4797.7060546875,4823.33349609375,0.8744274377822876,0.008744274266064167,4.5513948862208053e-05,5.908937454223633,15.751975059509277,210000.0,0.30000001192092896,2,steel_rigid
case055,-2300.138427734375,-396.3817443847656,295.9028625488281,-374.39508056640625,28.06742286682129,2683.964111328125,2710.096435546875,0.7927071452140808,0.007927071303129196,4.126040585106239e-05,7.963134765625,175.71270751953125,210000.0,0.30000001192092896,2,steel_rigid
case056,-2645.812255859375,-560.3886108398438,299.93365478515625,378.3062438964844,975.132080078125,4232.498046875,4359.82080078125,0.8942884802818298,0.00894288532435894,4.6547716920031235e-05,13.880945205688477,68.7960433959961,70000.0,0.33000001311302185,0,aluminum_rigid
case057,-2542.980712890625,-301.36676025390625,315.4358825683594,-266.38079833984375,-247.62876892089844,2867.03515625,2890.011962890625,0.7934683561325073,0.007934683933854103,4.130002707825042e-05,7.2297139167785645,222.91067504882812,210000.0,0.30000001192092896,2,steel_rigid
case058,-2327.25,-584.9789428710938,290.3060302734375,-164.1944122314453,221.6415557861328,4359.939453125,4368.65625,0.8805608153343201,0.008805608376860619,4.583319241646677e-05,3.6200342178344727,126.53144073486328,210000.0,0.30000001192092896,2,steel_rigid
case059,-2551.472900390625,-337.4258117675781,298.9737854003906,-49.8071174621582,200.7100830078125,2264.3515625,2273.775146484375,0.7891321778297424,0.007891321554780006,4.107433051103726e-05,5.218207836151123,103.93668365478516,210000.0,0.30000001192092896,2,steel_rigid
case060,-2449.919921875,-540.5380859375,294.4753112792969,-612.54296875,-547.9903564453125,5054.42236328125,5120.80908203125,1.2115452289581299,0.01211545243859291,6.306092836894095e-05,9.23591423034668,221.81629943847656,210000.0,0.30000001192092896,2,steel_rigid
case061,-1824.5865478515625,-347.96844482421875,291.1610107421875,697.5405883789062,-182.30503845214844,3844.800537109375,3911.81396484375,0.9518323540687561,0.009518323466181755,4.9542872147867456e-05,10.620664596557617,345.3531494140625,110000.0,0.3400000035762787,1,titanium_rigid
case062,-2639.9970703125,-476.7710876464844,300.16546630859375,801.7470703125,-421.15020751953125,3552.6923828125,3666.304443359375,1.226441740989685,0.012264417484402657,6.38362907920964e-05,14.300911903381348,332.2874755859375,70000.0,0.33000001311302185,0,aluminum_rigid
case063,-2467.705078125,-498.76519775390625,295.15447998046875,232.05068969726562,39.435367584228516,4084.616943359375,4091.39306640625,1.0467385053634644,0.010467384941875935,5.448273805086501e-05,3.2980453968048096,9.644865989685059,70000.0,0.33000001311302185,0,aluminum_rigid
case064,-1974.95849609375,-455.54681396484375,290.59893798828125,-224.12010192871094,-547.6771850585938,3577.2587890625,3625.873779296875,1.0582494735717773,0.010582494549453259,5.508188405656256e-05,9.392967224121094,247.7446746826172,210000.0,0.30000001192092896,2,steel_rigid
case065,-1911.134033203125,-507.3983154296875,295.9180603027344,424.78729248046875,-949.144775390625,4299.66552734375,4423.62353515625,1.2286958694458008,0.012286958284676075,6.395362288458273e-05,13.595805168151855,294.11077880859375,110000.0,0.3400000035762787,1,titanium_rigid
case066,-2133.60693359375,-380.630615234375,290.44488525390625,587.6680297851562,347.58660888671875,2751.317626953125,2834.769775390625,1.1306642293930054,0.0113066416233778,5.885107020731084e-05,13.936968803405762,30.602941513061523,110000.0,0.3400000035762787,1,titanium_rigid
case067,-1856.6142578125,-361.7275390625,290.5643310546875,-909.2577514648438,-436.75555419921875,4498.64111328125,4610.3447265625,1.0699113607406616,0.010699113830924034,5.568888445850462e-05,12.63819408416748,205.65696716308594,210000.0,0.30000001192092896,2,steel_rigid
case068,-2366.757568359375,-551.885498046875,291.7547912597656,18.36931037902832,-19.14282989501953,3175.643310546875,3175.754150390625,1.237612247467041,0.012376122176647186,6.441771984100342e-05,0.4786631166934967,313.8186950683594,70000.0,0.33000001311302185,0,aluminum_rigid
case069,-2433.81787109375,-577.6600952148438,293.84521484375,307.70428466796875,-249.9566650390625,2698.76513671875,2727.726806640625,1.1533143520355225,0.011533143930137157,6.0030015447409824e-05,8.356684684753418,320.912109375,110000.0,0.3400000035762787,1,titanium_rigid
case070,-2263.6630859375,-528.3865966796875,298.6517028808594,-8.997293472290039,612.1119384765625,3236.00537109375,3293.4013671875,0.7600587010383606,0.007600586861371994,3.956105501856655e-05,10.712453842163086,90.84211730957031,70000.0,0.33000001311302185,0,aluminum_rigid
case071,-2255.072265625,-462.0433349609375,290.11981201171875,376.148193359375,-356.637451171875,3890.9755859375,3925.349609375,1.240530014038086,0.01240530051290989,6.456959090428427e-05,7.588054180145264,316.5251770019531,110000.0,0.3400000035762787,1,titanium_rigid
case072,-2350.035400390625,-213.0770263671875,310.61865234375,-527.1470947265625,-735.6255493164062,4973.64990234375,5055.31640625,1.2414997816085815,0.01241499837487936,6.462006422225386e-05,10.312676429748535,234.37472534179688,210000.0,0.30000001192092896,2,steel_rigid
case073,-1905.1722412109375,-260.80938720703125,308.32696533203125,720.7284545898438,-60.232601165771484,3408.096435546875,3483.991943359375,0.8846845030784607,0.008846844546496868,4.6047829528106377e-05,11.981142044067383,355.2227783203125,110000.0,0.3400000035762787,1,titanium_rigid
case074,-2640.24755859375,-403.9765625,301.5835876464844,-135.12672424316406,-392.95068359375,3915.616943359375,3937.60400390625,1.0280338525772095,0.010280339047312737,5.350916399038397e-05,6.057700157165527,251.02308654785156,210000.0,0.30000001192092896,2,steel_rigid
case075,-2426.624755859375,-482.39373779296875,293.3390197753906,-7.3992695808410645,17.26207733154297,2812.34423828125,2812.406982421875,1.139803409576416,0.011398034170269966,5.9326768678147346e-05,0.38262027502059937,113.20205688476562,110000.0,0.3400000035762787,1,titanium_rigid
case076,-2436.45947265625,-397.0838623046875,299.846435546875,478.5496520996094,-64.75189208984375,5037.8740234375,5060.96630859375,1.2121608257293701,0.012121608480811119,6.309297168627381e-05,5.47541618347168,352.294189453125,70000.0,0.33000001311302185,0,aluminum_rigid
case077,-1848.7464599609375,-368.4151611328125,290.6314697265625,353.83990478515625,270.8602600097656,3414.947265625,3443.89794921875,0.7654023766517639,0.007654023356735706,3.983919305028394e-05,7.434406280517578,37.43362808227539,70000.0,0.33000001311302185,0,aluminum_rigid
case078,-2213.073486328125,-252.4971923828125,318.0209045410156,-20.62450408935547,-743.9481811523438,3937.90185546875,4007.612060546875,0.914492666721344,0.009144926443696022,4.759934381581843e-05,10.702244758605957,268.4119873046875,70000.0,0.33000001311302185,0,aluminum_rigid
case079,-2637.084716796875,-511.81982421875,299.9092712402344,448.5140686035156,814.4623413085938,4112.39013671875,4216.19091796875,0.9846760630607605,0.009846759960055351,5.125238749315031e-05,12.740104675292969,61.15898132324219,70000.0,0.33000001311302185,0,aluminum_rigid
case080,-2356.2099609375,-551.9879150390625,291.32220458984375,-407.10675048828125,-427.9179992675781,3772.316162109375,3818.274169921875,1.023452639579773,0.010234527289867401,5.327071266947314e-05,8.89860725402832,226.4276885986328,210000.0,0.30000001192092896,2,steel_rigid
case081,-2386.410888671875,-241.06089782714844,311.2116394042969,-15.765896797180176,-29.073593139648438,2566.634033203125,2566.84716796875,0.9335032105445862,0.009335032664239407,4.858884130953811e-05,0.7382628321647644,241.5301055908203,70000.0,0.33000001311302185,0,aluminum_rigid
case082,-2149.97119140625,-363.77496337890625,290.1169128417969,-702.7861328125,-872.1754150390625,4670.0966796875,4802.541015625,0.8379113674163818,0.008379113860428333,4.361328683444299e-05,13.487210273742676,231.13864135742188,110000.0,0.3400000035762787,1,titanium_rigid
case083,-2247.09619140625,-462.0321044921875,290.07794189453125,-844.0552368164062,344.9728088378906,4396.24169921875,4489.80810546875,0.9408084154129028,0.009408083744347095,4.896907557849772e-05,11.717656135559082,157.7697296142578,70000.0,0.33000001311302185,0,aluminum_rigid
case084,-1946.1427001953125,-590.0243530273438,292.20660400390625,-308.8865966796875,-37.12596893310547,4366.6513671875,4377.72021484375,1.213103175163269,0.012131032533943653,6.314201891655102e-05,4.075252056121826,186.85366821289062,210000.0,0.30000001192092896,2,steel_rigid
case085,-2537.898193359375,-335.345703125,301.7246398925781,15.502880096435547,62.14167785644531,4622.37255859375,4622.81640625,1.0803050994873047,0.01080305129289627,5.622988101094961e-05,0.7938233613967896,75.99199676513672,210000.0,0.30000001192092896,2,steel_rigid
case086,-1981.9794921875,-274.545654296875,310.2843322753906,-29.818376541137695,102.54779815673828,3454.410888671875,3456.061279296875,0.8917320966720581,0.008917320519685745,4.641465420718305e-05,1.7707674503326416,106.21312713623047,70000.0,0.33000001311302185,0,aluminum_rigid
case087,-2295.51123046875,-501.83319091796875,295.3106689453125,-318.40789794921875,681.3107299804688,3056.7919921875,3147.94287109375,1.0879591703414917,0.010879592038691044,5.662827243213542e-05,13.821606636047363,115.0488510131836,110000.0,0.3400000035762787,1,titanium_rigid
case088,-1692.518798828125,-253.62010192871094,295.8023376464844,-73.8719253540039,9.398780822753906,2094.990478515625,2096.3134765625,0.787156343460083,0.007871563546359539,4.0971488488139585e-05,2.0357487201690674,172.74917602539062,210000.0,0.30000001192092896,2,steel_rigid
case089,-2505.742431640625,-222.04656982421875,314.4862365722656,418.5964050292969,-777.552490234375,4473.404296875,4559.732421875,1.0676478147506714,0.01067647896707058,5.557107215281576e-05,11.166854858398438,298.2958679199219,70000.0,0.33000001311302185,0,aluminum_rigid
case090,-1953.273193359375,-606.7760009765625,290.1721496582031,289.2165222167969,-321.8129577636719,4391.42529296875,4412.689453125,0.9776655435562134,0.009776655584573746,5.0887490942841396e-05,5.6270647048950195,311.94635009765625,110000.0,0.3400000035762787,1,titanium_rigid
case091,-2184.23486328125,-535.1484985351562,299.0903625488281,-391.7478942871094,617.368408203125,2895.93017578125,2986.807861328125,0.8973184823989868,0.00897318497300148,4.670542693929747e-05,14.170011520385742,122.39695739746094,210000.0,0.30000001192092896,2,steel_rigid
case092,-2697.5595703125,-300.60467529296875,315.1458435058594,-582.52587890625,-26.876605987548828,2276.12109375,2349.635498046875,1.007538080215454,0.010075381025671959,5.244235580903478e-05,14.370168685913086,182.6416473388672,110000.0,0.3400000035762787,1,titanium_rigid
case093,-2159.44970703125,-491.81072998046875,294.9382629394531,-168.60421752929688,880.4479370117188,3490.302490234375,3603.58544921875,0.8568946123123169,0.008568946272134781,4.4601365516427904e-05,14.404449462890625,100.8407974243164,210000.0,0.30000001192092896,2,steel_rigid
case094,-1832.894287109375,-516.3594360351562,298.3302917480469,-371.8764953613281,415.07427978515625,4660.95751953125,4694.15673828125,1.102035403251648,0.011020354926586151,5.736094681196846e-05,6.818305969238281,131.8580322265625,210000.0,0.30000001192092896,2,steel_rigid
case095,-1807.2373046875,-434.31915283203125,290.6553039550781,-29.469755172729492,436.1297302246094,3175.607177734375,3205.55126953125,1.00322425365448,0.010032243095338345,5.2217823395039886e-05,7.837545394897461,93.86566162109375,70000.0,0.33000001311302185,0,aluminum_rigid
case096,-1824.9864501953125,-515.8961181640625,298.4157409667969,371.98699951171875,157.80511474609375,2768.695556640625,2798.0263671875,0.9946749210357666,0.009946749545633793,5.1772829465335235e-05,8.303367614746094,22.98773193359375,210000.0,0.30000001192092896,2,steel_rigid
case097,-1767.4052734375,-339.6650390625,292.46466064453125,51.945865631103516,-165.89544677734375,3427.303955078125,3431.709716796875,0.7917008399963379,0.007917008362710476,4.120802987017669e-05,2.9036407470703125,287.3865966796875,210000.0,0.30000001192092896,2,steel_rigid
case098,-2644.389892578125,-363.13690185546875,300.0228271484375,276.4273986816406,-977.7207641601562,3908.97998046875,4038.87060546875,1.0619462728500366,0.010619462467730045,5.527430403162725e-05,14.5702543258667,285.7869873046875,70000.0,0.33000001311302185,0,aluminum_rigid
case099,-2477.142822265625,-338.7678527832031,297.62615966796875,58.364322662353516,17.88115692138672,3110.461669921875,3111.060546875,0.9023319482803345,0.00902331992983818,4.6966379159130156e-05,1.124271035194397,17.0335636138916,110000.0,0.3400000035762787,1,titanium_rigid
case100,-2191.31201171875,-492.282958984375,295.83880615234375,191.53712463378906,-267.0699768066406,4818.28564453125,4829.4814453125,0.9590432047843933,0.009590432047843933,4.99181987834163e-05,3.9020750522613525,305.6473083496094,110000.0,0.3400000035762787,1,titanium_rigid
case101,-2681.90576171875,-241.96029663085938,320.04156494140625,571.9431762695312,-102.87862396240234,5137.9931640625,5170.751953125,1.0399807691574097,0.01039980724453926,5.413099643192254e-05,6.45289945602417,349.80291748046875,110000.0,0.3400000035762787,1,titanium_rigid
case102,-2170.547119140625,-417.9249572753906,297.14544677734375,27.307449340820312,3.7585036754608154,4639.2333984375,4639.3154296875,1.018333077430725,0.010183330625295639,5.300423435983248e-05,0.34042978286743164,7.836755752563477,70000.0,0.33000001311302185,0,aluminum_rigid
case103,-2639.307861328125,-337.6315612792969,308.0921630859375,282.4752502441406,258.96270751953125,2133.58642578125,2167.72802734375,1.0945091247558594,0.010945091024041176,5.6969198340084404e-05,10.182374954223633,42.513427734375,70000.0,0.33000001311302185,0,aluminum_rigid
case104,-2723.712646484375,-466.0227355957031,305.7612609863281,-972.75390625,409.1315002441406,4227.09521484375,4356.83056640625,1.152999997138977,0.011529999785125256,6.001364818075672e-05,14.01732349395752,157.18881225585938,70000.0,0.33000001311302185,0,aluminum_rigid
case105,-1940.90478515625,-315.6297607421875,297.7125549316406,-237.96206665039062,-227.90150451660156,2113.933349609375,2139.45751953125,1.0623188018798828,0.010623187758028507,5.529369445866905e-05,8.859227180480957,223.7628631591797,210000.0,0.30000001192092896,2,steel_rigid
