case,impact_x,impact_y,impact_z,velocity_x,velocity_y,velocity_z,impact_speed,mass_ratio,impactor_mass,impactor_density,theta_deg,phi_deg,material_young_mpa,material_poisson,material_index,material_name
case322,-4162.49853515625,-355.38482666015625,625.3519287109375,-485.2479553222656,440.4454345703125,4919.93212890625,4963.38525390625,1.2047284841537476,0.012047285214066505,6.27061162958853e-05,7.587083339691162,137.77088928222656,110000.0,0.3400000035762787,1,titanium_rigid
case323,-3773.33984375,-310.5154113769531,624.787353515625,-907.6030883789062,320.9246826171875,4125.927734375,4236.74560546875,0.9218407273292542,0.009218406863510609,4.798180816578679e-05,13.133427619934082,160.526611328125,110000.0,0.3400000035762787,1,titanium_rigid
case324,-3685.40283203125,190.7833709716797,560.5701293945312,-719.976318359375,-69.73102569580078,3314.041259765625,3392.06396484375,1.1124275922775269,0.011124275624752045,5.7901856052922085e-05,12.312664985656738,185.53195190429688,70000.0,0.33000001311302185,0,aluminum_rigid
case325,-3983.7919921875,79.32568359375,487.4081115722656,17.339948654174805,-136.63706970214844,3034.806396484375,3037.93017578125,1.1789137125015259,0.011789136566221714,6.136245792731643e-05,2.598552703857422,277.23248291015625,210000.0,0.30000001192092896,2,steel_rigid
case326,-4254.0439453125,320.111572265625,574.3603515625,-350.9161376953125,-349.032958984375,3828.28125,3860.14306640625,0.8108099699020386,0.008108099922537804,4.2202660551993176e-05,7.366640090942383,224.84585571289062,210000.0,0.30000001192092896,2,steel_rigid
case327,-3813.159423828125,209.65765380859375,504.4899597167969,539.3925170898438,-603.0958862304688,4887.52685546875,4954.04736328125,1.067475438117981,0.010674755088984966,5.5562097259098664e-05,9.399901390075684,311.80859375,210000.0,0.30000001192092896,2,steel_rigid
case328,-4320.86474609375,-203.14564514160156,547.2020263671875,-655.2388305664062,-302.0402526855469,2696.5185546875,2791.375732421875,0.8034867644309998,0.008034867234528065,4.182148404652253e-05,14.979633331298828,204.74790954589844,210000.0,0.30000001192092896,2,steel_rigid
case329,-3841.7001953125,185.32228088378906,501.2404479980469,489.78662109375,1078.21142578125,4869.56494140625,5011.49609375,0.9800535440444946,0.009800535626709461,5.101178612676449e-05,13.668573379516602,65.5696792602539,70000.0,0.33000001311302185,0,aluminum_rigid
case330,-4237.59326171875,-347.00634765625,631.04052734375,-141.47279357910156,10.356931686401367,3811.53515625,3814.173828125,0.9956247210502625,0.009956247173249722,5.182226959732361e-05,2.1313555240631104,175.81295776367188,110000.0,0.3400000035762787,1,titanium_rigid
case331,-3938.3955078125,270.339599609375,510.1766052246094,635.3017578125,-67.12397003173828,3324.62060546875,3385.441650390625,0.7733953595161438,0.007733953185379505,4.025522866868414e-05,10.877015113830566,353.96868896484375,110000.0,0.3400000035762787,1,titanium_rigid
case332,-4282.466796875,332.7598876953125,602.123779296875,296.4037170410156,-320.1605224609375,2305.92431640625,2346.837158203125,1.2291098833084106,0.012291098944842815,6.397517427103594e-05,10.714186668395996,312.7934265136719,110000.0,0.3400000035762787,1,titanium_rigid
case333,-3956.5791015625,-370.216064453125,552.58349609375,-666.8582153320312,-357.3541564941406,4875.1630859375,4933.52001953125,1.0658926963806152,0.010658926330506802,5.5479711591033265e-05,8.82131576538086,208.18585205078125,70000.0,0.33000001311302185,0,aluminum_rigid
case334,-3725.818603515625,388.0588073730469,628.2588500976562,1200.008056640625,-254.469970703125,4880.06005859375,5031.87451171875,0.959282398223877,0.00959282461553812,4.9930651584872976e-05,14.110006332397461,348.02740478515625,110000.0,0.3400000035762787,1,titanium_rigid
case335,-4106.94677734375,-325.208984375,519.6658325195312,306.4653015136719,272.3834533691406,4574.037109375,4592.37744140625,1.0300993919372559,0.010300993919372559,5.3616669902112335e-05,5.1223039627075195,41.63039016723633,70000.0,0.33000001311302185,0,aluminum_rigid
case336,-3900.806884765625,-122.78992462158203,498.32177734375,325.9089660644531,365.7769470214844,3823.219970703125,3854.480712890625,1.0598522424697876,0.010598522610962391,5.516531382454559e-05,7.302090644836426,48.29881286621094,70000.0,0.33000001311302185,0,aluminum_rigid
case337,-4055.3935546875,356.7156677246094,531.3853759765625,-49.35218811035156,69.6703872680664,2970.454833984375,2971.681640625,0.8891280293464661,0.008891279809176922,4.627911403076723e-05,1.6463872194290161,125.31249237060547,210000.0,0.30000001192092896,2,steel_rigid
case338,-4307.35302734375,-252.29150390625,559.589111328125,-12.101470947265625,15.279485702514648,3835.4189453125,3835.468505859375,0.7648807764053345,0.00764880795031786,3.981204281444661e-05,0.2911692261695862,128.37950134277344,210000.0,0.30000001192092896,2,steel_rigid
case339,-4207.36767578125,-97.43128204345703,507.7345275878906,-206.33255004882812,-324.662353515625,3088.282958984375,3112.14892578125,1.0185474157333374,0.01018547359853983,5.301539204083383e-05,7.100257396697998,237.56283569335938,210000.0,0.30000001192092896,2,steel_rigid
case340,-4280.85107421875,-374.38092041015625,644.1730346679688,0.12251117080450058,0.05110279843211174,4878.84521484375,4878.84521484375,1.172251582145691,0.01172251533716917,6.101569306338206e-05,0.0015588899841532111,22.642366409301758,210000.0,0.30000001192092896,2,steel_rigid
case341,-3939.0224609375,412.32611083984375,638.715087890625,-579.322509765625,-239.73873901367188,4315.3203125,4360.62841796875,0.7591373920440674,0.007591374218463898,3.951310281991027e-05,8.266600608825684,202.48104858398438,70000.0,0.33000001311302185,0,aluminum_rigid
case342,-4205.0810546875,119.48137664794922,509.29736328125,773.985107421875,-795.894775390625,4609.64990234375,4741.45263671875,0.916607677936554,0.00916607677936554,4.7709429054521024e-05,13.541146278381348,314.2004089355469,110000.0,0.3400000035762787,1,titanium_rigid
case343,-3964.873779296875,-194.16415405273438,514.0621948242188,-231.6817626953125,13.826264381408691,1754.97021484375,1770.2508544921875,1.1447194814682007,0.011447194963693619,5.958264955552295e-05,7.533621311187744,176.5847625732422,110000.0,0.3400000035762787,1,titanium_rigid
case344,-4128.18115234375,-333.0144348144531,527.5533447265625,73.44715881347656,-403.7613525390625,3797.96435546875,3820.072265625,0.8300023078918457,0.008300023153424263,4.3201620428590104e-05,6.167140960693359,280.3097839355469,70000.0,0.33000001311302185,0,aluminum_rigid
case345,-4247.390625,180.4404754638672,516.9221801757812,908.2942504882812,241.54754638671875,4135.84521484375,4241.2919921875,1.06492018699646,0.010649201460182667,5.542909275391139e-05,12.802932739257812,14.892291069030762,110000.0,0.3400000035762787,1,titanium_rigid
case346,-4258.27734375,166.9217529296875,517.187255859375,-73.70071411132812,-36.13909912109375,1866.176513671875,1867.9808349609375,0.7856207489967346,0.007856207899749279,4.089155845576897e-05,2.518547296524048,206.12098693847656,70000.0,0.33000001311302185,0,aluminum_rigid
case347,-4297.609375,-183.093017578125,522.572998046875,-124.07752990722656,-143.88037109375,2039.9560546875,2048.784423828125,0.9245168566703796,0.009245168417692184,4.812110273633152e-05,5.3209004402160645,229.2266387939453,110000.0,0.3400000035762787,1,titanium_rigid
case348,-4057.11572265625,-184.2157745361328,516.460693359375,800.212646484375,70.58299255371094,4713.23876953125,4781.20751953125,1.1665011644363403,0.011665010824799538,6.0716381995007396e-05,9.672487258911133,5.040745735168457,70000.0,0.33000001311302185,0,aluminum_rigid
case349,-3843.95947265625,217.79327392578125,506.2626647949219,173.9724578857422,-40.38195037841797,4313.31396484375,4317.01025390625,1.150158166885376,0.011501581408083439,5.9865731600439176e-05,2.371042013168335,346.9320983886719,70000.0,0.33000001311302185,0,aluminum_rigid
case350,-4257.96044921875,215.94369506835938,519.5571899414062,162.7632598876953,132.9764862060547,5112.115234375,5116.43408203125,0.8961120843887329,0.008961120620369911,4.664263178710826e-05,2.354311466217041,39.24858856201172,110000.0,0.3400000035762787,1,titanium_rigid
case351,-3853.07763671875,185.27976989746094,500.8647766113281,307.7904968261719,172.81723022460938,2324.691650390625,2351.33837890625,1.0536798238754272,0.0105367973446846,5.48440330021549e-05,8.634015083312988,29.313201904296875,110000.0,0.3400000035762787,1,titanium_rigid
case352,-3856.263427734375,-73.03411865234375,493.0079040527344,75.76593780517578,216.05874633789062,4435.65283203125,4441.55810546875,0.8048276305198669,0.008048276416957378,4.189127866993658e-05,2.9548537731170654,70.67562103271484,110000.0,0.3400000035762787,1,titanium_rigid
case353,-4185.2138671875,-213.58224487304688,519.2725830078125,143.33621215820312,202.97401428222656,1820.4542236328125,1837.3343505859375,0.8122524619102478,0.008122525177896023,4.2277741158613935e-05,7.772552967071533,54.77102279663086,70000.0,0.33000001311302185,0,aluminum_rigid
case354,-3970.46435546875,-211.61737060546875,514.3550415039062,-507.25067138671875,-448.0128173828125,4138.72607421875,4193.6943359375,0.8790565133094788,0.00879056565463543,4.575489219860174e-05,9.286900520324707,221.45150756835938,70000.0,0.33000001311302185,0,aluminum_rigid
case355,-3762.98828125,0.1822510063648224,497.19287109375,245.00067138671875,286.8249816894531,1721.23046875,1762.0806884765625,1.081908941268921,0.01081908866763115,5.631335807265714e-05,12.361305236816406,49.49665069580078,110000.0,0.3400000035762787,1,titanium_rigid
case356,-4305.7060546875,-219.22740173339844,543.6705932617188,-545.2946166992188,299.0839538574219,3860.82373046875,3910.595458984375,0.9778571724891663,0.009778572246432304,5.089746628073044e-05,9.151020050048828,151.2560577392578,110000.0,0.3400000035762787,1,titanium_rigid
case357,-3839.347900390625,335.8336181640625,559.7122802734375,209.77420043945312,-340.72076416015625,3308.669921875,3332.775390625,0.7963230013847351,0.007963229902088642,4.144861304666847e-05,6.895336627960205,301.61968994140625,110000.0,0.3400000035762787,1,titanium_rigid
