case,key_file,panel_pid,impact_element_id,impact_x,impact_y,impact_z,ball_center_x,ball_center_y,ball_center_z,velocity_vx,velocity_vy,velocity_vz,impact_speed,mass_ratio,impactor_mass,impactor_density,theta_deg,phi_deg,material_index,material_name,material_young_mpa,material_poisson,min_boundary_distance_mm,lhs_u_x,lhs_u_y,lhs_u_v,lhs_u_m,lhs_u_theta,lhs_u_phi,lhs_u_material
case001,cases_trunkfloor_lhs_500\case001\case001.key,2000447,3281740,-3896.53200000,-104.26434250,495.40627500,-3896.01934327,-106.91131684,478.11521633,-73.58867848,379.95666957,2482.02370927,2512.01593501,0.93001382,0.0093001382,4.8407219236E-05,8.86265487,100.96113784,1,titanium_rigid,110000.0,0.3400,90.14759140,0.6346380639,0.3593305537,0.2251568762,0.3600276364,0.5908436580,0.2804476051,0.5321746242
case002,cases_trunkfloor_lhs_500\case002\case002.key,2000447,3284830,-4065.55550000,235.65065000,511.82897500,-4067.04119487,234.01975530,494.46859213,308.14642299,338.26216996,3600.69890789,3629.65675221,0.96651976,0.0096651976,5.0307353542E-05,7.24231028,47.66744347,0,aluminum_rigid,70000.0,0.3300,243.11301217,0.3884717711,0.7631234168,0.5477921400,0.4330395213,0.4828206856,0.1324095652,0.0701597253
case003,cases_trunkfloor_lhs_500\case003\case003.key,2000447,3293375,-4002.35500000,-397.83865000,629.95075000,-4002.29200592,-397.80611360,612.45089363,-14.36459847,-7.41930557,3990.50876580,3990.54151685,0.80232041,0.0080232041,4.1760777112E-05,0.23213180,207.31632348,2,steel_rigid,210000.0,0.3000,88.93231116,0.4805171541,0.0105868595,0.6519706466,0.1046408112,0.0154754530,0.5758786763,0.9182845506
case004,cases_trunkfloor_lhs_500\case004\case004.key,2000447,3281401,-4077.92375000,-18.67309500,492.42542500,-4076.27650891,-18.48913429,475.00409453,-332.20586038,-37.10011062,3513.43110930,3529.29671630,1.05874183,0.0105874183,5.5107512228E-05,5.43481442,186.37227817,0,aluminum_rigid,70000.0,0.3300,81.07868760,0.3704586176,0.4610063716,0.5188206796,0.6174836591,0.3623209610,0.5177007727,0.3252251668
case005,cases_trunkfloor_lhs_500\case005\case005.key,2000447,3285504,-4265.61975000,144.75517500,516.93840000,-4263.30065013,146.94663732,499.73173650,-414.47753905,-391.66571466,3075.23433469,3127.66044763,0.78336256,0.0078336256,4.0774021242E-05,10.50534147,223.37910625,2,steel_rigid,210000.0,0.3000,145.38603516,0.0970976442,0.6551465847,0.4028782217,0.0667251198,0.7003560982,0.6204975174,0.6934687574
case006,cases_trunkfloor_lhs_500\case006\case006.key,2000447,3289399,-4290.55050000,264.62647500,557.98642500,-4294.29103378,265.59551768,540.91834475,1072.75863762,-277.91458655,4895.00471494,5018.87624586,1.17388342,0.0117388342,6.1100632084E-05,12.75608629,345.47595612,1,titanium_rigid,110000.0,0.3400,101.22595433,0.0607884309,0.7975444680,0.9488254513,0.8477668428,0.8504057530,0.9596554337,0.6289889679
case007,cases_trunkfloor_lhs_500\case007\case007.key,2000447,3286448,-3941.47800000,-349.63485000,525.65895000,-3943.56113617,-349.94028118,508.28606148,308.89618169,45.29061818,2576.12489196,2594.97351627,1.01717011,0.0101717011,5.2943704462E-05,6.90993911,8.34132128,2,steel_rigid,210000.0,0.3000,136.95351267,0.5691785852,0.0678492659,0.2491046783,0.5343402291,0.4606626073,0.0231703369,0.8626619741
case008,cases_trunkfloor_lhs_500\case008\case008.key,2000447,3292843,-3739.91750000,-343.57700000,630.13825000,-3739.84756659,-339.49970771,613.12000106,-18.22699230,-1062.67906925,4435.52623519,4561.08671377,1.17100401,0.0117100401,6.0950758672E-05,13.47507863,269.01736341,2,steel_rigid,210000.0,0.3000,80.84794356,0.8627318548,0.0750455257,0.8166729349,0.8420080181,0.8983385753,0.7472704539,0.7389027718
case009,cases_trunkfloor_lhs_500\case009\case009.key,2000447,3283038,-3849.17775000,-263.47410000,508.39575000,-3853.47046897,-263.69428490,491.43184472,654.12809555,33.55195852,2584.97402883,2666.66458878,1.17665122,0.0117665122,6.1244695900E-05,14.21851794,2.93627868,0,aluminum_rigid,70000.0,0.3300,163.31502700,0.7036049245,0.1702016090,0.2698001180,0.8533024361,0.9479011961,0.0081563297,0.2455737992
case010,cases_trunkfloor_lhs_500\case010\case010.key,2000447,3283921,-3870.59875000,283.07965000,509.50717500,-3871.15890354,283.18688552,492.01647094,104.07664086,-19.92438187,3249.77635329,3251.50354061,0.98187971,0.0098187971,5.1106838715E-05,1.86760256,349.16244944,1,titanium_rigid,110000.0,0.3400,166.25384745,0.6724073209,0.8194654204,0.4386286599,0.4637594127,0.1245068375,0.9698956929,0.3565176460
case011,cases_trunkfloor_lhs_500\case011\case011.key,2000447,3286180,-3805.17175000,-254.55075000,508.02440000,-3805.07672899,-250.86704676,490.91676131,-16.19854151,-627.97292356,2916.39504795,2983.28216251,1.24368399,0.0124368399,6.4733751937E-05,12.15560227,268.52238486,2,steel_rigid,210000.0,0.3000,120.17269177,0.7676953846,0.1808018623,0.3611997813,0.9873679899,0.8103734847,0.7458955135,0.7674892868
case012,cases_trunkfloor_lhs_500\case012\case012.key,2000447,3284183,-3886.68075000,94.79559000,492.63767500,-3885.26197320,92.06246663,475.41074524,-217.12278586,418.26407098,2636.32657729,2678.11593464,0.86807890,0.0086807890,4.5183506553E-05,10.13496236,117.43403189,2,steel_rigid,210000.0,0.3000,82.97034881,0.6489854516,0.5957984408,0.2731058384,0.2361577926,0.6756641576,0.3262056441,0.7151624496
case013,cases_trunkfloor_lhs_500\case013\case013.key,2000447,3284520,-4012.18725000,240.07740000,497.90260000,-4012.81848047,238.31508850,480.50300787,92.03665509,256.95409641,2536.95017496,2551.59015984,1.16901809,0.0116901809,6.0847391328E-05,6.14059358,70.29332613,0,aluminum_rigid,70000.0,0.3300,238.48155523,0.4661974380,0.7683820553,0.2365809763,0.8380361701,0.4093729053,0.1952592393,0.0386373036
case014,cases_trunkfloor_lhs_500\case014\case014.key,2000447,3283386,-3762.98150000,9.19378750,496.53392500,-3760.18857945,11.74802232,479.44809815,-356.15981910,-325.72205063,2178.82495651,2231.64129334,1.17906593,0.0117906593,6.1370381834E-05,12.49021326,222.44413390,2,steel_rigid,210000.0,0.3000,140.77410771,0.8291413814,0.4941100844,0.1442196511,0.8581318668,0.8326808841,0.6179003720,0.8908294162
case015,cases_trunkfloor_lhs_500\case015\case015.key,2000447,2850030,-4217.24150000,-339.40407500,620.83397500,-4215.86717497,-343.31019191,603.83093170,-185.15865605,526.25932003,2290.76860954,2357.72208334,0.76584619,0.0076584619,3.9862294362E-05,13.68708662,109.38387043,1,titanium_rigid,110000.0,0.3400,147.18839439,0.1675558612,0.0800026396,0.1806160571,0.0316923866,0.9124724411,0.3038440845,0.4337085333
case016,cases_trunkfloor_lhs_500\case016\case016.key,2000447,3281639,-4116.22350000,-84.35504000,501.26182500,-4115.78692501,-83.39035546,483.79388906,-73.72631426,-162.91046670,2949.88619238,2955.30098934,0.81772820,0.0081772820,4.2562752979E-05,3.46891926,245.65052509,1,titanium_rigid,110000.0,0.3400,84.34091255,0.3146787558,0.3829812735,0.3531223086,0.1354564065,0.2312612840,0.6823625697,0.6460843460
case017,cases_trunkfloor_lhs_500\case017\case017.key,2000447,3283451,-3731.69250000,35.47283750,496.92462500,-3733.39392940,34.12182426,479.56000864,261.15526649,207.36930004,2665.32423991,2686.10450349,0.76686832,0.0076686832,3.9915496160E-05,7.13151967,38.45119235,1,titanium_rigid,110000.0,0.3400,165.86402319,0.8747107675,0.5253275742,0.2754119406,0.0337366440,0.4754346446,0.1068088677,0.5126899273
case018,cases_trunkfloor_lhs_500\case018\case018.key,2000447,3291180,-3859.41975000,387.59070000,632.21652500,-3855.68334637,385.09798015,615.30275441,-498.41030702,332.51152455,2256.17958538,2334.37851892,1.12559728,0.0112559728,5.8587338338E-05,14.87209957,146.29099633,1,titanium_rigid,110000.0,0.3400,127.46161018,0.6886884474,0.9436165083,0.1738773473,0.7511945567,0.9914733044,0.4063638787,0.5994433199
case019,cases_trunkfloor_lhs_500\case019\case019.key,2000447,2997822,-3703.96375000,-368.91330000,626.40160000,-3706.07835671,-368.70414131,609.03108789,348.02503520,-34.42364063,2858.86404664,2880.17535045,0.95117478,0.0095117478,4.9508647254E-05,6.97431132,354.35116860,0,aluminum_rigid,70000.0,0.3300,81.49770790,0.9150949957,0.0449479503,0.3314353946,0.4023495583,0.4649540881,0.9843088017,0.2203828751
case020,cases_trunkfloor_lhs_500\case020\case020.key,2000447,3288675,-3785.53525000,-308.90485000,604.21232500,-3784.04416202,-306.97847405,586.88270491,-437.63316902,-565.38985355,5086.23009872,5136.23647180,0.84682057,0.0084682057,4.4077010680E-05,8.00167285,232.25877133,0,aluminum_rigid,70000.0,0.3300,104.06385493,0.7962940375,0.1162333727,0.9827044461,0.1936411404,0.5334448570,0.6451632537,0.2301942678
case021,cases_trunkfloor_lhs_500\case021\case021.key,2000447,3285191,-4038.63200000,194.45545000,497.99517500,-4038.33460134,193.18635947,480.54378642,-59.04701103,251.97155608,3464.88562337,3474.53717747,1.04133536,0.0104133536,5.4201505551E-05,4.27157815,103.18870903,2,steel_rigid,210000.0,0.3000,208.93361013,0.4276832309,0.7141866882,0.5030129550,0.5826707224,0.2847718767,0.2866353029,0.9680328162
case022,cases_trunkfloor_lhs_500\case022\case022.key,2000447,3282516,-4173.28250000,-143.81042500,507.62482500,-4172.11173803,-144.71554189,490.18750640,-199.28672523,154.06870518,2968.17475726,2978.84436559,1.02646710,0.0102646710,5.3427612428E-05,4.85084812,142.29236564,1,titanium_rigid,110000.0,0.3400,126.39790071,0.2315778704,0.3123528497,0.3599186991,0.5529341951,0.3233898745,0.3952565712,0.4540502314
case023,cases_trunkfloor_lhs_500\case023\case023.key,2000447,3282758,-4089.88525000,-241.19157500,517.78197500,-4090.20779276,-241.74448665,500.29368592,87.33721415,149.71584789,4735.42926864,4738.60031891,0.97369902,0.0097369902,5.0681033818E-05,2.09622732,59.74271493,2,steel_rigid,210000.0,0.3000,147.64440370,0.3530378559,0.1966715346,0.8679167226,0.4473980334,0.1397484877,0.1659519859,0.6895002603
case024,cases_trunkfloor_lhs_500\case024\case024.key,2000447,3291676,-3782.50025000,331.52347500,632.36552500,-3786.43101170,331.98134278,615.31884000,1157.51610668,-134.83120481,5019.84449141,5153.33500841,1.07909350,0.0107909350,5.6166816576E-05,13.06954958,353.35594468,0,aluminum_rigid,70000.0,0.3300,83.77306089,0.8007142199,0.8770129579,0.9876403708,0.6581869962,0.8713033054,0.9815442908,0.1240419455
case025,cases_trunkfloor_lhs_500\case025\case025.key,2000447,3282319,-4037.25400000,-193.12177500,512.79842500,-4041.06373664,-191.77716075,495.77115513,527.89226427,-186.31510013,2359.36625208,2424.86961931,1.24111107,0.0124111107,6.4599831204E-05,13.34774077,340.55994748,2,steel_rigid,210000.0,0.3000,83.51473298,0.4296901540,0.2537747592,0.1999998901,0.9822221404,0.8898493845,0.9459998541,0.8838790550
case026,cases_trunkfloor_lhs_500\case026\case026.key,2000447,3287977,-3697.78950000,195.61097500,536.71900000,-3697.69765959,195.37112484,519.22088475,-19.13125466,49.96313083,3645.02829339,3645.42090559,1.12948621,0.0112948621,5.8789757278E-05,0.84091014,110.95221497,2,steel_rigid,210000.0,0.3000,81.67240720,0.9240871905,0.7155593630,0.5523428612,0.7589724218,0.0560606757,0.3082005971,0.7975367280
case027,cases_trunkfloor_lhs_500\case027\case027.key,2000447,3285334,-4138.05200000,92.56738000,497.45497500,-4138.49810568,89.97059279,480.15446385,62.94673870,366.41382079,2441.14972442,2469.29815069,1.02363020,0.0102363020,5.3279951714E-05,8.65947068,80.25222830,0,aluminum_rigid,70000.0,0.3300,82.94360045,0.2828876680,0.5931514987,0.2128253084,0.5472603925,0.5772980451,0.2229228564,0.1411267402
case028,cases_trunkfloor_lhs_500\case028\case028.key,2000447,3288354,-3674.62125000,-87.16760250,513.47482500,-3676.05400398,-87.87465173,496.04791198,279.76274392,138.06001282,3402.81798575,3417.08911271,1.03572875,0.0103572875,5.3909681200E-05,5.23829409,26.26586135,1,titanium_rigid,110000.0,0.3400,102.11195336,0.9578294938,0.3796401656,0.4864291195,0.5714574909,0.3492196063,0.0729607260,0.4519697427
case029,cases_trunkfloor_lhs_500\case029\case029.key,2000447,3285593,-4248.75050000,122.71290000,512.15057500,-4249.89916807,122.68181231,494.68834160,293.35639273,7.93943192,4459.65020778,4469.29535649,1.19354842,0.0119354842,6.2124195326E-05,3.76487621,1.55028128,1,titanium_rigid,110000.0,0.3400,123.87801457,0.1216660665,0.6289620576,0.7901750401,0.8870968425,0.2509917472,0.0043063369,0.5872875467
case030,cases_trunkfloor_lhs_500\case030\case030.key,2000447,3285620,-4301.24300000,87.40808000,516.04960000,-4301.27182667,87.37161247,498.54966174,6.83397458,8.64540411,4148.73262541,4148.74726193,0.77481027,0.0077481027,4.0328874768E-05,0.15219422,51.67451605,1,titanium_rigid,110000.0,0.3400,110.71956896,0.0452158444,0.5870226472,0.6976407326,0.0496205482,0.0101462815,0.1435403224,0.6379638601
case031,cases_trunkfloor_lhs_500\case031\case031.key,2000447,3283095,-3822.71200000,-154.15307500,504.20290000,-3821.84297453,-153.50241127,486.73660585,-251.74046987,-188.48514565,5059.65963431,5069.42358945,0.96541236,0.0096541236,5.0249713280E-05,3.55664860,216.82322685,2,steel_rigid,210000.0,0.3000,165.72603456,0.7421497160,0.3000665771,0.9634172193,0.4308247178,0.2371099064,0.6022867413,0.9350525926
case032,cases_trunkfloor_lhs_500\case032\case032.key,2000447,3281396,-4077.53675000,-11.06225575,491.95780000,-4078.24797118,-9.78167201,474.51921434,210.80357128,-379.56072260,5168.73826659,5186.94127172,1.18843066,0.0118843066,6.1857816100E-05,4.80154056,299.04727917,2,steel_rigid,210000.0,0.3000,83.60782888,0.3710222455,0.4700474632,0.9973416679,0.8768613295,0.3201027038,0.8306868866,0.9918015923
case033,cases_trunkfloor_lhs_500\case033\case033.key,2000447,3287440,-4254.37150000,229.70165000,520.97670000,-4254.46787245,230.53966548,503.49704204,10.23421257,-88.99253096,1856.24137902,1858.40158923,1.09670278,0.0109670278,5.7083379770E-05,2.76285397,276.56024184,2,steel_rigid,210000.0,0.3000,142.90291927,0.1134796266,0.7560564625,0.0364745790,0.6934055627,0.1841902648,0.7682228940,0.7616403328
case034,cases_trunkfloor_lhs_500\case034\case034.key,2000447,3293736,-4280.77900000,-404.33215000,646.17162500,-4279.97780035,-405.40440692,628.72289025,-192.22528140,257.25783696,4186.33228860,4198.63194196,0.79759537,0.0079759537,4.1514838772E-05,4.38668289,126.76740363,2,steel_rigid,210000.0,0.3000,82.46079531,0.0750196705,0.0028730811,0.7120412061,0.0951907309,0.2924455259,0.3521316768,0.6750880517
case035,cases_trunkfloor_lhs_500\case035\case035.key,2000447,3281686,-4119.14700000,-106.43740000,503.48792500,-4120.51771424,-107.61243623,486.08130464,375.20759316,321.64436791,4764.73937864,4790.30032292,0.98913114,0.0098913114,5.1484276071E-05,5.92158559,40.60462723,0,aluminum_rigid,70000.0,0.3300,87.61167141,0.3104209623,0.3567491285,0.8828412352,0.4782622890,0.3947723726,0.1127906312,0.0875125826
case036,cases_trunkfloor_lhs_500\case036\case036.key,2000447,3281732,-3918.75850000,-127.69210000,502.21962500,-3917.76395812,-124.90693437,484.97132831,-273.15578884,-764.95935665,4737.32901270,4806.46055606,0.97526072,0.0097526072,5.0762320617E-05,9.72937590,250.34909757,0,aluminum_rigid,70000.0,0.3300,84.09925619,0.6022673278,0.3315001799,0.8875062949,0.4505214454,0.6486250602,0.6954141599,0.2419920867
case037,cases_trunkfloor_lhs_500\case037\case037.key,2000447,3289926,-4014.56600000,394.70860000,628.61127500,-4013.68702360,393.71583012,611.16158135,-123.47360276,139.45866284,2451.23366149,2458.30041135,1.00662758,0.0100662758,5.2394965391E-05,4.34544347,131.52096486,2,steel_rigid,210000.0,0.3000,119.10698397,0.4627330199,0.9520720259,0.2096505330,0.5132551543,0.2896962314,0.3653360135,0.9735699155
case038,cases_trunkfloor_lhs_500\case038\case038.key,2000447,3283285,-3792.19000000,-123.27037500,502.51812500,-3792.40110455,-122.96753475,485.02201907,23.41449543,-33.58928922,1940.56686142,1940.99876934,1.03852307,0.0103852307,5.4055125974E-05,1.20872816,304.87966635,2,steel_rigid,210000.0,0.3000,161.09124440,0.7866020412,0.3367528491,0.0603183422,0.5770461469,0.0805818771,0.8468879621,0.9047628299
case039,cases_trunkfloor_lhs_500\case039\case039.key,2000447,3286603,-4040.66725000,-366.74105000,541.43930000,-4041.40015603,-365.60305365,523.99172673,136.79374874,-212.40210807,3256.51427512,3266.29949779,0.77944839,0.0077944839,4.0570288898E-05,4.43612185,302.78283010,2,steel_rigid,210000.0,0.3000,119.97065111,0.4247190872,0.0475284162,0.4428998868,0.0588967876,0.2957414564,0.8410634170,0.7750441797
case040,cases_trunkfloor_lhs_500\case040\case040.key,2000447,3284486,-3971.68150000,203.91707500,499.06337500,-3973.47797881,206.23291423,481.81056211,510.23340621,-657.74142885,4900.11986660,4970.32560534,0.87854966,0.0087854966,4.5728509560E-05,9.64148757,307.80200443,2,steel_rigid,210000.0,0.3000,191.76012279,0.5251901243,0.7254263708,0.9348100821,0.2570993107,0.6427658383,0.8550055679,0.7136265481
case041,cases_trunkfloor_lhs_500\case041\case041.key,2000447,3284831,-4070.98275000,221.28197500,507.68470000,-4073.05680383,220.58730763,490.32193127,342.30747266,114.64978856,2865.59847401,2888.24749530,1.04550740,0.0104550740,5.4418659967E-05,7.18008127,18.51735577,1,titanium_rigid,110000.0,0.3400,227.80139514,0.3805675092,0.7460545362,0.3337656232,0.5910147922,0.4786720849,0.0514370993,0.4175283081
case042,cases_trunkfloor_lhs_500\case042\case042.key,2000447,3283477,-3763.57600000,65.91998250,497.39305000,-3761.76291343,64.35418158,480.05779735,-236.31361203,204.08295859,2259.43771604,2280.91051335,0.75063786,0.0075063786,3.9070700784E-05,7.86808635,139.18575910,0,aluminum_rigid,70000.0,0.3300,153.27575729,0.8282755499,0.5614964404,0.1584424564,0.0012757266,0.5245390899,0.3866271086,0.1642698549
case043,cases_trunkfloor_lhs_500\case043\case043.key,2000447,3288083,-3766.29100000,232.19302500,510.84002500,-3766.41508575,236.46854418,493.87080173,36.63928687,-1262.44934918,5010.56923792,5167.29376798,0.96067652,0.0096067652,5.0003213032E-05,14.14745692,271.66239334,2,steel_rigid,210000.0,0.3000,83.94299568,0.8243214164,0.7590160243,0.9916699195,0.4213530464,0.9431637948,0.7546177593,0.6945281682
case044,cases_trunkfloor_lhs_500\case044\case044.key,2000447,3282400,-4080.81875000,-212.51707500,514.73725000,-4077.85504630,-211.37527272,497.52787035,-798.99047287,-307.82063144,4639.50913546,4717.85802403,1.07517248,0.0107517248,5.5962727692E-05,10.45645512,201.06977584,2,steel_rigid,210000.0,0.3000,118.13872350,0.3662423316,0.2307346348,0.8619289351,0.6503449641,0.6970970081,0.5585271551,0.8035802191
case045,cases_trunkfloor_lhs_500\case045\case045.key,2000447,3285572,-4305.24400000,121.41827500,514.73030000,-4305.02440240,121.74628261,497.23475234,-57.52334083,-85.92122065,4582.93879117,4584.10507673,1.02704170,0.0102704170,5.3457520313E-05,1.29247457,236.19811348,1,titanium_rigid,110000.0,0.3400,106.73278904,0.0393887769,0.6274241426,0.8233177670,0.5540833934,0.0861649711,0.6561058708,0.6025704960
case046,cases_trunkfloor_lhs_500\case046\case046.key,2000447,3288509,-3678.66600000,-170.51067500,542.37695000,-3675.97082291,-168.41162297,525.21361696,-323.63382506,-252.05180046,2060.95367073,2101.38025967,1.08617724,0.0108617724,5.6535525184E-05,11.25686803,217.91209525,2,steel_rigid,210000.0,0.3000,80.85291212,0.9519387087,0.2806350067,0.1066165121,0.6723544739,0.7504578687,0.6053113757,0.7633372198
case047,cases_trunkfloor_lhs_500\case047\case047.key,2000447,3295551,-4065.55500000,89.59796250,493.66367500,-4067.04120312,88.58680457,476.25624096,433.80188140,295.14284213,5080.98625384,5108.00496096,1.00116677,0.0100116677,5.2110730314E-05,5.89570678,34.22993018,1,titanium_rigid,110000.0,0.3400,126.14883463,0.3884724993,0.5896240592,0.9745547071,0.5023335375,0.3930471184,0.0950831394,0.4100866781
case048,cases_trunkfloor_lhs_500\case048\case048.key,2000447,3286227,-3796.91600000,-292.11255000,528.57550000,-3794.95819067,-294.94115769,511.41694641,-341.17502869,492.92354223,2990.11243494,3049.61413826,0.76980494,0.0076980494,4.0068347314E-05,11.33674968,124.68888809,2,steel_rigid,210000.0,0.3000,111.48913857,0.7797190818,0.1361813334,0.3803481823,0.0396098872,0.7557833121,0.3463580225,0.6995417075
case049,cases_trunkfloor_lhs_500\case049\case049.key,2000447,3281395,-4068.86525000,-3.43060298,491.23202500,-4070.10944159,-4.70242564,473.82270409,156.67811491,160.15763169,2192.31475833,2203.73376301,1.10714281,0.0110714281,5.7626783004E-05,5.83525584,45.62920177,0,aluminum_rigid,70000.0,0.3300,88.40923936,0.3836514420,0.4791132796,0.1361634373,0.7142856101,0.3890170562,0.1267477827,0.1931920074
case050,cases_trunkfloor_lhs_500\case050\case050.key,2000447,3282494,-4169.08350000,-114.54632500,506.16730000,-4171.56953192,-112.04279790,489.02664665,663.25266584,-667.92023218,4572.98392685,4668.85462726,1.19971325,0.0119971325,6.2445074558E-05,11.63111559,314.79910141,0,aluminum_rigid,70000.0,0.3300,97.28147910,0.2376933056,0.3471163494,0.8477828663,0.8994264960,0.7754077061,0.8744419484,0.2907960163
case051,cases_trunkfloor_lhs_500\case051\case051.key,2000447,3288203,-3677.57125000,43.65203750,508.72812500,-3677.63079912,40.31358670,491.54961516,9.54352992,535.03067654,2753.08228218,2804.60531203,1.02075329,0.0102075329,5.3130208722E-05,10.99941443,88.97810345,2,steel_rigid,210000.0,0.3000,111.68663018,0.9535331057,0.5350438347,0.3096201934,0.5415065791,0.7332942956,0.2471613985,0.8970882347
case052,cases_trunkfloor_lhs_500\case052\case052.key,2000447,3289792,-4208.07450000,367.38660000,614.44342500,-4210.15805468,370.18342412,597.29447242,241.53882487,-324.22552436,1988.01494625,2028.71058091,0.75476034,0.0075476034,3.9285275596E-05,11.49556102,306.68506622,2,steel_rigid,210000.0,0.3000,145.82326401,0.1809067054,0.9196155917,0.0856385731,0.0095206761,0.7663707346,0.8519029617,0.9066840052
case053,cases_trunkfloor_lhs_500\case053\case053.key,2000447,3291558,-3740.75125000,380.36565000,629.17317500,-3741.95536424,383.60773780,612.01832217,149.07570218,-401.38759194,2123.86137979,2166.59242233,1.21898023,0.0121898023,6.3447921013E-05,11.39822296,290.37504061,1,titanium_rigid,110000.0,0.3400,81.26120418,0.8615175790,0.9350337046,0.1254416507,0.9379604616,0.7598815306,0.8065973350,0.4051038919
case054,cases_trunkfloor_lhs_500\case054\case054.key,2000447,3284342,-3962.74075000,90.55621500,489.92640000,-3960.38837831,91.61271545,472.61743833,-527.33459828,-236.83724896,3880.17523217,3923.00057270,0.99611271,0.0099611271,5.1847666807E-05,8.47373212,204.18586834,0,aluminum_rigid,70000.0,0.3300,81.55617935,0.5382114573,0.5907623894,0.6324732464,0.4922254297,0.5649154746,0.5671829676,0.0103646314
case055,cases_trunkfloor_lhs_500\case055\case055.key,2000447,3291646,-3801.39000000,375.07930000,634.57222500,-3802.29716258,375.70625731,617.10700297,207.79384551,-143.61027924,4000.56806847,4008.53427888,0.83616064,0.0083616064,4.3522161444E-05,3.61278956,325.35091161,1,titanium_rigid,110000.0,0.3400,120.92670049,0.7732031358,0.9287539275,0.6571647120,0.1723212851,0.2408526375,0.9037525322,0.5706776202
case056,cases_trunkfloor_lhs_500\case056\case056.key,2000447,3292764,-3694.16800000,-372.38032500,626.36095000,-3691.02587240,-373.02141650,609.15728656,-343.56564941,70.09804981,1881.07822232,1913.48017250,0.80870046,0.0080870046,4.2092858995E-05,10.55907751,168.46816333,0,aluminum_rigid,70000.0,0.3300,81.60434410,0.9293615531,0.0408293913,0.0523744039,0.1174009220,0.7039385007,0.4679671204,0.0937275266
case057,cases_trunkfloor_lhs_500\case057\case057.key,2000447,3282365,-4069.11525000,-181.78307500,516.20937500,-4069.60214452,-182.07223988,498.71853976,70.03229961,41.59192732,2515.78805318,2517.10626314,1.24751460,0.0124751460,6.4933135016E-05,1.85437731,30.70592190,1,titanium_rigid,110000.0,0.3400,85.56941371,0.3832873413,0.2672442626,0.2266263281,0.9950292033,0.1236251539,0.0852942275,0.3544797507
case058,cases_trunkfloor_lhs_500\case058\case058.key,2000447,3282957,-3901.33450000,-222.28422500,509.14230000,-3901.27143521,-222.12882901,491.64310359,-13.03758819,-32.12551330,3617.66524219,3617.83137140,1.20704119,0.0120704119,6.2826494137E-05,0.54908316,247.91107043,1,titanium_rigid,110000.0,0.3400,153.15241687,0.6276436896,0.2191320119,0.5443784450,0.9140823876,0.0366055442,0.6886418623,0.5519803525
case059,cases_trunkfloor_lhs_500\case059\case059.key,2000447,2467253,-3657.60375000,93.43628000,531.12682500,-3658.31247989,95.87240891,513.81171663,103.62286524,-356.18458154,2531.62901144,2558.66187799,1.20354680,0.0120354680,6.2644611171E-05,8.33605061,286.22101420,2,steel_rigid,210000.0,0.3000,87.95932229,0.9826138279,0.5941836851,0.2386224064,0.9070936089,0.5557367074,0.7950583728,0.9382735134
case060,cases_trunkfloor_lhs_500\case060\case060.key,2000447,3287514,-4317.38800000,213.72692500,549.80085000,-4318.14566960,210.24532903,532.66741992,154.02911281,707.78495215,3483.11064366,3557.63183341,0.82184475,0.0082184475,4.2777019402E-05,11.74784043,77.72264133,2,steel_rigid,210000.0,0.3000,83.10183003,0.0217022217,0.7370797180,0.5270003272,0.1436895063,0.7831893622,0.2158962259,0.8717544423
case061,cases_trunkfloor_lhs_500\case061\case061.key,2000447,3293538,-4193.27475000,-393.57660000,640.65102500,-4189.81070990,-392.44586986,623.53460378,-918.46814887,-299.80588851,4538.30996449,4640.01343156,0.78139647,0.0078139647,4.0671686114E-05,12.01828130,198.07769088,0,aluminum_rigid,70000.0,0.3300,93.02090916,0.2024611022,0.0156498471,0.8394571264,0.0627929342,0.8012187535,0.5502158080,0.3011080762
case062,cases_trunkfloor_lhs_500\case062\case062.key,2000447,3283532,-3780.05575000,89.52050500,496.34670000,-3779.29411428,91.04201872,478.92961336,-133.89972481,-267.49043238,3062.01908388,3076.59570593,1.12624363,0.0112624363,5.8620980835E-05,5.57959250,243.40847865,1,titanium_rigid,110000.0,0.3400,149.11780764,0.8042743965,0.5895320456,0.3881370936,0.7524872559,0.3719728334,0.6761346629,0.6567110964
case063,cases_trunkfloor_lhs_500\case063\case063.key,2000447,3283113,-3774.78375000,-157.61322500,504.81120000,-3774.53110297,-156.76351087,487.33366713,-63.16776269,-212.44872911,4369.79865353,4375.41596893,1.12877385,0.0112877385,5.8752679102E-05,2.90361369,253.44111241,0,aluminum_rigid,70000.0,0.3300,139.84939621,0.8119525519,0.2959561851,0.7630743826,0.7575477080,0.1935742461,0.7040030900,0.2540209289
case064,cases_trunkfloor_lhs_500\case064\case064.key,2000447,3292701,-3726.42600000,-355.34795000,626.79425000,-3722.61674862,-354.47372941,609.73625064,-959.71521182,-220.25398550,4297.64797299,4409.00705439,0.81519540,0.0081519540,4.2430920417E-05,12.90471458,192.92551580,1,titanium_rigid,110000.0,0.3400,80.51637036,0.8823809127,0.0610625425,0.7727712983,0.1303907941,0.8603143053,0.5359042106,0.3466286906
