case,key_file,panel_pid,impact_element_id,impact_x,impact_y,impact_z,ball_center_x,ball_center_y,ball_center_z,velocity_vx,velocity_vy,velocity_vz,impact_speed,mass_ratio,impactor_mass,impactor_density,theta_deg,phi_deg,material_index,material_name,material_young_mpa,material_poisson,min_boundary_distance_mm,lhs_u_x,lhs_u_y,lhs_u_v,lhs_u_m,lhs_u_theta,lhs_u_phi,lhs_u_material
case116,cases_trunkfloor_lhs_500\case116\case116.key,2000447,3289139,-4301.73350000,-299.31165000,598.56517500,-4301.40388393,-300.63597710,581.11847013,-51.24093690,205.87515833,2712.20239299,2720.48746275,1.02152926,0.0102152926,5.3170598153E-05,4.47272946,103.97654587,2,steel_rigid,210000.0,0.3000,81.71239555,0.0445014788,0.1276293564,0.2853374506,0.5430585265,0.2981819641,0.2888237385,0.8004016379
case117,cases_trunkfloor_lhs_500\case117\case117.key,2000447,3284625,-3951.08850000,326.27380000,514.17045000,-3948.19617893,324.43793454,497.00903756,-420.97564895,267.20914961,2497.83359664,2547.11481938,0.98404183,0.0098404183,5.1219377293E-05,11.28903517,147.59516070,0,aluminum_rigid,70000.0,0.3300,188.15209405,0.5551818264,0.8707767479,0.2352890561,0.4680836616,0.7526023444,0.4099865575,0.2371267835
case118,cases_trunkfloor_lhs_500\case118\case118.key,2000447,3284965,-4219.67975000,231.06522500,516.93522500,-4220.58656811,232.27435795,499.50061349,104.71784612,-139.62866060,2013.31991801,2020.87087228,0.97848895,0.0097848895,5.0930349880E-05,4.95455426,306.86893924,1,titanium_rigid,110000.0,0.3400,177.02697096,0.1640047872,0.7576762847,0.0833754431,0.4569779013,0.3303036171,0.8524137201,0.5639988435
case119,cases_trunkfloor_lhs_500\case119\case119.key,2000447,3288260,-3659.08075000,36.14746000,517.13850000,-3658.92831558,36.36695753,499.64054056,-28.15827568,-40.54643191,3232.29074569,3232.66768572,0.95077764,0.0095077764,4.9487975906E-05,0.87497864,235.22118547,2,steel_rigid,210000.0,0.3000,93.28499712,0.9804627210,0.5261289739,0.4331912144,0.4015552701,0.0583319092,0.6533921818,0.6677894334
case120,cases_trunkfloor_lhs_500\case120\case120.key,2000447,3287878,-3886.40825000,328.86817500,521.16575000,-3887.86587087,330.10760610,503.77066012,164.72566662,-140.06805018,1965.81829336,1977.67418106,0.90707235,0.0090707235,4.7213115728E-05,6.27688970,319.62511939,1,titanium_rigid,110000.0,0.3400,184.42037786,0.6493823214,0.8738586658,0.0709056266,0.3141446966,0.4184593133,0.8878475539,0.6275537807
case121,cases_trunkfloor_lhs_500\case121\case121.key,2000447,3284269,-3897.60375000,153.11670000,495.23630000,-3899.19319766,153.12239238,477.80863166,306.24452757,-1.09677040,3357.85077326,3371.78717138,1.21926819,0.0121926819,6.3462909541E-05,5.21113742,359.79480434,1,titanium_rigid,110000.0,0.3400,136.41861808,0.6330771642,0.6650794331,0.4733515693,0.9385363897,0.3474091612,0.9994300121,0.6165715832
case122,cases_trunkfloor_lhs_500\case122\case122.key,2000447,3292975,-3666.94900000,-385.73827500,629.34320000,-3669.77072722,-382.74478158,612.33358940,709.52914838,-752.72011396,4277.10178379,4400.41121388,0.85510506,0.0085510506,4.4508218271E-05,13.59591855,313.30812652,2,steel_rigid,210000.0,0.3000,81.05895835,0.9690033799,0.0249611742,0.7702898917,0.2102101161,0.9063945697,0.8703003515,0.9985748417
case123,cases_trunkfloor_lhs_500\case123\case123.key,2000447,2951531,-3777.05800000,338.33415000,633.60450000,-3777.19242952,338.76267321,616.11026390,18.15522983,-57.87372721,2362.66469350,2363.44313123,1.18420224,0.0118420224,6.1637726544E-05,1.47058087,287.41685893,0,aluminum_rigid,70000.0,0.3300,81.23621679,0.8086403279,0.8851035159,0.1822675821,0.8684044782,0.0980387248,0.7983801637,0.2895470307
case124,cases_trunkfloor_lhs_500\case124\case124.key,2000447,3289641,-4234.74700000,352.02507500,604.55647500,-4236.17042613,353.35249900,587.16504597,144.73640585,-134.97474465,1768.39028022,1779.42996267,0.90119621,0.0090119621,4.6907262780E-05,6.38557867,316.99875867,1,titanium_rigid,110000.0,0.3400,138.88463804,0.1420608026,0.9013672816,0.0136774235,0.3023924219,0.4257052444,0.8805521074,0.4265619181
case125,cases_trunkfloor_lhs_500\case125\case125.key,2000447,3281734,-3913.32400000,-122.13392500,498.77277500,-3915.97441023,-124.09202276,481.58582708,730.78311880,539.89558720,4738.86315685,4825.17929524,0.91815976,0.0091815976,4.7790215561E-05,10.85366595,36.45663474,2,steel_rigid,210000.0,0.3000,87.90694898,0.6101821487,0.3381028643,0.8929099319,0.3363195220,0.7235777299,0.1012684298,0.7506316003
case126,cases_trunkfloor_lhs_500\case126\case126.key,2000447,3282216,-3952.95475000,-231.69935000,518.10145000,-3951.58949546,-234.18383481,500.83259320,-281.82346856,512.86123345,3564.73388405,3612.44775413,0.85823250,0.0085823250,4.4671001773E-05,9.32262782,118.78932835,1,titanium_rigid,110000.0,0.3400,133.19687779,0.5524638148,0.2079475677,0.5428243279,0.2164650057,0.6215085213,0.3299703565,0.5665952921
case127,cases_trunkfloor_lhs_500\case127\case127.key,2000447,3289057,-4222.65750000,-317.72650000,585.73490000,-4223.94169009,-318.34379588,568.29300212,243.10905060,116.85981489,3301.91243761,3312.91170611,1.06110216,0.0106110216,5.5230367316E-05,4.67019306,25.67307568,0,aluminum_rigid,70000.0,0.3300,155.89447306,0.1596679839,0.1057539311,0.4563556786,0.6222043157,0.3113462037,0.0713140991,0.2357392631
case128,cases_trunkfloor_lhs_500\case128\case128.key,2000447,3291161,-3890.07825000,384.78875000,630.52202500,-3887.12408109,385.21894420,613.27853872,-642.26031796,-93.52771415,3748.87399287,3804.64215975,0.88305032,0.0088305032,4.5962769001E-05,9.82213336,188.28533037,1,titanium_rigid,110000.0,0.3400,130.07946844,0.6440373232,0.9402880072,0.5983060996,0.2661006340,0.6548088904,0.5230148066,0.4750219497
case129,cases_trunkfloor_lhs_500\case129\case129.key,2000447,3285564,-4307.40500000,139.19872500,515.50990000,-4309.61254666,140.47164617,498.19642521,504.74826889,-291.04922999,3958.66895197,4001.31732565,1.03776600,0.0103776600,5.4015720212E-05,8.37286084,330.03128162,0,aluminum_rigid,70000.0,0.3300,103.96300399,0.0362414905,0.6485459495,0.6550813561,0.5755319966,0.5581907229,0.9167535600,0.0599076884
case130,cases_trunkfloor_lhs_500\case130\case130.key,2000447,3292788,-3771.73450000,-393.09997500,629.44505000,-3773.49809527,-393.01198430,612.03436393,333.18937289,-16.62374875,3289.33496045,3306.20870322,0.83236473,0.0083236473,4.3324584094E-05,5.79112702,357.14372194,1,titanium_rigid,110000.0,0.3400,93.12202509,0.8163934880,0.0162160409,0.4544206874,0.1647294561,0.3860751345,0.9920658943,0.5607276452
case131,cases_trunkfloor_lhs_500\case131\case131.key,2000447,3291297,-3929.93200000,428.58687500,638.79947500,-3926.76137640,429.41527451,621.60904452,-756.65619444,-197.69411196,4102.42505850,4176.30254162,1.03246642,0.0103246642,5.3739877360E-05,10.79294583,194.64253386,1,titanium_rigid,110000.0,0.3400,86.03675448,0.5859942115,0.9923168105,0.7055952604,0.5649328477,0.7195297218,0.5406737052,0.6074412151
case132,cases_trunkfloor_lhs_500\case132\case132.key,2000447,3282982,-3823.50750000,-224.77030000,506.27340000,-3819.78130136,-225.73333998,489.20184478,-673.11861643,173.96821771,3083.88863146,3161.28497668,1.13033547,0.0113033547,5.8833961002E-05,12.70445650,165.50894354,1,titanium_rigid,110000.0,0.3400,144.70961035,0.7409911476,0.2161787461,0.4125847916,0.7606709319,0.8469637666,0.4597470654,0.4372353691
case133,cases_trunkfloor_lhs_500\case133\case133.key,2000447,3290859,-4088.30300000,404.30132500,639.85807500,-4092.27676780,405.99401937,622.89947968,911.80589846,-388.39932093,3891.25586109,4015.48455425,1.18755252,0.0118755252,6.1812108529E-05,14.28912634,336.92759058,1,titanium_rigid,110000.0,0.3400,109.45051519,0.3553422492,0.9634674453,0.6591710846,0.8751050347,0.9526084228,0.9359099738,0.3355712560
case134,cases_trunkfloor_lhs_500\case134\case134.key,2000447,3291087,-4086.85050000,428.70875000,643.54825000,-4085.77742942,428.93238016,626.08261205,-172.25652529,-35.89862136,2803.70198640,2809.21801398,0.76097104,0.0076097104,3.9608542517E-05,3.59111416,191.77206495,0,aluminum_rigid,70000.0,0.3300,85.01805567,0.3574576742,0.9924615887,0.3109517664,0.0219420756,0.2394076105,0.5327001804,0.3225182184
case135,cases_trunkfloor_lhs_500\case135\case135.key,2000447,3289925,-4030.62800000,387.33702500,614.59047500,-4029.97733333,387.86256396,597.11047381,-67.86289325,-54.81238918,1823.12006011,1825.20588534,1.21494870,0.0121494870,6.3238079878E-05,2.73944147,218.92757033,2,steel_rigid,210000.0,0.3000,126.55962632,0.4393402787,0.9433151619,0.0268918003,0.9298974017,0.1826294311,0.6081321398,0.9831033781
case136,cases_trunkfloor_lhs_500\case136\case136.key,2000447,3287829,-3920.81425000,364.68462500,554.52837500,-3917.64119221,365.65347681,537.34573753,-688.81461118,-210.32055778,3730.04607685,3798.93985751,0.79272870,0.0079272870,4.1261528809E-05,10.92835894,196.97936736,2,steel_rigid,210000.0,0.3000,150.00889300,0.5992733278,0.9164058532,0.5966599860,0.0854573990,0.7285572627,0.5471649093,0.7041275423
case137,cases_trunkfloor_lhs_500\case137\case137.key,2000447,3285008,-4213.77825000,171.16712500,509.95790000,-4212.76010916,170.81611792,492.49106906,-257.19358857,88.66825302,4412.31383365,4420.69270225,1.24281223,0.0124281223,6.4688376663E-05,3.52820472,160.97821502,1,titanium_rigid,110000.0,0.3400,157.03507831,0.1725997481,0.6865219495,0.7761446558,0.9856244635,0.2352136479,0.4471617084,0.4241929314
case138,cases_trunkfloor_lhs_500\case138\case138.key,2000447,3295068,-3686.71450000,397.55907500,628.13382500,-3686.00527778,401.49763993,611.09754870,-130.45358601,-724.45547537,3133.63467728,3218.93152530,1.14905338,0.0114905338,5.9808228613E-05,13.21940653,259.79207342,2,steel_rigid,210000.0,0.3000,81.46774202,0.9402168511,0.9554581709,0.4292259246,0.7981067671,0.8812937687,0.7216446484,0.9223148986
case139,cases_trunkfloor_lhs_500\case139\case139.key,2000447,3283437,-3742.89850000,0.24316400,497.45632500,-3744.48381370,0.64824722,480.03298755,275.82112636,-70.47848716,3031.40290960,3044.74105815,0.86947417,0.0086947417,4.5256130633E-05,5.36498972,345.66634567,0,aluminum_rigid,70000.0,0.3300,160.75671675,0.8583903181,0.4834774322,0.3789414446,0.2389483432,0.3576659816,0.9601842935,0.0969654667
case140,cases_trunkfloor_lhs_500\case140\case140.key,2000447,3283204,-3743.19775000,-127.89042500,500.69242500,-3742.32236790,-127.57183782,483.21723664,-254.75300764,-92.71498926,5085.61552690,5092.83618935,0.95672527,0.0095672527,4.9797550219E-05,3.05138933,199.99850601,0,aluminum_rigid,70000.0,0.3300,145.58423588,0.8579544896,0.3312645851,0.9701758579,0.4134505368,0.2034259556,0.5555514056,0.1951136529
case141,cases_trunkfloor_lhs_500\case141\case141.key,2000447,3288897,-4064.76600000,-374.60932500,578.61525000,-4067.09711099,-371.36968513,561.57645148,648.14879840,-900.75877887,4737.51650518,4865.75028947,0.77899949,0.0077899949,4.0546923379E-05,13.18324702,305.73723088,1,titanium_rigid,110000.0,0.3400,112.12328272,0.3896216011,0.0381815107,0.9046217746,0.0579989771,0.8788831347,0.8492700858,0.4688835295
case142,cases_trunkfloor_lhs_500\case142\case142.key,2000447,3287642,-4082.95175000,363.69312500,544.99705000,-4083.14348853,363.65993433,527.49813190,46.37697222,8.02802978,4232.57055654,4232.83224200,1.23574163,0.0123574163,6.4320351852E-05,0.63710958,9.82079536,2,steel_rigid,210000.0,0.3000,150.04505377,0.3631358245,0.9152280275,0.7219139869,0.9714832604,0.0424739719,0.0272799871,0.9289946571
case143,cases_trunkfloor_lhs_500\case143\case143.key,2000447,3288232,-3649.00775000,54.92895500,531.57942500,-3650.22436761,53.47713712,514.18223941,340.87259006,406.77113188,4874.35301046,4903.15960855,0.89066724,0.0089066724,4.6359229892E-05,6.21381699,50.03712634,1,titanium_rigid,110000.0,0.3400,83.23093197,0.9951330661,0.5484399452,0.9154209199,0.2813344819,0.4142544661,0.1389920176,0.4773361075
case144,cases_trunkfloor_lhs_500\case144\case144.key,2000447,3291648,-3784.69600000,387.69322500,634.05372500,-3787.23894276,388.27042895,616.74909332,730.20364639,-165.74357787,4969.00887146,5025.10870166,1.05577973,0.0105577973,5.4953334850E-05,8.56940242,347.21153738,0,aluminum_rigid,70000.0,0.3300,115.49617083,0.7975163235,0.9437383001,0.9506246072,0.6115594563,0.5712934948,0.9644764927,0.0611973660
case145,cases_trunkfloor_lhs_500\case145\case145.key,2000447,3286020,-4185.40575000,-225.69620000,521.22075000,-4182.08132240,-225.61228554,504.03962258,-887.89240175,-22.41198179,4588.75762572,4673.92252414,0.96280875,0.0096280875,5.0114195638E-05,10.95440659,181.44594024,0,aluminum_rigid,70000.0,0.3300,198.13984603,0.2139215356,0.2150788481,0.8492458428,0.4256175077,0.7302937729,0.5040165007,0.1446581106
case146,cases_trunkfloor_lhs_500\case146\case146.key,2000447,3041740,-3932.33100000,329.07532500,515.59907500,-3931.46085877,326.32591198,498.33832234,-223.43814313,706.00463302,4432.28109421,4493.71592824,1.22173896,0.0122173896,6.3591512760E-05,9.48501872,107.56167034,2,steel_rigid,210000.0,0.3000,185.56507977,0.5825003013,0.8741047440,0.7972246552,0.9434779158,0.6323345812,0.2987824176,0.8097828682
case147,cases_trunkfloor_lhs_500\case147\case147.key,2000447,3291534,-3747.36475000,412.29957500,628.82102500,-3748.43663784,409.99399987,611.50671359,192.49604910,414.04901377,3109.40791549,3142.75498562,0.85718826,0.0085718826,4.4616648729E-05,8.35402895,65.06575294,1,titanium_rigid,110000.0,0.3400,102.85015470,0.8518856593,0.9729687510,0.4072356415,0.2143765121,0.5569352630,0.1807382026,0.4594509275
case148,cases_trunkfloor_lhs_500\case148\case148.key,2000447,3282886,-3978.80050000,-273.37985000,516.01925000,-3976.33398941,-274.43042656,498.72582309,-502.62897264,214.08795919,3524.07869293,3566.17444503,1.00568562,0.0100568562,5.2345936465E-05,8.81218508,156.92908132,0,aluminum_rigid,70000.0,0.3300,164.73702644,0.5148219930,0.1584343400,0.5294663679,0.5113712378,0.5874790054,0.4359141148,0.0159262772
case149,cases_trunkfloor_lhs_500\case149\case149.key,2000447,3286283,-3823.33375000,-323.35920000,552.39777500,-3821.94230920,-323.10735178,534.95499813,-184.55172547,-33.40352204,2313.49732624,2321.08703266,0.82546677,0.0082546677,4.2965545576E-05,4.63471271,190.25935940,1,titanium_rigid,110000.0,0.3400,144.48755590,0.7412441976,0.0990627168,0.1700404240,0.1509335476,0.3089808471,0.5284982205,0.3335023318
case150,cases_trunkfloor_lhs_500\case150\case150.key,2000447,3285670,-4265.93350000,42.83660750,516.93335000,-4266.32608303,44.76983461,499.54489085,65.34195909,-321.76848799,2894.15463471,2912.71961937,0.91475660,0.0091475660,4.7613080984E-05,6.47241762,281.47903884,1,titanium_rigid,110000.0,0.3400,80.23605552,0.0966406978,0.5340751665,0.3408301202,0.3295131982,0.4314945078,0.7818862190,0.4025524483
case151,cases_trunkfloor_lhs_500\case151\case151.key,2000447,3293148,-3746.64825000,-338.17170000,632.00655000,-3748.10712585,-334.72531456,614.91140131,355.07824669,-838.82154480,4160.81697748,4259.35441885,1.13656998,0.0113656998,5.9158467502E-05,12.34830124,292.94323513,0,aluminum_rigid,70000.0,0.3300,82.57269628,0.8529291719,0.0814666063,0.7295702834,0.7731399616,0.8232200826,0.8137312087,0.0575738550
case152,cases_trunkfloor_lhs_500\case152\case152.key,2000447,3286852,-4297.99700000,-244.95585000,553.71387500,-4296.48571933,-244.15885928,536.29747938,-207.71821916,-109.54251978,2393.79935521,2405.29037233,1.07146556,0.0107146556,5.5769782266E-05,5.60281343,207.80542297,1,titanium_rigid,110000.0,0.3400,95.54386928,0.0499433277,0.1921998654,0.1943478457,0.6429311149,0.3735208952,0.5772372860,0.6621383065
case153,cases_trunkfloor_lhs_500\case153\case153.key,2000447,3285459,-4231.65025000,82.46417250,507.91002500,-4227.49465195,81.69961083,490.92778574,-1233.83879331,227.00603660,5042.19738196,5195.92574496,1.12113553,0.0112113553,5.8355104268E-05,13.97203884,169.57510334,0,aluminum_rigid,70000.0,0.3300,80.85804698,0.1465709179,0.5811496654,0.9999352631,0.7422710574,0.9314692561,0.4710419537,0.0765508200
case154,cases_trunkfloor_lhs_500\case154\case154.key,2000447,3284110,-3828.00725000,44.90222500,494.40862500,-3827.93771144,45.33219673,476.91404616,-11.69314909,-72.30123396,2941.77395559,2942.68554283,1.04873164,0.0104873164,5.4586482113E-05,1.42618555,260.81320171,1,titanium_rigid,110000.0,0.3400,85.69064977,0.7344376993,0.5365289612,0.3494805412,0.5974632896,0.0950790367,0.7244811159,0.4844662042
case155,cases_trunkfloor_lhs_500\case155\case155.key,2000447,2953483,-3935.54550000,99.99573250,489.17797500,-3939.66575023,100.61737029,472.18129578,588.85080088,-88.84215505,2429.10202349,2501.03475281,0.78225105,0.0078225105,4.0716167298E-05,13.77486880,351.42027758,2,steel_rigid,210000.0,0.3000,82.90336973,0.5778186946,0.6019758101,0.2219868805,0.0645021056,0.9183245866,0.9761674377,0.7793231514
case156,cases_trunkfloor_lhs_500\case156\case156.key,2000447,3284764,-4072.91325000,290.24915000,514.27685000,-4072.42527395,289.43749546,496.80249461,-85.41769400,142.07594600,3058.79589922,3063.28485616,1.08505496,0.0108505496,5.6477110706E-05,3.10219938,121.01476925,2,steel_rigid,210000.0,0.3000,223.47665853,0.3777559236,0.8279822348,0.3842945805,0.6701099215,0.2068132921,0.3361521368,0.6830384773
case157,cases_trunkfloor_lhs_500\case157\case157.key,2000447,3285374,-4163.66975000,143.67120000,501.52430000,-4164.99972756,142.39645775,484.12153609,342.36525729,328.14648232,4479.85132621,4504.88201713,0.83823493,0.0083823493,4.3630127849E-05,6.04273619,43.78517606,0,aluminum_rigid,70000.0,0.3300,126.57554355,0.2455779061,0.6538589057,0.8004480290,0.1764698501,0.4028490792,0.1216254891,0.0655377453
case158,cases_trunkfloor_lhs_500\case158\case158.key,2000447,3281637,-4112.49775000,-100.84394250,502.52670000,-4112.95427778,-102.03775021,485.07343654,111.58702347,291.79702727,4266.02235315,4277.44595366,0.87304193,0.0087304193,4.5441832398E-05,4.18835582,69.07248807,0,aluminum_rigid,70000.0,0.3300,80.36409985,0.3201049484,0.3633937258,0.7347928621,0.2460838578,0.2792237215,0.1918680224,0.0684103586
case159,cases_trunkfloor_lhs_500\case159\case159.key,2000447,3286361,-3692.39675000,-175.72890000,528.57282500,-3691.93748707,-175.77750244,511.07891991,-97.50718804,10.31889815,3714.17198688,3715.46601108,1.11058633,0.0111058633,5.7806018673E-05,1.51221934,173.95904130,1,titanium_rigid,110000.0,0.3400,82.33503231,0.9319412065,0.2744361568,0.5725631509,0.7211726676,0.1008146228,0.4832195592,0.6085772735
case160,cases_trunkfloor_lhs_500\case160\case160.key,2000447,2948139,-4114.27525000,234.86382500,509.78227500,-4115.22815036,235.17019597,492.31092366,134.24600275,-43.16199179,2461.38963621,2465.42570118,1.15385381,0.0115385381,6.0058090587E-05,3.27891388,342.17666616,0,aluminum_rigid,70000.0,0.3300,225.91097621,0.3175161925,0.7621887293,0.2117074280,0.8077076114,0.2185942587,0.9504907393,0.1001693740
case161,cases_trunkfloor_lhs_500\case161\case161.key,2000447,3282184,-3880.01200000,-179.37305000,506.12422500,-3881.26117913,-179.60103065,488.67035505,147.66419932,26.94936122,2063.20428907,2068.65727520,1.20067527,0.0120067527,6.2495147682E-05,4.16107938,10.34289929,1,titanium_rigid,110000.0,0.3400,141.60936152,0.6586978376,0.2701071869,0.0971701958,0.9013505353,0.2774052920,0.0287302758,0.4401655185
case162,cases_trunkfloor_lhs_500\case162\case162.key,2000447,3284743,-4093.96650000,301.73992500,515.36985000,-4091.36796614,304.82187651,498.34048722,-656.02266147,-778.06568547,4299.21197522,4418.02846880,0.93716885,0.0093716885,4.8779638449E-05,13.31802685,229.86423487,0,aluminum_rigid,70000.0,0.3300,211.99500503,0.3470939121,0.8416323916,0.7753755575,0.3743376926,0.8878684565,0.6385117635,0.1055424036
case163,cases_trunkfloor_lhs_500\case163\case163.key,2000447,2994206,-4223.87200000,158.33477500,515.73472500,-4224.69937812,159.88027924,498.32275032,178.24936982,-332.96162001,3751.21538247,3770.17945513,1.08271666,0.0108271666,5.6355402270E-05,5.74916317,298.16215147,1,titanium_rigid,110000.0,0.3400,146.84413204,0.1578991827,0.6712781048,0.5883575691,0.6654333245,0.3832775448,0.8282281985,0.4622787672
case164,cases_trunkfloor_lhs_500\case164\case164.key,2000447,3283348,-3702.38650000,-35.02789250,501.74525000,-3701.33531772,-32.47959220,484.46372283,-310.59663001,-752.95550812,5106.23533923,5170.78829613,0.81440374,0.0081440374,4.2389714523E-05,9.06296236,247.58369106,2,steel_rigid,210000.0,0.3000,136.43137557,0.9173921070,0.4415781303,0.9926787033,0.1288074745,0.6041974907,0.6877324752,0.9035283143
case165,cases_trunkfloor_lhs_500\case165\case165.key,2000447,3282138,-3924.46550000,-142.85417500,507.10062500,-3923.89149581,-142.60967791,489.61175024,-146.07891122,-62.22231326,4450.76155757,4453.59283129,0.80682292,0.0080682292,4.1995133096E-05,2.04313148,203.07158012,0,aluminum_rigid,70000.0,0.3300,84.72007143,0.5939556372,0.3134888012,0.7856421094,0.1136458442,0.1362087652,0.5640877226,0.0193675288
case166,cases_trunkfloor_lhs_500\case166\case166.key,2000447,3287686,-4073.49275000,354.19092500,531.97970000,-4075.70110962,353.30765039,514.64208270,583.34659834,233.32035084,4579.79760391,4622.69161125,0.93942496,0.0093942496,4.8897069120E-05,7.81132795,21.79986095,2,steel_rigid,210000.0,0.3000,159.53440809,0.3769119382,0.9039401448,0.8344567453,0.3788499182,0.5207551967,0.0605551693,0.7374753696
case167,cases_trunkfloor_lhs_500\case167\case167.key,2000447,3281903,-3857.12675000,-80.81750250,493.38037500,-3854.35134194,-80.95445473,476.10240191,-641.77526966,31.66833640,3995.29567941,4046.63637435,0.91962840,0.0091962840,4.7866657970E-05,9.13653769,177.17503686,2,steel_rigid,210000.0,0.3000,86.17758880,0.6920279790,0.3871835959,0.6681638447,0.3392567904,0.6091025124,0.4921528802,0.8218807103
case168,cases_trunkfloor_lhs_500\case168\case168.key,2000447,3286682,-4142.29800000,-339.28755000,538.89190000,-4145.91724122,-337.53499962,521.86017489,692.48425617,-335.32264686,3258.74977304,3348.34672724,1.08096876,0.0108096876,5.6264424049E-05,13.28440944,334.16227522,1,titanium_rigid,110000.0,0.3400,147.30069192,0.2767037819,0.0801410623,0.4665848928,0.6619375235,0.8856272960,0.9282285423,0.4069300170
case169,cases_trunkfloor_lhs_500\case169\case169.key,2000447,3286300,-3898.70275000,-328.82265000,518.29295000,-3901.09767869,-331.20284637,501.12178284,550.42805081,547.04211206,3946.46074931,4022.03661810,0.81331052,0.0081331052,4.2332812378E-05,11.12470743,44.82323038,0,aluminum_rigid,70000.0,0.3300,157.59151825,0.6314765776,0.0925725585,0.6610625034,0.1266210328,0.7416471619,0.1245089733,0.1606272059
case170,cases_trunkfloor_lhs_500\case170\case170.key,2000447,2998046,-3849.93950000,-382.00065000,630.36077500,-3853.09618051,-380.90241325,613.18290423,487.77354311,-169.70068036,2654.34238858,2704.11813094,1.01287684,0.0101287684,5.2720239367E-05,11.01037519,340.81676735,2,steel_rigid,210000.0,0.3000,104.14243449,0.7024955097,0.0294011852,0.2806120294,0.5257536741,0.7340250126,0.9467132426,0.9368842261
case171,cases_trunkfloor_lhs_500\case171\case171.key,2000447,3288955,-4106.83675000,-375.16662500,617.52665000,-4107.98450154,-370.96470690,600.57741548,230.02750256,-842.13062984,3396.89379637,3507.27588215,1.10899747,0.0110899747,5.7723318422E-05,14.41277526,285.27762964,0,aluminum_rigid,70000.0,0.3300,111.46699956,0.3283496444,0.0375194812,0.5124638094,0.7179949442,0.9608516838,0.7924378601,0.1698524045
case172,cases_trunkfloor_lhs_500\case172\case172.key,2000447,3295540,-4064.30700000,103.52630000,493.15600000,-4060.57061523,103.07056961,476.06560098,-663.16520937,80.88688951,3033.34874064,3106.04819121,0.93325638,0.0093325638,4.8575994580E-05,12.42080779,173.04592872,1,titanium_rigid,110000.0,0.3400,136.33385372,0.3902900899,0.6061698527,0.3966392977,0.3665127600,0.8280538530,0.4806831353,0.4722035408
case173,cases_trunkfloor_lhs_500\case173\case173.key,2000447,3282948,-3923.41925000,-268.21032500,511.61792500,-3920.51698058,-269.29615174,494.39445809,-534.49438452,199.97051036,3171.94753887,3222.87505830,1.16401179,0.0116401179,6.0586813861E-05,10.19919066,159.48765717,1,titanium_rigid,110000.0,0.3400,178.73947059,0.5954793986,0.1645753380,0.4303643250,0.8280235873,0.6799460443,0.4430212699,0.3611968986
case174,cases_trunkfloor_lhs_500\case174\case174.key,2000447,3281900,-3847.94175000,-66.51904000,492.38565000,-3844.99017828,-67.72324472,475.17843886,-420.29712987,171.47602492,2450.26790598,2491.96037600,1.17535930,0.0117535930,6.1177451776E-05,10.49550283,157.80514866,0,aluminum_rigid,70000.0,0.3300,81.58406682,0.7054050384,0.4041690695,0.2193673324,0.8507186081,0.6997001886,0.4383476352,0.0789638333
case175,cases_trunkfloor_lhs_500\case175\case175.key,2000447,3284154,-3867.19275000,86.14526500,491.89417500,-3867.42315317,86.33899780,474.39676428,40.76772825,-34.27924100,3096.00632452,3096.46447348,0.93269082,0.0093269082,4.8546557114E-05,0.98562857,319.94144856,2,steel_rigid,210000.0,0.3000,83.39343754,0.6773678287,0.5855225201,0.3938727154,0.3653816374,0.0657085715,0.8887262460,0.7294572081
case176,cases_trunkfloor_lhs_500\case176\case176.key,2000447,3281902,-3867.18075000,-85.84942500,494.64610000,-3870.37010621,-83.36606222,477.61932942,636.72340301,-495.77880204,3399.22624061,3493.70181145,1.04365147,0.0104365147,5.4322059024E-05,13.35481987,322.09422062,1,titanium_rigid,110000.0,0.3400,84.22527728,0.6773853056,0.3812060591,0.5085453109,0.5873029404,0.8903213245,0.8947061684,0.4838900519
case177,cases_trunkfloor_lhs_500\case177\case177.key,2000447,3287595,-4054.92225000,350.46245000,526.22362500,-4057.93593154,350.05451389,508.98989900,822.81672192,111.37761136,4705.27417631,4777.97419462,1.24906756,0.0124906756,6.5013966582E-05,10.00772138,7.70878204,2,steel_rigid,210000.0,0.3000,163.38174369,0.4039580658,0.8995110033,0.8792829868,0.9981351232,0.6671814256,0.0214132834,0.8330012658
case178,cases_trunkfloor_lhs_500\case178\case178.key,2000447,3284572,-3972.74100000,261.45710000,510.66432500,-3972.97758346,265.37954225,493.61121751,61.49101553,-1019.49206294,4432.31707008,4548.47005279,0.90089170,0.0090089170,4.6891413206E-05,12.97623511,273.45163315,0,aluminum_rigid,70000.0,0.3300,248.23363169,0.5236470655,0.7937794943,0.8130308169,0.3017834085,0.8650823409,0.7595878699,0.2861993319
case179,cases_trunkfloor_lhs_500\case179\case179.key,2000447,3283040,-3814.91350000,-239.84167500,506.66570000,-3814.23200238,-239.94694963,489.17929161,-201.77639147,31.16949354,5177.33928996,5181.36346659,1.18224469,0.0118224469,6.1535836174E-05,2.25830310,171.21862020,2,steel_rigid,210000.0,0.3000,132.37149635,0.7535074730,0.1982751119,0.9957314935,0.8644893823,0.1505535399,0.4756072783,0.9466499205
