case,key_file,panel_pid,impact_element_id,impact_x,impact_y,impact_z,ball_center_x,ball_center_y,ball_center_z,velocity_vx,velocity_vy,velocity_vz,impact_speed,mass_ratio,impactor_mass,impactor_density,theta_deg,phi_deg,material_index,material_name,material_young_mpa,material_poisson,min_boundary_distance_mm,lhs_u_x,lhs_u_y,lhs_u_v,lhs_u_m,lhs_u_theta,lhs_u_phi,lhs_u_material
case242,cases_floorfrontdriver_lhs_100\case242\case242.key,2000394,3046503,-2613.28800000,396.76835000,303.24180000,-2613.26986434,396.77430118,285.74181041,-2.34046061,-0.76801742,2258.42515326,2258.42649658,0.92380917,0.0092380917,4.8084267057E-05,0.06249215,198.16714504,2,steel_rigid,210000.0,0.3000,155.52967902,0.1047326443,0.4435680059,0.1519518768,0.3476183307,0.0041661433,0.5504642918,0.6903912917
case243,cases_floorfrontdriver_lhs_100\case243\case243.key,2000394,3045180,-2158.24175000,580.07417500,288.01842500,-2156.99562128,579.95533573,270.56325269,-193.29069078,18.43350921,2707.52310481,2714.47645937,0.79392269,0.0079392269,4.1323676039E-05,4.10189490,174.55236170,2,steel_rigid,210000.0,0.3000,115.20156560,0.5302893070,0.9054599793,0.2836022226,0.0878453809,0.2734596599,0.4848676714,0.9403591108
case244,cases_floorfrontdriver_lhs_100\case244\case244.key,2000394,2724616,-2451.64125000,381.11565000,293.31785000,-2448.95641893,383.87131451,276.24600197,-298.28552907,-306.15514435,1896.68738199,1944.25519268,1.14739643,0.0114739643,5.9721984378E-05,12.70009661,225.74592973,1,titanium_rigid,110000.0,0.3400,184.54381470,0.2559037648,0.4041265070,0.0612583911,0.7947928676,0.8466731072,0.6270720270,0.4992569518
case245,cases_floorfrontdriver_lhs_100\case245\case245.key,2000394,3045160,-2316.15375000,570.74010000,284.13725000,-2315.50815833,569.95188916,266.66693417,-144.74044895,176.71539978,3916.81223744,3923.46737383,0.84584398,0.0084584398,4.4026179009E-05,3.33766308,129.31952086,0,aluminum_rigid,70000.0,0.3300,124.43206614,0.3826109035,0.8819400812,0.6326080003,0.1916879542,0.2225108723,0.3592208913,0.1419848938
case246,cases_floorfrontdriver_lhs_100\case246\case246.key,2000394,3047465,-1745.61825000,309.73415000,302.47582500,-1745.97403278,310.22223131,284.98625110,84.19208270,-115.49907356,4138.71532149,4141.18254308,1.06457348,0.0106457348,5.5411049864E-05,1.97788522,306.08986503,2,steel_rigid,210000.0,0.3000,109.13107517,0.9161724554,0.2242601994,0.6954569854,0.6291469688,0.1318590148,0.8502496251,0.7422387482
case247,cases_floorfrontdriver_lhs_100\case247\case247.key,2000394,3048050,-2054.31025000,255.12032500,311.92047500,-2052.02246598,252.97790315,294.70344643,-495.14249482,463.68192624,3726.26192366,3787.50510793,1.07472483,0.0107472483,5.5939427636E-05,10.31755625,136.87929229,1,titanium_rigid,110000.0,0.3400,93.17387188,0.6274854542,0.0866448923,0.5933590566,0.6494496690,0.6878370834,0.3802202564,0.3901803877
case248,cases_floorfrontdriver_lhs_100\case248\case248.key,2000394,3045520,-1966.81525000,586.33147500,289.59477500,-1964.08703018,585.75301101,272.31842712,-640.61895863,135.83032968,4056.69510886,4109.21132760,1.20735745,0.0120735745,6.2842955378E-05,9.16998725,168.02887795,2,steel_rigid,210000.0,0.3000,102.68250913,0.7093102802,0.9212270540,0.6862276862,0.9147149040,0.6113324832,0.4667468832,0.7377282203
case249,cases_floorfrontdriver_lhs_100\case249\case249.key,2000394,3048197,-2058.78625000,337.37080000,294.20067500,-2058.31807831,337.57107835,276.70808503,-58.02703969,-24.82328574,2168.10038241,2169.01881067,1.23827377,0.0123827377,6.4452149926E-05,1.66741582,203.16066995,1,titanium_rigid,110000.0,0.3400,175.53833645,0.6232995245,0.2938987219,0.1261420890,0.9765475476,0.1111610544,0.5643351943,0.5384453435
case250,cases_floorfrontdriver_lhs_100\case250\case250.key,2000394,3045566,-2049.36550000,512.01002500,288.53780000,-2048.48877597,511.41330962,271.06996425,-148.69529040,101.20489825,2962.60262967,2968.05779292,1.04731825,0.0104731825,5.4512914821E-05,3.47433643,145.76003750,1,titanium_rigid,110000.0,0.3400,183.16031294,0.6321097563,0.7339526932,0.3568048823,0.5946364965,0.2316224286,0.4048889930,0.4706645384
case251,cases_floorfrontdriver_lhs_100\case251\case251.key,2000394,3049858,-1797.07850000,405.32945000,297.35347500,-1797.18538879,405.24807687,279.85399063,14.98317982,11.40651245,2452.99738358,2453.06966229,1.03643493,0.0103643493,5.3946438044E-05,0.43983416,37.28157678,0,aluminum_rigid,70000.0,0.3300,159.37148264,0.8680471226,0.4651401702,0.2081405451,0.5728698576,0.0293222774,0.1035599355,0.1270708819
case252,cases_floorfrontdriver_lhs_100\case252\case252.key,2000394,3047056,-2090.98300000,369.54492500,289.11462500,-2092.66424968,370.49086306,271.72127568,249.43640224,-140.34285970,2580.54145027,2596.36453788,0.93704297,0.0093704297,4.8773086618E-05,6.32879779,330.63615998,2,steel_rigid,210000.0,0.3000,208.42383881,0.5931893072,0.3749707232,0.2495062319,0.3740859411,0.4219198529,0.9184337777,0.8210308094
case253,cases_floorfrontdriver_lhs_100\case253\case253.key,2000394,3045479,-2098.89225000,596.90250000,288.35995000,-2098.85650644,597.82573566,270.88435678,-5.48166587,-141.58829607,2680.07353289,2683.81658016,0.85985366,0.0085985366,4.4755382825E-05,3.02638627,267.78287085,1,titanium_rigid,110000.0,0.3400,98.49678546,0.5857926216,0.9478638049,0.2747514737,0.2197073132,0.2017590847,0.7438413079,0.3786616011
case254,cases_floorfrontdriver_lhs_100\case254\case254.key,2000394,3045675,-1935.89275000,551.72240000,291.56945000,-1935.94226798,552.43046837,274.08385058,7.56112784,-108.11820767,2669.95639725,2672.15528753,0.84912776,0.0084912776,4.4197100117E-05,2.32454710,274.00040410,2,steel_rigid,210000.0,0.3000,95.40299877,0.7382288261,0.8340194928,0.2713851469,0.1982555280,0.1549698065,0.7611122336,0.7167424619
case255,cases_floorfrontdriver_lhs_100\case255\case255.key,2000394,3044893,-2395.21000000,597.43990000,290.79955000,-2396.24862540,595.37773309,273.45254089,213.97059818,424.83371622,3573.71380044,3605.23195243,1.21108169,0.0121108169,6.3036801906E-05,7.58172977,63.26755636,2,steel_rigid,210000.0,0.3000,98.01010402,0.3086779485,0.9492179394,0.5407413044,0.9221633777,0.5054486515,0.1757432121,0.9865963408
case256,cases_floorfrontdriver_lhs_100\case256\case256.key,2000394,3046723,-2372.70950000,357.34057500,290.90232500,-2374.40491053,356.68639150,273.49693425,382.51222428,147.59444991,3926.93958406,3948.28497201,0.85549482,0.0085549482,4.4528505425E-05,5.96048039,21.09938288,2,steel_rigid,210000.0,0.3000,216.67546408,0.3297202881,0.3442183382,0.6397722271,0.2109896417,0.3973653596,0.0586093969,0.6866375045
case257,cases_floorfrontdriver_lhs_100\case257\case257.key,2000394,3042846,-1915.90000000,545.28052500,291.50605000,-1919.21300543,544.92695353,274.32614947,892.08377287,95.20520816,4625.98411100,4712.17640636,0.78461426,0.0078461426,4.0839172174E-05,10.97552497,6.09167832,2,steel_rigid,210000.0,0.3000,87.27294516,0.7569259321,0.8177873281,0.8602887926,0.0692285178,0.7317016648,0.0169213287,0.9627812695
case258,cases_floorfrontdriver_lhs_100\case258\case258.key,2000394,2920738,-2654.45025000,505.66647500,297.54210000,-2656.73925063,506.55403548,280.21516396,609.99725655,-236.52656542,4617.46638724,4663.58631382,0.98494259,0.0098494259,5.1266261559E-05,8.06455639,338.80618709,0,aluminum_rigid,70000.0,0.3300,100.50652385,0.0662379424,0.7179682867,0.8462620345,0.4698851704,0.5376370929,0.9411282975,0.0171370552
case259,cases_floorfrontdriver_lhs_100\case259\case259.key,2000394,3046496,-2631.53275000,399.54027500,301.91930000,-2631.28332868,397.52406534,284.53762322,-63.81834829,515.87878802,4447.37396272,4477.64881046,0.81910348,0.0081910348,4.2634336020E-05,6.66651107,97.05211917,0,aluminum_rigid,70000.0,0.3300,160.71695787,0.0876702580,0.4505526716,0.7925864757,0.1382069556,0.4444340712,0.2695892199,0.2746640485
case260,cases_floorfrontdriver_lhs_100\case260\case260.key,2000394,2922090,-2071.49725000,412.42792500,298.12490000,-2073.89704666,415.97362165,281.15672357,710.53067109,-1049.80820324,5023.92972684,5181.39180128,1.16160835,0.0116160835,6.0461714716E-05,14.16147289,304.09090837,2,steel_rigid,210000.0,0.3000,251.38026273,0.6114122697,0.4830268283,0.9957396730,0.8232167038,0.9440981925,0.8446969677,0.8672577490
case261,cases_floorfrontdriver_lhs_100\case261\case261.key,2000394,2724984,-1763.71800000,279.97900000,303.17872500,-1766.72306162,276.80084084,286.23414153,452.92141704,479.01059307,2553.87932943,2637.59143682,1.22837365,0.0122837365,6.3936848365E-05,14.47382735,46.60356051,0,aluminum_rigid,70000.0,0.3300,104.32200008,0.8992456723,0.1492835043,0.2614074180,0.9567472955,0.9649218236,0.1294543347,0.0472514394
case262,cases_floorfrontdriver_lhs_100\case262\case262.key,2000394,3048273,-2303.86525000,335.49207500,294.80345000,-2303.74941675,337.59724588,277.43091886,-18.03831096,-327.83096630,2705.36407173,2725.21435556,1.13456945,0.0113456945,5.9054340072E-05,6.91965790,266.85057828,0,aluminum_rigid,70000.0,0.3300,187.81906296,0.3941030388,0.2891647316,0.2867019877,0.7691389077,0.4613105265,0.7412516063,0.0000005346
case263,cases_floorfrontdriver_lhs_100\case263\case263.key,2000394,3044621,-2592.69950000,457.54047500,296.96197500,-2592.54057234,456.85790254,279.47601386,-44.49318693,191.09212749,4895.34766548,4899.27796831,1.03348654,0.0103348654,5.3792974234E-05,2.29516353,103.10701269,0,aluminum_rigid,70000.0,0.3300,91.51548971,0.1239868923,0.5967009287,0.9143003863,0.5669730734,0.1530109021,0.2864083686,0.1710645710
case264,cases_floorfrontdriver_lhs_100\case264\case264.key,2000394,3048406,-2247.21500000,240.89800000,312.60207500,-2247.03894188,236.99590821,295.54356735,-48.08952910,1065.83982287,4659.45902100,4780.05078417,0.99318104,0.0099318104,5.1695073340E-05,12.89726094,92.58337096,2,steel_rigid,210000.0,0.3000,87.68107983,0.4470820301,0.0508076364,0.8798824469,0.4863620880,0.8598173958,0.2571760305,0.8093950215
case265,cases_floorfrontdriver_lhs_100\case265\case265.key,2000394,3048185,-2029.51425000,337.63025000,294.19447500,-2026.86614452,337.79637951,276.89678908,-357.15090848,-22.40594477,2332.94492165,2360.23109150,0.95444940,0.0095444940,4.9679091232E-05,8.72069193,183.58975948,0,aluminum_rigid,70000.0,0.3300,175.66735934,0.6506745323,0.2945524811,0.1813403457,0.4088987985,0.5813794621,0.5099715541,0.1301022928
case266,cases_floorfrontdriver_lhs_100\case266\case266.key,2000394,3047305,-1845.50500000,382.79840000,288.89500000,-1844.58737894,382.45141117,271.42251963,-125.85851413,47.59208435,2396.47987879,2400.25439933,1.14490070,0.0114490070,5.9592081349E-05,3.21363700,159.28641120,2,steel_rigid,210000.0,0.3000,205.12881131,0.8227589354,0.4083666817,0.1928940849,0.7898013967,0.2142424665,0.4424622533,0.7792375781
case267,cases_floorfrontdriver_lhs_100\case267\case267.key,2000394,3047299,-1832.90150000,354.18930000,289.07577500,-1832.10433754,351.92040771,271.74180085,-139.42181923,396.82386872,3031.67087682,3060.70840360,1.21815770,0.0121815770,6.3405108522E-05,7.89860536,109.35863647,1,titanium_rigid,110000.0,0.3400,177.83751761,0.8345456569,0.3362777906,0.3835508223,0.9363154091,0.5265736906,0.3037739902,0.4210951521
case268,cases_floorfrontdriver_lhs_100\case268\case268.key,2000394,3046354,-2132.63350000,459.20787500,289.02372500,-2133.49908391,457.79227493,271.60256428,184.26091601,301.34543989,3708.52436982,3725.30725724,0.83124517,0.0083124517,4.3266311135E-05,5.44067898,58.55584994,0,aluminum_rigid,70000.0,0.3300,236.08456304,0.5542379967,0.6009024246,0.5754040753,0.1624903414,0.3627119319,0.1626551387,0.0566058948
case269,cases_floorfrontdriver_lhs_100\case269\case269.key,2000394,3048688,-2391.99275000,311.15375000,310.58590000,-2389.75646709,308.86687799,293.38068988,-319.92860851,327.16602002,2461.42333124,2503.59675962,0.76590155,0.0076590155,3.9865175715E-05,10.53140782,134.35920370,2,steel_rigid,210000.0,0.3000,171.05092951,0.3116867024,0.2278372917,0.2227264685,0.0318031014,0.7020938548,0.3732200103,0.8823547753
case270,cases_floorfrontdriver_lhs_100\case270\case270.key,2000394,3242500,-2402.13950000,271.29187500,311.63927500,-2402.46769436,271.01538234,294.14453750,92.48519896,77.91565493,4930.01848793,4931.50146027,0.76348406,0.0076348406,3.9739345536E-05,1.40515896,40.11300542,1,titanium_rigid,110000.0,0.3400,131.46799947,0.3021975196,0.1273937837,0.9236025116,0.0269681282,0.0936772639,0.1114250151,0.4381582447
case271,cases_floorfrontdriver_lhs_100\case271\case271.key,2000394,3045104,-2279.86975000,553.73755000,290.23342500,-2281.16071993,554.65127792,272.80504303,355.68021824,-251.74478506,4801.76228755,4821.49405481,1.01738875,0.0101738875,5.2955084673E-05,5.18534942,324.70974885,0,aluminum_rigid,70000.0,0.3300,141.70066883,0.4165434938,0.8390972453,0.8918460942,0.5347775090,0.3456899612,0.9019715246,0.1981093253
case272,cases_floorfrontdriver_lhs_100\case272\case272.key,2000394,3045533,-2079.20400000,538.63505000,288.33645000,-2080.36144667,537.35347788,270.92186157,216.45930285,239.67256116,3256.78044545,3272.75364735,0.78906590,0.0078906590,4.1070880347E-05,5.66309384,47.91335771,0,aluminum_rigid,70000.0,0.3300,156.59819143,0.6042049609,0.8010421343,0.4447630401,0.0781318097,0.3775395895,0.1330926603,0.3234023454
case273,cases_floorfrontdriver_lhs_100\case273\case273.key,2000394,3047183,-1978.36800000,419.77287500,295.85585000,-1977.76626685,420.04273088,278.36828027,-74.72027307,-33.50938055,2171.52069078,2173.06422093,0.86569825,0.0086569825,4.5059593799E-05,2.15965619,204.15453502,1,titanium_rigid,110000.0,0.3400,226.95062324,0.6985062141,0.5015345514,0.1273098989,0.2313964956,0.1439770792,0.5670959306,0.4802222848
case274,cases_floorfrontdriver_lhs_100\case274\case274.key,2000394,3048168,-2138.35325000,279.08970000,311.86852500,-2138.65074505,278.83260229,294.37294277,69.43366750,60.00515547,4083.37021094,4084.40129425,1.05701628,0.0105701628,5.5017697462E-05,1.28744725,40.83385010,2,steel_rigid,210000.0,0.3000,117.05573945,0.5488889190,0.1470426561,0.6790656431,0.6140325634,0.0858298164,0.1134273614,0.9381255451
case275,cases_floorfrontdriver_lhs_100\case275\case275.key,2000394,3046266,-2339.43150000,458.82340000,289.51907500,-2337.97044082,458.81267514,272.08017621,-222.39959776,1.63251814,2654.51538734,2663.81609497,0.91199478,0.0091199478,4.7469328456E-05,4.78927693,179.57942946,1,titanium_rigid,110000.0,0.3400,216.49385884,0.3608416842,0.5999336288,0.2689778283,0.3239895660,0.3192851284,0.4988317485,0.6410796510
case276,cases_floorfrontdriver_lhs_100\case276\case276.key,2000394,3049215,-2690.17925000,290.02942500,320.66917500,-2691.26317477,290.09269484,303.20289022,109.72753459,-6.40491309,1768.14150131,1771.55454994,1.16390895,0.0116390895,6.0581460798E-05,3.55714324,356.65937491,1,titanium_rigid,110000.0,0.3400,93.10966362,0.0328243850,0.1746084532,0.0114039866,0.8278178981,0.2371428825,0.9907204859,0.6094284369
case277,cases_floorfrontdriver_lhs_100\case277\case277.key,2000394,3046282,-2308.45275000,458.84477500,289.07412500,-2307.93566711,459.73674713,271.60452251,-103.31808422,-178.22452371,3490.59289517,3496.66660796,0.93349373,0.0093349373,4.8588348880E-05,3.37754020,239.89881099,0,aluminum_rigid,70000.0,0.3300,236.38161068,0.3898128349,0.5999874892,0.5094011743,0.3669874690,0.2251693467,0.6663855861,0.0846119257
case278,cases_floorfrontdriver_lhs_100\case278\case278.key,2000394,2724824,-2102.01875000,426.12562500,291.94350000,-2101.95874945,426.10914542,274.44361062,-15.30197864,4.20279798,4463.00775183,4463.03596299,0.83395810,0.0083395810,4.3407518978E-05,0.20371976,164.64201262,2,steel_rigid,210000.0,0.3000,264.96660520,0.5828687366,0.5175421400,0.7883681080,0.1679161951,0.0135813171,0.4573389239,0.9220556011
case279,cases_floorfrontdriver_lhs_100\case279\case279.key,2000394,3048479,-2171.48250000,246.37282500,314.63955000,-2169.60588067,245.51830113,297.26145779,-495.58439090,225.66573981,4589.26916818,4621.46301648,1.04406945,0.0104406945,5.4343814632E-05,6.76685347,155.51772022,2,steel_rigid,210000.0,0.3000,87.18100044,0.5179066330,0.0646030394,0.8341020803,0.5881388908,0.4511235645,0.4319936673,0.8746222682
case280,cases_floorfrontdriver_lhs_100\case280\case280.key,2000394,3046698,-2333.52125000,345.34147500,290.93272500,-2332.62284135,344.08824077,273.50079264,-186.31706031,259.90279357,3615.13258988,3629.24884122,0.79713662,0.0079713662,4.1490961189E-05,5.05510077,125.63568278,0,aluminum_rigid,70000.0,0.3300,201.28545612,0.3663689164,0.3139831398,0.5476743862,0.0942732445,0.3370067177,0.3489880077,0.2045377514
case281,cases_floorfrontdriver_lhs_100\case281\case281.key,2000394,3049729,-1689.59325000,454.92180000,288.72472500,-1689.63231550,454.45779365,271.23092118,4.45330219,52.89476996,1994.21997706,1994.92631580,1.20214619,0.0120214619,6.2571708965E-05,1.52473205,85.18751847,1,titanium_rigid,110000.0,0.3400,88.93425679,0.9685667165,0.5901024206,0.0758858912,0.9042923714,0.1016488036,0.2366319958,0.5603651817
case282,cases_floorfrontdriver_lhs_100\case282\case282.key,2000394,2792548,-1819.57875000,516.41540000,297.56190000,-1819.59944891,519.44296270,280.32579152,5.34463114,-781.74186814,4450.50655858,4518.64554280,0.95927434,0.0095927434,4.9930229253E-05,9.96273506,270.39171503,1,titanium_rigid,110000.0,0.3400,98.29463133,0.8470050168,0.7450533080,0.8044212184,0.4185486745,0.6641823371,0.7510880973,0.6399849132
case283,cases_floorfrontdriver_lhs_100\case283\case283.key,2000394,3049763,-1658.24950000,473.39885000,288.69245000,-1660.55585491,476.97539118,271.71779005,468.70952047,-726.84342516,3449.67927557,3556.44163225,0.90770902,0.0090770902,4.7246254653E-05,14.07444675,302.81619895,0,aluminum_rigid,70000.0,0.3300,83.18701224,0.9978792131,0.6366606851,0.5266567455,0.3154180462,0.9382964497,0.8411561082,0.0057600517
case284,cases_floorfrontdriver_lhs_100\case284\case284.key,2000394,3046223,-2454.78200000,469.68045000,292.58905000,-2452.14027207,469.72729403,275.28965466,-502.53579083,-8.91113693,3290.86322981,3329.02424544,1.13727398,0.0113727398,5.9195110735E-05,8.68370082,181.01588194,0,aluminum_rigid,70000.0,0.3300,113.06104702,0.2529665532,0.6272911023,0.4610069702,0.7745479629,0.5789133882,0.5028218943,0.1785030069
case285,cases_floorfrontdriver_lhs_100\case285\case285.key,2000394,3048557,-2451.00775000,252.27030000,313.34300000,-2450.56144952,249.01835613,296.15359405,-82.50215756,601.14742192,3177.59699123,3235.01274612,1.07885329,0.0107885329,5.6154313542E-05,10.81084404,97.81451963,0,aluminum_rigid,70000.0,0.3300,113.29686785,0.2564962104,0.0794634311,0.4338681753,0.6577065722,0.7207229358,0.2717069990,0.1112244618
case286,cases_floorfrontdriver_lhs_100\case286\case286.key,2000394,3044999,-2414.03575000,500.65600000,291.43712500,-2411.76959460,499.49075468,274.12364057,-441.50663818,227.02041682,3373.12185290,3409.45998887,1.23400286,0.0123400286,6.4229848859E-05,8.37264422,152.78800812,1,titanium_rigid,110000.0,0.3400,131.39355097,0.2910722143,0.7053429477,0.4842267801,0.9680057199,0.5581762812,0.4244111337,0.4296380832
case287,cases_floorfrontdriver_lhs_100\case287\case287.key,2000394,3049748,-1679.37850000,463.66832500,288.56817500,-1679.53043089,463.92037670,271.07064983,39.72466335,-65.90278376,4574.99645905,4575.64354229,0.83311790,0.0083311790,4.3363786896E-05,0.96359987,301.08059407,2,steel_rigid,210000.0,0.3000,83.16265525,0.9781194926,0.6121418167,0.8208751313,0.1662358077,0.0642399913,0.8363349835,0.7835476929
case288,cases_floorfrontdriver_lhs_100\case288\case288.key,2000394,3044604,-2675.75375000,410.08742500,299.61032500,-2679.58637981,408.73489510,282.58882061,727.05738210,256.57757111,3229.01272218,3319.78427715,1.10291309,0.0110291309,5.7406626572E-05,13.42926198,19.43786829,2,steel_rigid,210000.0,0.3000,129.53548186,0.0463150305,0.4771292625,0.4583396199,0.7058261891,0.8952841319,0.0539940786,0.8246156138
case289,cases_floorfrontdriver_lhs_100\case289\case289.key,2000394,3048431,-2200.13900000,264.52635000,313.71777500,-2199.69771294,261.63357408,296.46416340,-100.78579419,660.68267852,3940.56181702,3996.83459900,1.24418855,0.0124418855,6.4760014050E-05,9.62586139,98.67348683,1,titanium_rigid,110000.0,0.3400,108.03047612,0.4911072373,0.1103460892,0.6537873038,0.9883771009,0.6417240928,0.2740930190,0.6610310225
case290,cases_floorfrontdriver_lhs_100\case290\case290.key,2000394,3045312,-2205.29325000,608.52087500,290.90765000,-2208.40124546,605.39955456,273.97107057,689.85524498,692.81287650,3759.26808572,3884.32574345,1.17767598,0.0117767598,6.1298034668E-05,14.57830680,45.12255981,1,titanium_rigid,110000.0,0.3400,86.71152525,0.4862870121,0.9771396567,0.6213087796,0.8553519565,0.9718871198,0.1253404439,0.5635409417
case291,cases_floorfrontdriver_lhs_100\case291\case291.key,2000394,2815480,-2582.44175000,434.93620000,297.33557500,-2581.65993573,432.19343302,280.06953910,-205.69421032,721.61804835,4542.66922068,4604.22483860,1.10887033,0.0110887033,5.7716700573E-05,9.37946917,105.90998012,0,aluminum_rigid,70000.0,0.3300,109.44811335,0.1335798817,0.5397429286,0.8291258447,0.7177406560,0.6252979449,0.2941943892,0.0208482777
case292,cases_floorfrontdriver_lhs_100\case292\case292.key,2000394,3044493,-2672.27400000,587.85722500,300.29180000,-2676.48916188,586.83960149,283.33754234,1218.15165669,294.08592233,4899.65929053,5057.37492695,1.12321270,0.0112321270,5.8463221131E-05,14.34655318,13.57262622,0,aluminum_rigid,70000.0,0.3300,110.99725094,0.0495692729,0.9250716218,0.9599390684,0.7464254037,0.9564368789,0.0377017395,0.2634703512
case293,cases_floorfrontdriver_lhs_100\case293\case293.key,2000394,2792980,-1744.29950000,260.80360000,303.26130000,-1741.61019994,261.32522621,285.97704210,-280.85792044,-54.47620170,1805.08705851,1827.61815400,1.02386419,0.0102386419,5.3292131167E-05,9.00602678,190.97698951,0,aluminum_rigid,70000.0,0.3300,84.93640446,0.9174057429,0.1009655453,0.0275881626,0.5477283830,0.6004017854,0.5304916375,0.2205171119
case294,cases_floorfrontdriver_lhs_100\case294\case294.key,2000394,3533496,-2311.81050000,411.81200000,298.30767500,-2313.74165378,409.03526910,281.13763101,348.58807683,501.22123579,3099.32470392,3158.88429589,0.83602478,0.0083602478,4.3515090036E-05,11.14375026,55.18225686,2,steel_rigid,210000.0,0.3000,263.12860598,0.3866726862,0.4814748274,0.4118917745,0.1720495691,0.7429166840,0.1532840468,0.8197077845
case295,cases_floorfrontdriver_lhs_100\case295\case295.key,2000394,3046396,-1977.90575000,437.23387500,289.50162500,-1979.16349508,433.81582542,272.38481997,202.70289948,550.86564702,2758.60828521,2820.36541919,1.04611526,0.0104611526,5.4450299494E-05,12.01224497,69.79781925,0,aluminum_rigid,70000.0,0.3300,211.68542732,0.6989385077,0.5455325845,0.3141697466,0.5922305281,0.8008163317,0.1938828313,0.3096872962
case296,cases_floorfrontdriver_lhs_100\case296\case296.key,2000394,3048673,-2363.47675000,260.51115000,310.89795000,-2363.43235469,261.05063208,293.40632377,-11.25335125,-136.74826314,4433.78864908,4435.91123785,1.16721337,0.0116721337,6.0753455995E-05,1.77254168,265.29558963,2,steel_rigid,210000.0,0.3000,119.67466155,0.3383547033,0.1002286330,0.7805378707,0.8344267433,0.1181694455,0.7369321934,0.7272429986
case297,cases_floorfrontdriver_lhs_100\case297\case297.key,2000394,3048449,-2203.54250000,244.51397500,313.78967500,-2203.75763909,246.66472718,296.42367430,51.70830921,-516.92957210,4173.88827481,4206.09477572,0.78011343,0.0078011343,4.0604904232E-05,7.09491806,275.71227788,2,steel_rigid,210000.0,0.3000,88.59101012,0.4879243035,0.0599191299,0.7141955416,0.0602268677,0.4729945376,0.7658674386,0.6763871234
case298,cases_floorfrontdriver_lhs_100\case298\case298.key,2000394,2724360,-2423.77675000,458.68865000,291.75670000,-2423.62056645,460.17655119,274.32076708,-41.72476103,-397.49590003,4658.04578184,4675.16143592,1.07770757,0.0107770757,5.6094679148E-05,4.90420549,264.00766188,0,aluminum_rigid,70000.0,0.3300,144.33550402,0.2819624866,0.5995940872,0.8496034860,0.6554151450,0.3269470323,0.7333546163,0.2568050777
case299,cases_floorfrontdriver_lhs_100\case299\case299.key,2000394,3048410,-2190.01300000,285.50502500,313.43347500,-2188.59727152,285.70041288,295.99192873,-339.94855897,-46.91706611,4188.11135307,4202.14742002,0.78760088,0.0078760088,4.0994625852E-05,4.68431039,187.85787978,1,titanium_rigid,110000.0,0.3400,128.02196378,0.5005770149,0.1632079205,0.7130560376,0.0752017618,0.3122873590,0.5218274438,0.3499981585
case300,cases_floorfrontdriver_lhs_100\case300\case300.key,2000394,3045790,-1839.42800000,517.56335000,297.38037500,-1839.57861544,515.32312045,280.02501022,15.02948837,223.54616435,1731.84271635,1746.27545574,1.17575847,0.0117575847,6.1198228420E-05,7.37148880,86.15367016,2,steel_rigid,210000.0,0.3000,96.96271464,0.8284421112,0.7479458996,0.0041065373,0.8515169422,0.4914325865,0.2393157504,0.8638481576
case301,cases_floorfrontdriver_lhs_100\case301\case301.key,2000394,3044332,-2717.37300000,320.71040000,320.47030000,-2716.50774300,316.36035513,303.54167218,-102.44008169,515.01340511,2004.22536421,2071.87163896,0.96488382,0.0096488382,5.0222202867E-05,14.68138151,101.24973739,2,steel_rigid,210000.0,0.3000,87.40232843,0.0073929448,0.2519180318,0.0980981031,0.4297676414,0.9787587676,0.2812492705,0.8714735806
case302,cases_floorfrontdriver_lhs_100\case302\case302.key,2000394,3045712,-1896.39950000,538.59162500,292.75952500,-1896.65310180,539.84675563,275.30643550,49.33128738,-244.15130569,3395.02080635,3404.14595920,1.16317079,0.0116317079,6.0543039510E-05,4.19614686,281.42294297,0,aluminum_rigid,70000.0,0.3300,84.15308353,0.7751626887,0.8009327124,0.4826927511,0.8263415758,0.2797431239,0.7817303971,0.2387434595
case303,cases_floorfrontdriver_lhs_100\case303\case303.key,2000394,3044468,-2656.30775000,530.33672500,298.19225000,-2654.83752466,532.34409518,280.87004164,-401.89089882,-548.72119650,4735.08224757,4783.68217353,0.86113628,0.0086113628,4.4822143123E-05,8.17415084,233.78044330,0,aluminum_rigid,70000.0,0.3300,93.87796527,0.0645008190,0.7801321075,0.8809307392,0.2222725503,0.5449433891,0.6493901203,0.1860646198
case304,cases_floorfrontdriver_lhs_100\case304\case304.key,2000394,3046334,-2153.37650000,459.00562500,288.83842500,-2155.59536011,459.79236750,271.49749953,256.93211690,-91.10056777,2007.98629533,2026.40627426,1.08276860,0.0108276860,5.6358105874E-05,7.73122764,340.47699129,0,aluminum_rigid,70000.0,0.3300,236.25103071,0.5348392611,0.6003927973,0.0849733767,0.6655372094,0.5154151759,0.9457694202,0.2611529111
case305,cases_floorfrontdriver_lhs_100\case305\case305.key,2000394,3138235,-1788.32300000,405.43407500,297.36087500,-1787.49311532,404.02487318,279.93745853,-229.25895576,389.29762930,4813.28836913,4834.44487376,1.02099869,0.0102099869,5.3142981636E-05,5.36222200,120.49400396,0,aluminum_rigid,70000.0,0.3300,155.17384204,0.8762352163,0.4654038031,0.8955846753,0.5419973732,0.3574814665,0.3347055666,0.2186394041
