case,key_file,panel_pid,impact_element_id,impact_x,impact_y,impact_z,ball_center_x,ball_center_y,ball_center_z,velocity_vx,velocity_vy,velocity_vz,impact_speed,mass_ratio,impactor_mass,impactor_density,theta_deg,phi_deg,material_index,material_name,material_young_mpa,material_poisson,min_boundary_distance_mm,lhs_u_x,lhs_u_y,lhs_u_v,lhs_u_m,lhs_u_theta,lhs_u_phi,lhs_u_material
case116,cases_floorfrontdriver_lhs_100\case116\case116.key,2000394,3049039,-2587.50275000,235.52380000,317.67087500,-2587.93143921,235.39513165,300.17659965,99.82578270,29.96207632,4073.76650683,4075.09956505,1.16437947,0.0116437947,6.0605951342E-05,1.46556443,16.70679570,1,titanium_rigid,110000.0,0.3400,96.91208551,0.1288468633,0.0372657872,0.6763804639,0.8287589372,0.0977042955,0.0464077658,0.3726696798
case117,cases_floorfrontdriver_lhs_100\case117\case117.key,2000394,3047728,-1908.57725000,293.53455000,307.04022500,-1907.93064478,293.59602904,289.55228281,-68.13635178,-6.47838441,1842.80074141,1844.07133930,1.04592698,0.0104592698,5.4440499160E-05,2.12705038,185.43133853,1,titanium_rigid,110000.0,0.3400,121.68272059,0.7637741263,0.1834406280,0.0323377903,0.5918539543,0.1418033586,0.5150870515,0.3513859692
case118,cases_floorfrontdriver_lhs_100\case118\case118.key,2000394,3045366,-2123.82875000,478.80957500,289.67527500,-2127.01434175,478.40707135,272.47236839,936.14126318,118.28266196,5055.37180315,5142.67783561,0.76959922,0.0076959922,4.0057639374E-05,10.57259091,7.20123606,1,titanium_rigid,110000.0,0.3400,216.49672637,0.5624721487,0.6502945696,0.9845639085,0.0391984390,0.7048393938,0.0200034335,0.4620615218
case119,cases_floorfrontdriver_lhs_100\case119\case119.key,2000394,3047979,-2084.66475000,286.30065000,312.39045000,-2082.24957291,285.22345080,295.09141646,-645.52016055,287.91006714,4623.62571109,4677.33932922,1.10979857,0.0110979857,5.7765015634E-05,8.69154304,155.96253071,2,steel_rigid,210000.0,0.3000,125.20803890,0.5990980986,0.1652127275,0.8502321900,0.7195971425,0.5794362027,0.4332292520,0.8560898526
case120,cases_floorfrontdriver_lhs_100\case120\case120.key,2000394,3045228,-2242.09675000,519.13465000,297.00402500,-2242.40537520,518.01394138,279.54267446,73.34238723,266.32771577,4149.55460494,4158.73934953,1.06127101,0.0106127101,5.5239156290E-05,3.80864315,74.60329696,2,steel_rigid,210000.0,0.3000,176.23343111,0.4518685884,0.7519052438,0.7005252012,0.6225420284,0.2539095434,0.2072313804,0.9978147212
case121,cases_floorfrontdriver_lhs_100\case121\case121.key,2000394,3047557,-1716.01950000,261.91057500,302.36427500,-1718.69157185,261.67041822,285.07114467,491.33258704,44.15931020,3179.80912697,3217.84770301,0.99362765,0.0099362765,5.1718319163E-05,8.81852121,5.13575189,0,aluminum_rigid,70000.0,0.3300,86.25123674,0.9438530380,0.1037548885,0.4289130519,0.4872552992,0.5879014140,0.0142659775,0.2775155197
case122,cases_floorfrontdriver_lhs_100\case122\case122.key,2000394,3045861,-1958.10025000,598.34782500,290.27290000,-1958.70163997,600.16470288,272.87786379,154.79425175,-467.65371162,4477.38030303,4504.39736617,1.05870214,0.0105870214,5.5105446164E-05,6.27849659,288.31464000,1,titanium_rigid,110000.0,0.3400,90.32828520,0.7174604986,0.9515057187,0.8003081222,0.6174042714,0.4185664392,0.8008740000,0.3865671956
case123,cases_floorfrontdriver_lhs_100\case123\case123.key,2000394,3045678,-1915.69025000,552.08342500,291.62057500,-1913.95188126,549.77923000,274.36025173,-324.62201369,430.28409661,3223.18319676,3267.94029558,0.90950120,0.0090950120,4.7339537317E-05,9.49354590,127.03223365,2,steel_rigid,210000.0,0.3000,81.62404175,0.7571220891,0.8349291996,0.4433735445,0.3190023945,0.6329030601,0.3528673157,0.7498712993
case124,cases_floorfrontdriver_lhs_100\case124\case124.key,2000394,3044451,-2667.72775000,554.92785000,298.69792500,-2670.47955839,556.80222518,281.51757959,804.75983130,-548.15657104,5024.35122164,5117.83344892,1.03826522,0.0103826522,5.4041704827E-05,10.96787202,325.73953755,2,steel_rigid,210000.0,0.3000,103.08583983,0.0538209000,0.8420965500,0.9773919485,0.5765304448,0.7311914683,0.9048320487,0.9560215294
case125,cases_floorfrontdriver_lhs_100\case125\case125.key,2000394,3045799,-1809.64300000,515.87610000,297.61350000,-1809.34765465,514.08447822,280.20795886,-42.14398211,255.65351059,2483.66466421,2497.14336732,0.81568179,0.0081568179,4.2456237345E-05,5.95573666,99.36090941,0,aluminum_rigid,70000.0,0.3300,92.38807262,0.8562968737,0.7436943859,0.2208635338,0.1313635868,0.3970491105,0.2760025261,0.0857444731
case126,cases_floorfrontdriver_lhs_100\case126\case126.key,2000394,3044917,-2372.59075000,575.30165000,290.33857500,-2368.28251519,575.11235564,273.37823065,-1207.60290257,53.05941518,4754.00297189,4905.26903732,0.99829318,0.0099829318,5.1961159981E-05,14.26590667,177.48416761,1,titanium_rigid,110000.0,0.3400,120.18726405,0.3298313424,0.8934342240,0.9160298598,0.4965863585,0.9510604447,0.4930115767,0.5987902513
case127,cases_floorfrontdriver_lhs_100\case127\case127.key,2000394,3047203,-1876.87050000,391.60900000,290.46270000,-1876.90419804,395.70331063,273.44842702,4.20418861,-510.80880318,2122.71153953,2183.31115251,1.15016417,0.0115016417,5.9866045082E-05,13.53082904,270.47155966,0,aluminum_rigid,70000.0,0.3300,216.74261729,0.7934260984,0.4305675333,0.1302679347,0.8003283413,0.9020552695,0.7513098879,0.1628143061
case128,cases_floorfrontdriver_lhs_100\case128\case128.key,2000394,3046405,-1998.26650000,461.44275000,289.06347500,-1997.44602427,462.77031846,271.63320301,-174.51718949,-282.37705049,3707.46137789,3722.29269626,1.22069956,0.0122069956,6.3537411858E-05,5.11642434,238.28273487,0,aluminum_rigid,70000.0,0.3300,204.02566939,0.6798972502,0.6065338377,0.5745338461,0.9413991108,0.3410949563,0.6618964857,0.1979268542
case129,cases_floorfrontdriver_lhs_100\case129\case129.key,2000394,3043962,-2708.66550000,596.65677500,303.58907500,-2708.04474778,597.19154912,286.10826600,-125.87093525,-108.43701558,3544.61201697,3548.50340701,0.82387303,0.0082387303,4.2882590999E-05,2.68353395,220.74469094,2,steel_rigid,210000.0,0.3000,97.52789787,0.0155361492,0.9472446298,0.5243651762,0.1477460518,0.1789022636,0.6131796970,0.8353879901
case130,cases_floorfrontdriver_lhs_100\case130\case130.key,2000394,3048028,-2085.94025000,243.55055000,312.75015000,-2086.18952290,245.55478058,295.36708575,53.54069167,-430.48357711,3733.66406433,3758.78039543,1.09235848,0.0109235848,5.6857258982E-05,6.62726568,277.08966253,0,aluminum_rigid,70000.0,0.3300,82.43906383,0.5979052583,0.0574915023,0.5850669425,0.6847169638,0.4418177122,0.7696935070,0.2607594094
case131,cases_floorfrontdriver_lhs_100\case131\case131.key,2000394,2726120,-1656.14125000,445.95355000,288.58267500,-1656.60917215,445.41219589,271.09731013,52.20600180,60.39879404,1950.83943474,1952.47227409,1.04445357,0.0104445357,5.4363808078E-05,2.34340414,49.16133916,0,aluminum_rigid,70000.0,0.3300,84.29275789,0.9998508365,0.5675043243,0.0636304593,0.5889071308,0.1562269425,0.1365592755,0.0305164426
case132,cases_floorfrontdriver_lhs_100\case132\case132.key,2000394,3047117,-2143.82025000,404.79095000,297.73800000,-2145.12890287,405.14686266,280.29062903,371.30480836,-100.98329647,4950.35227476,4965.28473817,0.93148257,0.0093148257,4.8483667620E-05,4.44467675,344.78534162,1,titanium_rigid,110000.0,0.3400,242.81109212,0.5437762117,0.4637832639,0.9333549084,0.3629651343,0.2963117832,0.9577370601,0.6472790509
case133,cases_floorfrontdriver_lhs_100\case133\case133.key,2000394,3048810,-2353.43075000,320.07275000,307.43455000,-2353.91568705,318.17246790,290.04478968,129.34183080,506.84096927,4638.17607957,4667.57907511,0.91850473,0.0091850473,4.7808171352E-05,6.43451510,75.68411204,0,aluminum_rigid,70000.0,0.3300,178.72304674,0.3477496653,0.2503112884,0.8474146460,0.3370094660,0.4289676731,0.2102336446,0.3150541910
case134,cases_floorfrontdriver_lhs_100\case134\case134.key,2000394,3047016,-2009.78900000,382.26575000,289.01537500,-2009.19644250,380.02744789,271.66922617,-134.61930914,508.50539425,3940.75947908,3975.71193201,1.17948176,0.0117948176,6.1392025802E-05,7.60304733,104.82805310,1,titanium_rigid,110000.0,0.3400,221.73658496,0.6691214738,0.4070245162,0.6476897122,0.8589635275,0.5068698223,0.2911890364,0.5407346179
case135,cases_floorfrontdriver_lhs_100\case135\case135.key,2000394,3045017,-2350.34100000,533.20900000,289.39005000,-2348.25624895,534.74521764,272.08271490,-308.88778446,-227.61416203,2564.34665605,2592.89290996,0.91372733,0.0091372733,4.7559507423E-05,8.50979608,216.38587095,0,aluminum_rigid,70000.0,0.3300,162.33738304,0.3506391819,0.7873696340,0.2485040588,0.3274546560,0.5673197388,0.6010718638,0.1068042372
case136,cases_floorfrontdriver_lhs_100\case136\case136.key,2000394,3046312,-2201.18950000,470.05990000,289.04155000,-2199.78084539,467.76452192,271.75002226,-180.19322422,293.62171163,2211.90923802,2238.57673195,1.11896561,0.0111896561,5.8242159926E-05,8.85268110,121.53709749,2,steel_rigid,210000.0,0.3000,225.15781924,0.4901248157,0.6282472361,0.1462217407,0.7379312171,0.5901787398,0.3376030486,0.9478751601
case137,cases_floorfrontdriver_lhs_100\case137\case137.key,2000394,3044618,-2613.10425000,446.34057500,297.91055000,-2613.44956535,447.70702382,280.46739733,40.72121507,-161.13808949,2056.97882861,2063.68253435,1.16786872,0.0116786872,6.0787566747E-05,4.61946086,284.18229080,1,titanium_rigid,110000.0,0.3400,110.91134635,0.1049044863,0.5684795456,0.0957341111,0.8357374351,0.3079640572,0.7893952522,0.5776598163
case138,cases_floorfrontdriver_lhs_100\case138\case138.key,2000394,3045617,-1971.95300000,511.00670000,289.59792500,-1972.27413503,508.01914453,272.35781524,78.47744737,730.08457109,4213.05587575,4276.56661388,1.24897223,0.0124897223,6.5009004799E-05,9.88672672,83.86478212,0,aluminum_rigid,70000.0,0.3300,149.65659944,0.7045054856,0.7314245261,0.7345390185,0.9979444688,0.6591151148,0.2329577281,0.2220361857
case139,cases_floorfrontdriver_lhs_100\case139\case139.key,2000394,3046677,-2273.37550000,380.94390000,289.10957500,-2270.34723761,378.73617818,272.01555291,-476.56013775,347.43099550,2690.10028883,2753.98936554,1.01942679,0.0101942679,5.3061164368E-05,12.36553728,143.90648652,1,titanium_rigid,110000.0,0.3400,229.71721516,0.4226168794,0.4036937333,0.2950086214,0.5388535780,0.8243691517,0.3997402403,0.4310248554
case140,cases_floorfrontdriver_lhs_100\case140\case140.key,2000394,3047437,-1807.07750000,310.52490000,301.85110000,-1806.93860797,308.34388083,284.48809725,-28.32229905,444.74459142,3540.59315687,3568.52908166,0.75359887,0.0075359887,3.9224821097E-05,7.17394865,93.64379897,0,aluminum_rigid,70000.0,0.3300,135.05105556,0.8586961147,0.2262527225,0.5301460933,0.0071977367,0.4782632434,0.2601216638,0.0704632887
case141,cases_floorfrontdriver_lhs_100\case141\case141.key,2000394,3044657,-2609.70400000,476.38177500,298.22650000,-2605.38279974,475.65222650,281.28409795,-734.98071401,124.08683809,2881.68518260,2976.52543833,0.82681952,0.0082681952,4.3035956186E-05,14.50237517,170.41711704,2,steel_rigid,210000.0,0.3000,83.96552355,0.1080843807,0.6441770263,0.3592492822,0.1536390465,0.9668250116,0.4733808807,0.8084177680
case142,cases_floorfrontdriver_lhs_100\case142\case142.key,2000394,3047259,-1938.09100000,419.88732500,295.78560000,-1939.66484892,417.54558320,278.51454778,275.32252533,409.65448245,3021.32538842,3061.37655159,0.96882409,0.0096882409,5.0427293822E-05,9.27815110,56.09555469,0,aluminum_rigid,70000.0,0.3300,209.95108709,0.7361730353,0.5018229412,0.3837437001,0.4376481776,0.6185434064,0.1558209852,0.2842549376
case143,cases_floorfrontdriver_lhs_100\case143\case143.key,2000394,2829723,-2033.68550000,266.21692500,311.17995000,-2036.63263058,263.17089544,294.20095930,658.19035408,680.27772152,3791.96224891,3908.32061348,1.12821351,0.0112821351,5.8723513201E-05,14.01602153,45.94540774,2,steel_rigid,210000.0,0.3000,104.14553260,0.6467736030,0.1146059812,0.6282355052,0.7564270202,0.9344014353,0.1276261326,0.6898935033
case144,cases_floorfrontdriver_lhs_100\case144\case144.key,2000394,3047504,-1763.53825000,260.17170000,303.58385000,-1759.27745985,258.97365120,286.65280318,-642.88934366,180.76759891,2554.64108874,2640.48759234,0.75963717,0.0075963717,3.9539114685E-05,14.65009975,164.29508115,0,aluminum_rigid,70000.0,0.3300,84.51488274,0.8994137734,0.0993732907,0.2622434665,0.0192743395,0.9766733167,0.4563752254,0.2505877815
case145,cases_floorfrontdriver_lhs_100\case145\case145.key,2000394,3044614,-2592.73550000,468.75842500,297.05255000,-2594.85514888,470.96019859,279.82149427,353.49804811,-367.19414993,2873.65734654,2918.50971543,0.87644155,0.0087644155,4.5618782793E-05,10.05790479,313.91127671,2,steel_rigid,210000.0,0.3000,81.39729709,0.1239532253,0.6249677939,0.3425015777,0.2528831044,0.6705269862,0.8719757686,0.7758478712
case146,cases_floorfrontdriver_lhs_100\case146\case146.key,2000394,3045512,-1978.62350000,605.15422500,288.68735000,-1978.57386909,606.23201137,271.22064129,-7.68599129,-166.90923158,2704.94692023,2710.10250864,1.02050434,0.0102050434,5.3117250880E-05,3.53470165,267.36345329,1,titanium_rigid,110000.0,0.3400,90.02044106,0.6982672720,0.9686564095,0.2823395712,0.5410086794,0.2356467769,0.7426762591,0.4705403771
case147,cases_floorfrontdriver_lhs_100\case147\case147.key,2000394,3044460,-2687.06875000,520.25377500,299.20055000,-2687.83034914,518.04919450,281.85668101,81.79783569,236.77799144,1862.77908976,1879.54798832,0.84288689,0.0084288689,4.3872262561E-05,7.65925641,70.94190587,2,steel_rigid,210000.0,0.3000,118.51112446,0.0357333069,0.7547252025,0.0425790215,0.1857737776,0.5106170942,0.1970608496,0.8258579227
case148,cases_floorfrontdriver_lhs_100\case148\case148.key,2000394,2724056,-1962.43700000,498.68720000,290.32845000,-1964.78039274,496.52606815,273.12124164,670.40654643,618.26466968,4922.70243381,5006.46535902,0.80114347,0.0080114347,4.1699517704E-05,10.49555284,42.68297709,2,steel_rigid,210000.0,0.3000,152.48875660,0.7134047946,0.7003819874,0.9452427352,0.1022869435,0.6997035228,0.1185638252,0.9199103891
case149,cases_floorfrontdriver_lhs_100\case149\case149.key,2000394,3044933,-2451.37575000,551.68987500,292.37157500,-2450.99032784,553.86506210,275.01156317,-111.74413515,-630.64458782,5033.12909892,5073.71539154,1.19368017,0.0119368017,6.2131052724E-05,7.25193998,259.95203131,2,steel_rigid,210000.0,0.3000,84.61349780,0.2561520589,0.8339375367,0.9646561564,0.8873603352,0.4834626653,0.7220889759,0.7987874985
case150,cases_floorfrontdriver_lhs_100\case150\case150.key,2000394,3045723,-1838.26500000,527.77287500,296.36732500,-1839.52010849,528.19495430,278.91749544,371.31122654,-124.86791669,5162.35661908,5177.19903868,1.01460825,0.0101460825,5.2810359187E-05,4.33956664,341.41276912,1,titanium_rigid,110000.0,0.3400,86.73878614,0.8295297422,0.7736717469,0.9945293261,0.5292164913,0.2893044430,0.9483688031,0.5619040422
case151,cases_floorfrontdriver_lhs_100\case151\case151.key,2000394,3048879,-2547.25275000,308.01470000,315.62020000,-2547.18914168,308.55510116,298.12866146,-12.33269076,-104.77561028,3391.34473927,3392.98528797,0.88149878,0.0088149878,4.5882011554E-05,1.78179898,263.28684692,1,titanium_rigid,110000.0,0.3400,165.90132677,0.1664884342,0.2199275485,0.4794709414,0.2629975621,0.1187865985,0.7313523526,0.6383113184
case152,cases_floorfrontdriver_lhs_100\case152\case152.key,2000394,3045721,-1848.16375000,528.27485000,296.27905000,-1847.13026451,529.31816322,278.84077585,-124.09690859,-125.27698412,2093.91998356,2101.33178319,1.23574547,0.0123574547,6.4320551715E-05,4.81370960,225.27113040,2,steel_rigid,210000.0,0.3000,86.10455057,0.8202724876,0.7749366179,0.1066025182,0.9714909400,0.3209139731,0.6257531400,0.7697822038
case153,cases_floorfrontdriver_lhs_100\case153\case153.key,2000394,3045854,-1956.61625000,610.39780000,289.53680000,-1959.75656669,610.38691035,272.32086864,439.83589657,1.52521483,2411.28056190,2451.06750017,1.11457268,0.0111457268,5.8013507933E-05,10.33759430,0.19868324,2,steel_rigid,210000.0,0.3000,84.54904864,0.7188483269,0.9818691113,0.2075625704,0.7291453577,0.6891729534,0.0005518979,0.9251439062
case154,cases_floorfrontdriver_lhs_100\case154\case154.key,2000394,3046469,-1823.61600000,449.43712500,289.05140000,-1821.12994086,448.91341410,271.73680394,-251.44832631,52.96987030,1751.25608709,1770.00846059,0.85641620,0.0085641620,4.4576463053E-05,8.34761203,168.10405877,0,aluminum_rigid,70000.0,0.3300,141.21258828,0.8432294036,0.5762821977,0.0109576688,0.2128323940,0.5565074687,0.4669557188,0.0061766541
case155,cases_floorfrontdriver_lhs_100\case155\case155.key,2000394,3046694,-2313.42075000,368.82567500,289.28570000,-2309.75803780,369.86774385,272.20504920,-591.97836865,-168.42224597,2760.62525491,2828.40171120,0.83242751,0.0083242751,4.3327851796E-05,12.56833048,195.88144665,2,steel_rigid,210000.0,0.3000,221.96068828,0.3851667896,0.3731583651,0.3164896254,0.1648550162,0.8378886989,0.5441151296,0.8724286436
case156,cases_floorfrontdriver_lhs_100\case156\case156.key,2000394,3048607,-2450.77375000,262.22332500,313.23597500,-2454.39293150,263.96428960,296.20304902,540.69219646,-260.09360829,2544.65551770,2614.43463107,0.98285179,0.0098285179,5.1157435595E-05,13.26728818,334.31066748,1,titanium_rigid,110000.0,0.3400,123.23537938,0.2567150458,0.1045429525,0.2547226209,0.4657035771,0.8844858790,0.9286407430,0.5860383228
case157,cases_floorfrontdriver_lhs_100\case157\case157.key,2000394,3048700,-2392.33825000,281.14852500,311.23440000,-2392.48308308,280.90340467,293.73671617,29.97946155,50.73823824,3621.90138025,3622.38081173,0.94434378,0.0094434378,4.9153093835E-05,0.93219902,59.42263520,1,titanium_rigid,110000.0,0.3400,141.09691998,0.3113635928,0.1522304604,0.5456917559,0.3886875633,0.0621466013,0.1650628755,0.3645809865
case158,cases_floorfrontdriver_lhs_100\case158\case158.key,2000394,3046234,-2423.15300000,469.82652500,291.64090000,-2426.91714511,468.11308949,274.63662553,940.12653936,427.94476547,4246.95893711,4370.77050939,0.79375536,0.0079375536,4.1314966613E-05,13.67004072,24.47498595,0,aluminum_rigid,70000.0,0.3300,138.18031388,0.2825458140,0.6276591804,0.7617333534,0.0875107248,0.9113360480,0.0679860721,0.1703780489
case159,cases_floorfrontdriver_lhs_100\case159\case159.key,2000394,3049017,-2631.05325000,224.04955000,319.35397500,-2631.55481153,221.35174924,302.07044796,124.87847856,671.69675480,4303.24180756,4357.13910946,1.23250519,0.0123250519,6.4151895212E-05,9.02130009,79.46810136,2,steel_rigid,210000.0,0.3000,83.71213821,0.0881186836,0.0083531000,0.7577983053,0.9650103828,0.6014200058,0.2207447260,0.7370893265
case160,cases_floorfrontdriver_lhs_100\case160\case160.key,2000394,3048237,-2152.96475000,349.52172500,292.85652500,-2154.80493211,353.56444606,275.92961931,213.59752901,-469.25531241,1964.77577705,2031.29719802,1.22956554,0.0122956554,6.3998886370E-05,14.70361199,294.47427064,1,titanium_rigid,110000.0,0.3400,188.03117447,0.5352243274,0.3245164872,0.0863852654,0.9591310805,0.9802407991,0.8179840851,0.4206417544
case161,cases_floorfrontdriver_lhs_100\case161\case161.key,2000394,3047740,-1949.66150000,248.00035000,308.79035000,-1948.08717735,248.32167395,291.36427014,-271.73797727,-55.46253198,3007.85083332,3020.60991461,0.89206806,0.0089206806,4.6432142494E-05,5.26808776,191.53579507,1,titanium_rigid,110000.0,0.3400,81.95910775,0.7253523695,0.0687040587,0.3719753802,0.2841361189,0.3512058507,0.5320438752,0.4005856689
case162,cases_floorfrontdriver_lhs_100\case162\case162.key,2000394,3044862,-2462.01425000,600.05860000,292.19002500,-2464.97204667,598.19521072,275.04274477,767.66905073,483.62563087,4450.41961979,4541.96480771,0.79802450,0.0079802450,4.1537175413E-05,11.52300280,32.21061403,1,titanium_rigid,110000.0,0.3400,84.54865634,0.2462029942,0.9558165105,0.8111529135,0.0960490072,0.7682001866,0.0894739279,0.3449723558
case163,cases_floorfrontdriver_lhs_100\case163\case163.key,2000394,3046664,-2253.51450000,381.09545000,289.15895000,-2253.12064376,383.13105039,271.78220668,-106.59348407,-550.91608818,4702.85205267,4736.21031378,0.92089887,0.0092089887,4.7932785941E-05,6.80423141,259.04948973,2,steel_rigid,210000.0,0.3000,228.00612442,0.4411907736,0.4040756073,0.8672267873,0.3417977307,0.4536154276,0.7195819159,0.9814096127
case164,cases_floorfrontdriver_lhs_100\case164\case164.key,2000394,3046886,-2426.06225000,412.02517500,301.65375000,-2425.10825624,411.39881560,284.19100194,-269.75251468,177.11019822,4937.78932674,4948.32273369,1.13316456,0.0113316456,5.8981215561E-05,3.73912620,146.71247805,2,steel_rigid,210000.0,0.3000,174.03432641,0.2798251000,0.4820119834,0.9284583972,0.7663291282,0.2492750798,0.4075346613,0.8815278664
case165,cases_floorfrontdriver_lhs_100\case165\case165.key,2000394,3044977,-2453.79675000,488.81495000,292.69085000,-2453.92839409,485.11744295,275.58643211,33.42061830,938.68984800,4342.31584324,4442.74267215,1.19826591,0.0119826591,6.2369740461E-05,12.20558018,87.96093257,0,aluminum_rigid,70000.0,0.3300,102.22072157,0.2538879534,0.6755060019,0.7825099368,0.8965318141,0.8137053455,0.2443359238,0.0696032601
case166,cases_floorfrontdriver_lhs_100\case166\case166.key,2000394,3048046,-2043.89475000,266.02082500,311.50042500,-2044.70795134,265.81281472,294.02056701,155.23766504,39.70853064,3336.85177877,3340.69682754,0.84596234,0.0084596234,4.4032339687E-05,2.74923389,14.34814377,0,aluminum_rigid,70000.0,0.3300,103.88783560,0.6372259705,0.1141118507,0.4643765560,0.1919246758,0.1832822590,0.0398559549,0.2120392046
case167,cases_floorfrontdriver_lhs_100\case167\case167.key,2000394,3047446,-1807.26650000,319.48515000,303.55987500,-1803.86131386,320.05860721,286.40394733,-982.90034588,-165.52730792,4952.02510172,5051.34090986,1.06660209,0.0106660209,5.5516638532E-05,11.38040257,189.55931406,1,titanium_rigid,110000.0,0.3400,144.01126535,0.8585193630,0.2488306605,0.9581971969,0.6332041703,0.7586935047,0.5265536502,0.6231023343
case168,cases_floorfrontdriver_lhs_100\case168\case168.key,2000394,3046370,-2090.89125000,459.79140000,288.82350000,-2088.60605069,460.60963804,271.49265032,-604.96872599,-216.61499050,4588.05583986,4632.83558992,1.15762514,0.0115762514,6.0254388442E-05,7.97270059,199.70040518,2,steel_rigid,210000.0,0.3000,235.51793803,0.5932751113,0.6023727844,0.8373850610,0.8152502763,0.5315133727,0.5547233477,0.6767294127
case169,cases_floorfrontdriver_lhs_100\case169\case169.key,2000394,3046639,-2193.42225000,346.48442500,290.10500000,-2191.35863012,350.51489151,273.20095277,-316.50085666,-618.15943696,2592.60219592,2684.00447617,0.94560377,0.0094560377,4.9218676467E-05,14.99563175,242.88731674,1,titanium_rigid,110000.0,0.3400,189.06103072,0.4973887037,0.3168631325,0.2748057147,0.3912075492,0.9997087830,0.6746869910,0.6640947339
case170,cases_floorfrontdriver_lhs_100\case170\case170.key,2000394,3049875,-1726.50375000,413.50772500,297.60252500,-1729.69948982,411.16572180,280.55693120,334.31232582,245.00134027,1783.17148318,1830.70776651,1.05016308,0.0105016308,5.4660988288E-05,13.08533902,36.23588674,0,aluminum_rigid,70000.0,0.3300,129.43321981,0.9340482270,0.4857476963,0.0284800573,0.6003261590,0.8723559347,0.1006552409,0.1811233826
case171,cases_floorfrontdriver_lhs_100\case171\case171.key,2000394,3583163,-2221.24850000,447.18540000,289.00782500,-2221.43104965,447.55019480,271.51257992,38.49368986,-76.92317088,3689.16917972,3690.17183543,0.86672039,0.0086672039,4.5112796558E-05,1.33567281,296.58417822,0,aluminum_rigid,70000.0,0.3300,248.08564949,0.4713657531,0.5706083262,0.5652613479,0.2334407899,0.0890448538,0.8238449395,0.2916735486
case172,cases_floorfrontdriver_lhs_100\case172\case172.key,2000394,3047459,-1782.37400000,289.58467500,303.36022500,-1780.39722251,292.23174888,286.17490130,-427.86045440,-572.94168874,3719.65000183,3787.75961266,1.21024458,0.0121024458,6.2993230339E-05,10.88187050,233.24842045,1,titanium_rigid,110000.0,0.3400,114.02138996,0.8817986873,0.1734877771,0.5934325258,0.9204891581,0.7254580336,0.6479122790,0.4806059515
case173,cases_floorfrontdriver_lhs_100\case173\case173.key,2000394,3046346,-2132.76600000,435.98290000,289.49162500,-2129.35236119,433.81718103,272.46497731,-609.32499351,386.57478653,3039.20905491,3123.70112090,0.95784636,0.0095784636,4.9855903121E-05,13.35656169,147.60768362,0,aluminum_rigid,70000.0,0.3300,259.30981166,0.5541140834,0.5423803916,0.4017352619,0.4156927232,0.8904374462,0.4100213434,0.0174413809
case174,cases_floorfrontdriver_lhs_100\case174\case174.key,2000394,3047679,-1834.71275000,296.35345000,302.99882500,-1833.11116544,294.00646082,285.73103508,-352.22983466,516.16357329,3797.63325208,3848.70224986,0.77395308,0.0077395308,4.0284257620E-05,9.34416589,124.30961328,2,steel_rigid,210000.0,0.3000,120.06615962,0.8328517862,0.1905436608,0.6110251580,0.0479061525,0.6229443925,0.3453044813,0.9764931706
case175,cases_floorfrontdriver_lhs_100\case175\case175.key,2000394,3046699,-2333.41250000,357.01905000,289.69705000,-2333.63192934,357.05972328,272.19847302,44.12127939,-8.17829201,3518.48842921,3518.77455917,0.86233439,0.0086233439,4.4884505021E-05,0.73067882,349.49887481,1,titanium_rigid,110000.0,0.3400,212.81752507,0.3664706188,0.3434081631,0.5157831931,0.2246687808,0.0487119210,0.9708302078,0.6024227061
case176,cases_floorfrontdriver_lhs_100\case176\case176.key,2000394,3049082,-2545.52125000,234.95447500,315.99772500,-2544.84035494,235.71370094,298.52746576,-91.89398620,-102.46556662,2357.79616119,2361.80999124,1.12007271,0.0112007271,5.8299784671E-05,3.34084378,228.11335701,0,aluminum_rigid,70000.0,0.3300,92.85914656,0.1681077232,0.0358312084,0.1817961350,0.7401454244,0.2227229186,0.6336482139,0.1127945644
case177,cases_floorfrontdriver_lhs_100\case177\case177.key,2000394,3044522,-2695.87025000,508.70930000,300.15665000,-2692.39180435,511.04745689,283.16596319,-644.45833419,-433.19483672,3147.89730990,3242.25874734,0.78663669,0.0078663669,4.0944439644E-05,13.85702592,213.90837850,1,titanium_rigid,110000.0,0.3400,109.55752344,0.0275021942,0.7256355632,0.4359599167,0.0732733773,0.9238017279,0.5941899403,0.6150119220
case178,cases_floorfrontdriver_lhs_100\case178\case178.key,2000394,3045082,-2188.70525000,581.27745000,286.79312500,-2186.52378455,582.22014772,269.45523212,-510.63535504,-220.66578548,4058.43746001,4096.38334040,1.18138394,0.0118138394,6.1491034293E-05,7.80468664,203.37108727,2,steel_rigid,210000.0,0.3000,113.99233546,0.5018000152,0.9084919782,0.6825245635,0.8627678883,0.5203124428,0.5649196869,0.9302836477
case179,cases_floorfrontdriver_lhs_100\case179\case179.key,2000394,3045868,-1947.25175000,580.62860000,292.25182500,-1947.92061223,580.29721263,274.76775208,171.16815745,84.80515417,4474.33925612,4478.41514726,1.14844392,0.0114844392,5.9776506091E-05,2.44466687,26.35608579,1,titanium_rigid,110000.0,0.3400,87.78844355,0.7276059540,0.9068570132,0.7928076982,0.7968878421,0.1629777913,0.0732113494,0.4428585667
